motif,n_target,n_bg,OR,p,fdr,tf
Hsapiens-HOCOMOCOv11-core-C-ELF2_HUMAN.H11MO.0.C,29,1598,0.598164180704209,0.00818087464270555,0.134292203750259,ELF2
Hsapiens-HOCOMOCOv13-TAF1.H13CORE.0.P.B,70,1883,1.48593109907344,0.0083157407727544,0.136206727701102,TAF1
Hsapiens-HOCOMOCOv13-ZN304.H13CORE.0.P.C,43,1029,1.61771260177368,0.0083532309915589,0.136521405417841,ZN304
Hsapiens-HOCOMOCOv13-HEY2.H13CORE.0.S.B,13,204,2.36416862186677,0.00844482044243649,0.137416914781172,HEY2
Hsapiens-jaspar2022-CTCF-MA1929.1,53,1341,1.54760440643451,0.00843866212775656,0.137416914781172,CTCF
Hsapiens-jaspar2024-VEZF1-MA1578.2,90,2547,1.44872443004286,0.00865811585654265,0.140581450722863,VEZF1
Hsapiens-HOCOMOCOv13-GMEB1.H13CORE.1.P.C,32,713,1.71146882250876,0.00876193368098492,0.14188918759418,GMEB1
Hsapiens-jaspar2024-NR2C2-MA0504.2,50,1247,1.56458363435707,0.00877665077902142,0.14188918759418,NR2C2
Hsapiens-HOCOMOCOv10-NKX61_HUMAN.H10MO.D,27,1521,0.586113082964087,0.00889156972375133,0.143436575090062,NKX61
Hsapiens-jaspar2024-SOX2-MA0143.5,2,329,0.210853194618365,0.00900128911985936,0.144271734841694,SOX2
Hsapiens-jaspar2024-SOX13-MA1120.2,2,329,0.210853194618365,0.00900128911985936,0.144271734841694,SOX13
Hsapiens-jaspar2024-SOX15-MA1152.2,2,329,0.210853194618365,0.00900128911985936,0.144271734841694,SOX15
Hsapiens-HOCOMOCOv13-STAT1.H13CORE.1.P.B,43,2159,0.645352026726544,0.00907839611981024,0.145187563838628,STAT1
Hsapiens-jaspar2024-NR4A1-MA1112.3,13,900,0.487896565022222,0.0091167448708417,0.145187563838628,NR4A1
Hsapiens-HOCOMOCOv13-ZNF286B.H13CORE.0.PSG.A,2,335,0.206914004751126,0.00911644600895894,0.145187563838628,ZNF286B
Hsapiens-JASPAR_CORE-ELK1-MA0028.1,15,983,0.514283658414749,0.00922881942092398,0.145422051170635,ELK1
Hsapiens-JASPAR_2014-ELK1-MA0028.1,15,983,0.514283658414749,0.00922881942092398,0.145422051170635,ELK1
Hsapiens-jaspar2016-ELK1-MA0028.1,15,983,0.514283658414749,0.00922881942092398,0.145422051170635,ELK1
Hsapiens-jaspar2018-ELK1-MA0028.1,15,983,0.514283658414749,0.00922881942092398,0.145422051170635,ELK1
Hsapiens-SwissRegulon-ELK1.SwissRegulon,15,983,0.514283658414749,0.00922881942092398,0.145422051170635,ELK1
Hsapiens-HOCOMOCOv13-ZN141.H13CORE.0.P.C,32,720,1.69319478562658,0.00928213506566953,0.145954245906286,ZN141
Hsapiens-HOCOMOCOv13-ETV3.H13CORE.0.SM.B,22,1294,0.566613343751546,0.00935641022611813,0.146802168569193,ETV3
Hsapiens-HOCOMOCOv11-core-A-ETV1_HUMAN.H11MO.0.A,22,1301,0.562973291032712,0.00937536944805262,0.146802168569193,ETV1
Hsapiens-HOCOMOCOv13-GCM2.H13CORE.0.SM.B,11,168,2.41721997373496,0.0093999832349163,0.14687965435479,GCM2
Hsapiens-jolma2013-GCM1,11,169,2.40262196435791,0.00977971255892773,0.151124880050731,GCM1
Hsapiens-JASPAR_CORE-FOXL1-MA0033.1,6,549,0.374954466306014,0.00979307028311072,0.151124880050731,FOXL1
Hsapiens-JASPAR_2014-FOXL1-MA0033.1,6,549,0.374954466306014,0.00979307028311072,0.151124880050731,FOXL1
Hsapiens-jaspar2016-FOXL1-MA0033.1,6,549,0.374954466306014,0.00979307028311072,0.151124880050731,FOXL1
Hsapiens-jaspar2018-FOXL1-MA0033.1,6,549,0.374954466306014,0.00979307028311072,0.151124880050731,FOXL1
Hsapiens-SwissRegulon-FOXL1.SwissRegulon,6,549,0.374954466306014,0.00979307028311072,0.151124880050731,FOXL1
Hsapiens-jaspar2024-ZNF384-MA1125.2,51,2470,0.662812164325755,0.00982819056404438,0.151354134686284,ZNF384
Hsapiens-HOCOMOCOv13-IRF4.H13CORE.0.P.B,32,1722,0.610059472126938,0.00991111815608151,0.15231716359624,IRF4
Hsapiens-HOCOMOCOv11-core-B-CEBPG_HUMAN.H11MO.0.B,23,473,1.82895737072239,0.0100079963946232,0.153490195218564,CEBPG
Hsapiens-HOCOMOCOv11-core-A-PAX5_HUMAN.H11MO.0.A,64,1698,1.49349926918531,0.0100508244393075,0.153831163395877,PAX5
Hsapiens-HOCOMOCOv11-core-B-RFX1_HUMAN.H11MO.0.B,51,1297,1.53183536229318,0.010159349347213,0.154857510763947,RFX1
Hsapiens-SwissRegulon-SOX9.SwissRegulon,5,493,0.348969864133973,0.0101441651047046,0.154857510763947,SOX9
Hsapiens-HOCOMOCOv13-ZNF142.H13CORE.0.PSGI.A,38,901,1.61767109481001,0.0102217023616545,0.155174583209751,ZNF142
Hsapiens-HOCOMOCOv13-SOX9.H13CORE.1.PS.A,4,441,0.312828147659528,0.0102198995987651,0.155174583209751,SOX9
Hsapiens-HOCOMOCOv10-ZN219_HUMAN.H10MO.D,48,1201,1.55217000506997,0.0103781064830389,0.156307700759157,ZN219
Hsapiens-HOCOMOCOv11-secondary-D-ZN219_HUMAN.H11MO.0.D,48,1201,1.55217000506997,0.0103781064830389,0.156307700759157,ZN219
Hsapiens-jaspar2024-GATA6-MA1104.3,4,448,0.307653720155226,0.0103800534979973,0.156307700759157,GATA6
Hsapiens-jaspar2024-TRPS1-MA1970.2,4,448,0.307653720155226,0.0103800534979973,0.156307700759157,TRPS1
Hsapiens-SwissRegulon-MEF2D.SwissRegulon,33,1747,0.620902327606314,0.0104651790436139,0.157272479430084,MEF2D
Hsapiens-HOCOMOCOv13-HINFP.H13CORE.0.P.B,52,1329,1.52586712055781,0.0107869798602653,0.161187049209035,HINFP
Hsapiens-HOCOMOCOv11-core-C-KLF12_HUMAN.H11MO.0.C,114,3385,1.42623990668701,0.0107857811199999,0.161187049209035,KLF12
Hsapiens-SwissRegulon-ELF1.SwissRegulon,21,1243,0.564534583762803,0.0107904036155466,0.161187049209035,ELF1
Hsapiens-jaspar2024-ZNF610-MA1713.2,42,1017,1.59260961645996,0.0108491628056317,0.161419117520444,ZNF610
Hsapiens-HOCOMOCOv10-WT1_HUMAN.H10MO.D,99,2876,1.42241270403421,0.0108323790339529,0.161419117520444,WT1
Hsapiens-HOCOMOCOv10-FOXK1_HUMAN.H10MO.D,31,695,1.69622571285721,0.0113158767909889,0.168028397121065,FOXK1
Hsapiens-jolma2013-ELF1-2,11,790,0.47312085354392,0.0113766326662362,0.168595375762139,ELF1
Hsapiens-HOCOMOCOv13-ZN573.H13CORE.0.P.C,26,558,1.75928059479135,0.0114297567258108,0.169047233633824,ZN573
Hsapiens-HOCOMOCOv10-SP1_HUMAN.H10MO.S,123,3717,1.4178355252629,0.0115377139586611,0.169666440591353,SP1
Hsapiens-SwissRegulon-SP1.SwissRegulon,123,3717,1.4178355252629,0.0115377139586611,0.169666440591353,SP1
Hsapiens-jaspar2022-NR4A1-MA1112.2,11,798,0.467855508176115,0.0115397712974169,0.169666440591353,NR4A1
Hsapiens-HOCOMOCOv11-core-C-ZN770_HUMAN.H11MO.0.C,134,4113,1.42381176695095,0.0116309038569824,0.170670375064442,ZN770
Hsapiens-jaspar2022-MAZ-MA1522.1,78,2174,1.44130210313048,0.0118388605986733,0.173381274140179,MAZ
Hsapiens-HOCOMOCOv10-GCM2_HUMAN.H10MO.D,13,219,2.19805706460592,0.011966682589996,0.174271433781588,GCM2
Hsapiens-HOCOMOCOv11-secondary-D-GCM2_HUMAN.H11MO.0.D,13,219,2.19805706460592,0.011966682589996,0.174271433781588,GCM2
Hsapiens-hPDI-PAXIP1,51,2454,0.669077646317544,0.0119696405850789,0.174271433781588,PAXIP1
Hsapiens-HOCOMOCOv11-core-A-ZFX_HUMAN.H11MO.0.A,43,1053,1.57537249920241,0.0120669070494592,0.174983822947626,ZFX
Hsapiens-HOCOMOCOv10-PAX5_HUMAN.H10MO.A,50,1267,1.53530261929856,0.012053554348243,0.174983822947626,PAX5
Hsapiens-jaspar2024-CTCF-MA1929.2,50,1268,1.53386281276262,0.0120888542831671,0.174983822947626,CTCF
Hsapiens-cisbp_1.02-M6146_1.02,58,1522,1.4956453845921,0.0121610715285287,0.17568867165683,TFAP2D
Hsapiens-HOCOMOCOv11-core-A-PBX3_HUMAN.H11MO.0.A,43,1057,1.56850599646166,0.0122685961832685,0.176899893615506,PBX3
Hsapiens-hPDI-ZNF3,7,586,0.409674895338435,0.0124031312960894,0.178495159249503,ZNF3
Hsapiens-SwissRegulon-CTCFL.SwissRegulon,54,1401,1.50450169045644,0.0125073161503427,0.179648354474826,CTCFL
Hsapiens-HOCOMOCOv11-secondary-A-STAT1_HUMAN.H11MO.1.A,61,2827,0.687833945344678,0.0127328672436781,0.182537016205435,STAT1
Hsapiens-jolma2013-HOXA10,2,318,0.21846110531311,0.0128249678323587,0.18350514317986,HOXA10
Hsapiens-HOCOMOCOv13-ZN682.H13CORE.0.P.B,59,1558,1.48703394520511,0.0129413671965947,0.184816580480623,ZN682
Hsapiens-jaspar2016-HOXA2-MA0900.1,13,223,2.15736063365083,0.0132908928546164,0.185550801366598,HOXA2
Hsapiens-jaspar2018-HOXA2-MA0900.1,13,223,2.15736063365083,0.0132908928546164,0.185550801366598,HOXA2
Hsapiens-jolma2013-HOXA2,13,223,2.15736063365083,0.0132908928546164,0.185550801366598,HOXA2
Hsapiens-jaspar2022-NFIC-MA1527.1,18,349,1.92380248257679,0.0130302504998331,0.185550801366598,NFIC
Hsapiens-SwissRegulon-ZNF263.SwissRegulon,47,1188,1.53062651599167,0.0132591105094119,0.185550801366598,ZNF263
Hsapiens-SwissRegulon-WRNIP1.SwissRegulon,99,2883,1.41700704696349,0.0131664613852757,0.185550801366598,WRNIP1
Hsapiens-HOCOMOCOv10-FOXL1_HUMAN.H10MO.D,63,2908,0.688248485414535,0.0131450461187166,0.185550801366598,FOXL1
Hsapiens-HOCOMOCOv11-secondary-D-FOXL1_HUMAN.H11MO.0.D,63,2908,0.688248485414535,0.0131450461187166,0.185550801366598,FOXL1
Hsapiens-HOCOMOCOv10-TBX2_HUMAN.H10MO.D,12,823,0.495502782377443,0.0132196880172442,0.185550801366598,TBX2
Hsapiens-HOCOMOCOv11-secondary-D-TBX2_HUMAN.H11MO.0.D,12,823,0.495502782377443,0.0132196880172442,0.185550801366598,TBX2
Hsapiens-HOCOMOCOv11-core-B-BATF3_HUMAN.H11MO.0.B,12,831,0.490182866353883,0.0132738258742621,0.185550801366598,BATF3
Hsapiens-HOCOMOCOv13-TGIF2.H13CORE.0.S.B,6,531,0.388605713389187,0.0131943527306303,0.185550801366598,TGIF2
Hsapiens-jaspar2018-FOSL2::JUNB-MA1138.1,18,351,1.91234669682846,0.013505017583273,0.186449124453727,FOSL2::JUNB
Hsapiens-jaspar2022-FOSL2::JUNB-MA1138.1,18,351,1.91234669682846,0.013505017583273,0.186449124453727,FOSL2::JUNB
Hsapiens-HOCOMOCOv11-secondary-C-PATZ1_HUMAN.H11MO.1.C,82,2313,1.42965349697566,0.013419128213989,0.186449124453727,PATZ1
Hsapiens-HOCOMOCOv13-ZN263.H13CORE.1.P.B,114,3420,1.40084808255029,0.0134287251722746,0.186449124453727,ZN263
Hsapiens-HOCOMOCOv10-ELF1_HUMAN.H10MO.A,30,1602,0.620066999592683,0.0134550405312036,0.186449124453727,ELF1
Hsapiens-HOCOMOCOv13-TF2LY.H13CORE.0.SM.B,6,544,0.378655865908623,0.013463226071441,0.186449124453727,TF2LY
Hsapiens-cisbp_1.02-M4645_1.02,17,313,2.02550803222947,0.0135801795896751,0.186796245589841,MYC
Hsapiens-HOCOMOCOv13-ZNF35.H13CORE.0.P.C,43,2138,0.654046196046605,0.0135670097391187,0.186796245589841,ZNF35
Hsapiens-HOCOMOCOv10-DLX5_HUMAN.H10MO.D,21,1220,0.577145667634607,0.0136204395232788,0.1870056301459,DLX5
Hsapiens-HOCOMOCOv13-TF2LY.H13CORE.1.SM.B,5,478,0.360643308692957,0.0137681421541297,0.188686704126963,TF2LY
Hsapiens-SwissRegulon-SIN3A.SwissRegulon,135,4160,1.41700317122369,0.0140060771767242,0.188829224608218,SIN3A
Hsapiens-hPDI-CREB3L1,27,1487,0.602677470719708,0.0138188409655392,0.188829224608218,CREB3L1
Hsapiens-HOCOMOCOv10-HXA2_HUMAN.H10MO.D,3,376,0.27629364341725,0.013936515869203,0.188829224608218,HXA2
Hsapiens-HOCOMOCOv11-secondary-D-HXA2_HUMAN.H11MO.0.D,3,376,0.27629364341725,0.013936515869203,0.188829224608218,HXA2
Hsapiens-jaspar2022-SOX2-MA0143.4,3,376,0.27629364341725,0.013936515869203,0.188829224608218,SOX2
Hsapiens-JASPAR_2014-SOX9-MA0077.1,3,377,0.275524460998777,0.0139891133897354,0.188829224608218,SOX9
Hsapiens-jaspar2016-SOX9-MA0077.1,3,377,0.275524460998777,0.0139891133897354,0.188829224608218,SOX9
Hsapiens-jaspar2018-SOX9-MA0077.1,3,377,0.275524460998777,0.0139891133897354,0.188829224608218,SOX9
Hsapiens-jaspar2022-SOX9-MA0077.1,3,377,0.275524460998777,0.0139891133897354,0.188829224608218,SOX9
Hsapiens-HOCOMOCOv11-core-C-ZN563_HUMAN.H11MO.0.C,52,1342,1.5081260191402,0.0141851112100325,0.19089837050042,ZN563
Hsapiens-hPDI-VIL2,126,3853,1.39861728446458,0.0143049626324552,0.192165046585985,EZR
Hsapiens-hPDI-RFC2,45,2197,0.666786170928342,0.0146326739616945,0.196214437737695,RFC2
Hsapiens-HOCOMOCOv13-GMEB2.H13CORE.0.P.C,35,832,1.60316286652742,0.0147453433787005,0.197370913432821,GMEB2
Hsapiens-HOCOMOCOv13-HEY1.H13CORE.0.S.B,13,227,2.11836809902466,0.0147927849502143,0.197651718771289,HEY1
Hsapiens-HOCOMOCOv11-secondary-C-ZN816_HUMAN.H11MO.1.C,30,680,1.67242965240755,0.0148595431632376,0.198189156939681,ZN816
Hsapiens-JASPAR_2014-E2F4-MA0470.1,57,1504,1.48257100274996,0.0149989608275864,0.198278298090695,E2F4
Hsapiens-jaspar2016-E2F4-MA0470.1,57,1504,1.48257100274996,0.0149989608275864,0.198278298090695,E2F4
Hsapiens-jaspar2018-E2F4-MA0470.1,57,1504,1.48257100274996,0.0149989608275864,0.198278298090695,E2F4
Hsapiens-HOCOMOCOv13-ETV4.H13CORE.0.P.B,25,1383,0.603448105668865,0.014936893747501,0.198278298090695,ETV4
Hsapiens-HOCOMOCOv11-core-B-EHF_HUMAN.H11MO.0.B,25,1391,0.599248257212853,0.0148946067328712,0.198278298090695,EHF
Hsapiens-HOCOMOCOv10-GLIS2_HUMAN.H10MO.D,19,372,1.90874034368046,0.0150549388699697,0.198316293509353,GLIS2
Hsapiens-HOCOMOCOv11-secondary-D-GLIS2_HUMAN.H11MO.0.D,19,372,1.90874034368046,0.0150549388699697,0.198316293509353,GLIS2
Hsapiens-HOCOMOCOv11-core-A-E2F1_HUMAN.H11MO.0.A,79,2216,1.43165922782794,0.0151260842252597,0.198902681476171,E2F1
Hsapiens-jolma2013-ETS1-3,15,949,0.535303407038804,0.0151566296222812,0.198954071439048,ETS1
Hsapiens-JASPAR_CORE-ELK4-MA0076.1,15,963,0.526468469351084,0.0152831922030901,0.199249642516032,ELK4
Hsapiens-jaspar2016-ELK4-MA0076.1,15,963,0.526468469351084,0.0152831922030901,0.199249642516032,ELK4
Hsapiens-jaspar2018-ELK4-MA0076.1,15,963,0.526468469351084,0.0152831922030901,0.199249642516032,ELK4
Hsapiens-HOCOMOCOv10-SOX5_HUMAN.H10MO.C,8,632,0.433428155708526,0.0153125311024505,0.199249642516032,SOX5
Hsapiens-HOCOMOCOv11-core-C-SOX5_HUMAN.H11MO.0.C,8,632,0.433428155708526,0.0153125311024505,0.199249642516032,SOX5
Hsapiens-HOCOMOCOv13-MAX.H13CORE.0.PS.A,17,324,1.95395026989857,0.0153680603976517,0.199277852621632,MAX
Hsapiens-hPDI-POLI,108,3222,1.39274135925245,0.0153657847446138,0.199277852621632,POLI
Hsapiens-HOCOMOCOv10-ZN524_HUMAN.H10MO.D,30,688,1.65116875097076,0.0157165268795504,0.20309124440028,ZN524
Hsapiens-HOCOMOCOv11-secondary-D-ZN524_HUMAN.H11MO.0.D,30,688,1.65116875097076,0.0157165268795504,0.20309124440028,ZN524
Hsapiens-HOCOMOCOv11-core-A-MAX_HUMAN.H11MO.0.A,19,378,1.87698913424311,0.0160203228881931,0.206659398362546,MAX
Hsapiens-HOCOMOCOv13-ZN776.H13CORE.0.P.C,42,1049,1.53692100336131,0.0161613911438761,0.208119707678638,ZN776
Hsapiens-HOCOMOCOv13-ZNF362.H13CORE.0.PSGI.A,55,2577,0.687850481181944,0.0162143354690085,0.208442119824482,ZNF362
Hsapiens-HOCOMOCOv10-ZN282_HUMAN.H10MO.D,36,866,1.58514908205283,0.0164351326435649,0.21055575594303,ZN282
Hsapiens-HOCOMOCOv11-secondary-D-ZN282_HUMAN.H11MO.0.D,36,866,1.58514908205283,0.0164351326435649,0.21055575594303,ZN282
Hsapiens-jaspar2022-NR1I2-MA1533.1,19,381,1.86149188945887,0.0166074852269313,0.212399498561557,NR1I2
Hsapiens-cisbp_1.02-M5587_1.02,14,246,2.11006097488553,0.0170437278903073,0.214464615060092,JDP2
Hsapiens-jaspar2016-NFKB2-MA0778.1,14,246,2.11006097488553,0.0170437278903073,0.214464615060092,NFKB2
Hsapiens-jaspar2018-NFKB2-MA0778.1,14,246,2.11006097488553,0.0170437278903073,0.214464615060092,NFKB2
Hsapiens-jaspar2022-NFKB2-MA0778.1,14,246,2.11006097488553,0.0170437278903073,0.214464615060092,NFKB2
Hsapiens-jolma2013-NFKB2,14,246,2.11006097488553,0.0170437278903073,0.214464615060092,NFKB2
Hsapiens-jolma2013-JDP2,14,246,2.11006097488553,0.0170437278903073,0.214464615060092,JDP2
Hsapiens-SwissRegulon-NFKB2.SwissRegulon,14,246,2.11006097488553,0.0170437278903073,0.214464615060092,NFKB2
Hsapiens-HOCOMOCOv10-MNT_HUMAN.H10MO.D,91,2635,1.40353495531214,0.0170115549403421,0.214464615060092,MNT
Hsapiens-HOCOMOCOv13-KLF10.H13CORE.0.P.C,122,3721,1.3894417128177,0.0169475114010707,0.214464615060092,KLF10
Hsapiens-jaspar2022-FOXJ2::ELF1-MA1952.1,21,1212,0.581644328420022,0.0170560960430707,0.214464615060092,FOXJ2::ELF1
Hsapiens-HOCOMOCOv13-STAT3.H13CORE.0.P.B,36,873,1.57088876418993,0.0172049541861654,0.21524925094886,STAT3
Hsapiens-SwissRegulon-SMC3.SwissRegulon,43,1079,1.53163398325983,0.0172007480621026,0.21524925094886,SMC3
Hsapiens-HOCOMOCOv13-KLF16.H13CORE.0.SM.B,76,2127,1.42721825786539,0.0171485080024246,0.21524925094886,KLF16
Hsapiens-jaspar2018-FOSL2::JUN-MA1130.1,19,385,1.84120815361802,0.0175010297668908,0.218222356141748,FOSL2::JUN
Hsapiens-jaspar2022-FOSL2::JUN-MA1130.1,19,385,1.84120815361802,0.0175010297668908,0.218222356141748,FOSL2::JUN
Hsapiens-HOCOMOCOv13-NFIC.H13CORE.1.PSM.A,21,442,1.77666742925728,0.0179961935216291,0.221816100038745,NFIC
Hsapiens-SwissRegulon-TEAD1.SwissRegulon,26,575,1.70335357021857,0.0178847858752687,0.221816100038745,TEAD1
Hsapiens-HOCOMOCOv13-ZNF845.H13CORE.0.PSG.A,70,1948,1.42099291887389,0.0179098470992845,0.221816100038745,ZNF845
Hsapiens-HOCOMOCOv11-core-A-FLI1_HUMAN.H11MO.0.A,106,3160,1.38766497893126,0.0180214687671602,0.221816100038745,FLI1
Hsapiens-jaspar2024-ETV7-MA1708.2,19,1115,0.574537675307906,0.0179831336789208,0.221816100038745,ETV7
Hsapiens-jaspar2016-RFX4-MA0799.1,6,529,0.390179861837456,0.0180862237144994,0.221816100038745,RFX4
Hsapiens-jaspar2018-RFX4-MA0799.1,6,529,0.390179861837456,0.0180862237144994,0.221816100038745,RFX4
Hsapiens-jolma2013-RFX4,6,529,0.390179861837456,0.0180862237144994,0.221816100038745,RFX4
Hsapiens-jaspar2024-HOXB9-MA1503.2,2,301,0.231312490161434,0.0180302174172304,0.221816100038745,HOXB9
Hsapiens-jaspar2024-HOXC9-MA0485.3,2,301,0.231312490161434,0.0180302174172304,0.221816100038745,HOXC9
Hsapiens-jaspar2022-HOXC9-MA0485.2,2,305,0.228159753105626,0.0182272030071411,0.223178654525142,HOXC9
Hsapiens-HOCOMOCOv13-VDR.H13CORE.0.PS.A,31,725,1.61933112987773,0.0183172396431284,0.223914014557326,VDR
Hsapiens-HOCOMOCOv13-ZN563.H13CORE.1.P.C,47,1213,1.49355152554187,0.0184219865537187,0.224826499296936,ZN563
Hsapiens-hPDI-DDX20,21,444,1.76819522908399,0.0184771318726042,0.225131644300947,DDX20
Hsapiens-jaspar2024-ZNF558-MA2335.1,25,1367,0.611995286967492,0.0185253055353848,0.225350988670666,ZNF558
Hsapiens-HOCOMOCOv13-ZNF32.H13CORE.0.SM.B,12,208,2.12905925047898,0.0186941362635415,0.225473744630396,ZNF32
Hsapiens-HOCOMOCOv13-ZN436.H13CORE.0.P.C,56,1493,1.46094199330294,0.0187769004097076,0.225473744630396,ZN436
Hsapiens-jaspar2016-SP3-MA0746.1,95,2790,1.38575824182919,0.0187552745398125,0.225473744630396,SP3
Hsapiens-jaspar2018-SP3-MA0746.1,95,2790,1.38575824182919,0.0187552745398125,0.225473744630396,SP3
Hsapiens-jolma2013-SP3,95,2790,1.38575824182919,0.0187552745398125,0.225473744630396,SP3
Hsapiens-hPDI-MRPL1,17,1032,0.556656093072498,0.0187757374696431,0.225473744630396,MRPL1
Hsapiens-SwissRegulon-TGIF2.SwissRegulon,5,461,0.37479151255288,0.0186288342710251,0.225473744630396,TGIF2
Hsapiens-HOCOMOCOv13-PKNX2.H13CORE.0.SM.B,5,469,0.368005775334628,0.0187353153298338,0.225473744630396,PKNX2
Hsapiens-HOCOMOCOv10-KLF13_HUMAN.H10MO.D,52,1364,1.47887290819292,0.0189894256135346,0.2272949036979,KLF13
Hsapiens-HOCOMOCOv11-secondary-D-KLF13_HUMAN.H11MO.0.D,52,1364,1.47887290819292,0.0189894256135346,0.2272949036979,KLF13
Hsapiens-HOCOMOCOv13-ZBT24.H13CORE.0.P.B,37,909,1.55105109444349,0.0191811407482847,0.229222304398301,ZBT24
Hsapiens-HOCOMOCOv11-core-A-MYCN_HUMAN.H11MO.0.A,22,460,1.79305916660856,0.0193115474914489,0.230412057849252,MYCN
Hsapiens-jaspar2022-DMRTA2-MA1478.1,4,416,0.332729730347124,0.019396275972246,0.231053883950089,DMRTA2
Hsapiens-HOCOMOCOv10-DLX6_HUMAN.H10MO.D,13,844,0.524393099118659,0.019437598192499,0.231177421814928,DLX6
Hsapiens-SwissRegulon-ZBTB14.SwissRegulon,44,1124,1.50306921822865,0.0195571274563037,0.232229228888922,ZBTB14
Hsapiens-jaspar2024-ERF::FOXO1-MA1936.2,13,855,0.516846842934317,0.019616179502351,0.232560705877872,ERF::FOXO1
Hsapiens-SwissRegulon-SPIC.SwissRegulon,20,1160,0.580351967002655,0.019654774710034,0.232648989396584,SPIC
Hsapiens-HOCOMOCOv10-ETV3_HUMAN.H10MO.D,3,366,0.284216634083734,0.0198002670279747,0.233630638913022,ETV3
Hsapiens-HOCOMOCOv11-secondary-D-ETV3_HUMAN.H11MO.0.D,3,366,0.284216634083734,0.0198002670279747,0.233630638913022,ETV3
Hsapiens-HOCOMOCOv13-ZN682.H13CORE.1.P.B,38,932,1.55700688690546,0.0199289740977031,0.234778403053224,ZN682
Hsapiens-SwissRegulon-BCL6.SwissRegulon,41,1030,1.52374170432449,0.0200260911804236,0.235180621110981,BCL6
Hsapiens-jaspar2022-ZNF701-MA1987.1,67,1858,1.4193126196147,0.0199961783427834,0.235180621110981,ZNF701
Hsapiens-HOCOMOCOv13-KLF17.H13CORE.1.P.C,99,2935,1.37765725582193,0.020113677216098,0.235838391094248,KLF17
Hsapiens-HOCOMOCOv13-ZN316.H13CORE.0.P.C,41,1032,1.52035034553266,0.0202273668391132,0.236799691099274,ZN316
Hsapiens-HOCOMOCOv11-secondary-A-ZFX_HUMAN.H11MO.1.A,89,2593,1.38478502344911,0.0203571648723514,0.237946266716107,ZFX
Hsapiens-jaspar2022-CTCF-MA1930.1,45,1154,1.49911850586848,0.0206086316219879,0.23900056479173,CTCF
Hsapiens-JASPAR_2014-POU2F2-MA0507.1,18,1066,0.570583404030649,0.0206180223083835,0.23900056479173,POU2F2
Hsapiens-jaspar2016-POU2F2-MA0507.1,18,1066,0.570583404030649,0.0206180223083835,0.23900056479173,POU2F2
Hsapiens-jaspar2018-POU2F2-MA0507.1,18,1066,0.570583404030649,0.0206180223083835,0.23900056479173,POU2F2
Hsapiens-HOCOMOCOv10-PO3F4_HUMAN.H10MO.D,18,1068,0.569349777393097,0.0206393579181505,0.23900056479173,PO3F4
Hsapiens-HOCOMOCOv11-secondary-D-PO3F4_HUMAN.H11MO.0.D,18,1068,0.569349777393097,0.0206393579181505,0.23900056479173,PO3F4
Hsapiens-jaspar2022-TFAP2A-MA0003.4,35,849,1.56731871411335,0.0208247830502935,0.240774465329167,TFAP2A
Hsapiens-jolma2013-SOX14,20,413,1.80880691394489,0.0209134765876201,0.241426208087998,SOX14
Hsapiens-cisbp_1.02-M4532_1.02,18,360,1.86238391415658,0.0212485077358354,0.244915284381103,MYC
Hsapiens-HOCOMOCOv13-ZN707.H13CORE.0.P.B,54,1432,1.46498065185567,0.021322461428026,0.24538900524796,ZN707
Hsapiens-hPDI-PTPMT1,206,6989,1.78680881120975,0.0214288722815338,0.246234226262732,PTPMT1
Hsapiens-jolma2013-BARHL2-3,10,708,0.4831235535245,0.0215125396146145,0.246815911492405,BARHL2
Hsapiens-cisbp_1.02-M6212_1.02,35,855,1.55500811976999,0.0215718484510047,0.247116773129684,EPAS1
Hsapiens-hPDI-NXPH3,50,1305,1.48214102162212,0.0216315306500487,0.247420983805841,NXPH3
Hsapiens-HOCOMOCOv10-BHE41_HUMAN.H10MO.D,30,700,1.62018832419939,0.0223776749612885,0.248820916770874,BHE41
Hsapiens-HOCOMOCOv11-secondary-D-BHE41_HUMAN.H11MO.0.D,30,700,1.62018832419939,0.0223776749612885,0.248820916770874,BHE41
Hsapiens-JASPAR_CORE-CTCF-MA0139.1,42,1071,1.50056380024444,0.0223983062289308,0.248820916770874,CTCF
Hsapiens-JASPAR_2014-CTCF-MA0139.1,42,1071,1.50056380024444,0.0223983062289308,0.248820916770874,CTCF
Hsapiens-jaspar2016-CTCF-MA0139.1,42,1071,1.50056380024444,0.0223983062289308,0.248820916770874,CTCF
Hsapiens-jaspar2018-CTCF-MA0139.1,42,1071,1.50056380024444,0.0223983062289308,0.248820916770874,CTCF
Hsapiens-jaspar2022-CTCF-MA0139.1,42,1071,1.50056380024444,0.0223983062289308,0.248820916770874,CTCF
Hsapiens-HOCOMOCOv11-core-C-COT1_HUMAN.H11MO.0.C,64,1766,1.4204067785353,0.0221108194599308,0.248820916770874,COT1
Hsapiens-JASPAR_2014-KLF5-MA0599.1,108,3259,1.36618151909736,0.0225445044262325,0.248820916770874,KLF5
Hsapiens-jaspar2016-KLF5-MA0599.1,108,3259,1.36618151909736,0.0225445044262325,0.248820916770874,KLF5
Hsapiens-jaspar2018-KLF5-MA0599.1,108,3259,1.36618151909736,0.0225445044262325,0.248820916770874,KLF5
