motif,n_target,n_bg,OR,p,fdr,tf
Hsapiens-HOCOMOCOv13-KLF14.H13CORE.1.P.C,147,4404,1.58206315014655,0.0012572175514209,0.0460301857429545,KLF14
Hsapiens-jaspar2016-GABPA-MA0062.1,16,1154,0.458046322775681,0.00127313781086894,0.0460638308106252,GABPA
Hsapiens-jaspar2018-GABPA-MA0062.1,16,1154,0.458046322775681,0.00127313781086894,0.0460638308106252,GABPA
Hsapiens-jaspar2022-ETV4-MA0764.3,16,1161,0.454816635826987,0.00127663850285171,0.0460638308106252,ETV4
Hsapiens-jaspar2024-RFX2-MA0600.3,3,482,0.212521217985597,0.00128300688070851,0.0460710499615954,RFX2
Hsapiens-HOCOMOCOv11-core-A-SP1_HUMAN.H11MO.0.A,142,4219,1.57338629477463,0.00130981300148618,0.0461461948495296,SP1
Hsapiens-HOCOMOCOv13-ELF5.H13CORE.0.PSM.A,27,1649,0.52988073657635,0.00129838315829242,0.0461461948495296,ELF5
Hsapiens-jolma2013-NRF1,20,1339,0.489543282656651,0.00130477743449137,0.0461461948495296,NRF1
Hsapiens-jaspar2024-ZBTB11-MA2329.1,18,1253,0.472269174135164,0.00130837190066504,0.0461461948495296,ZBTB11
Hsapiens-HOCOMOCOv10-EGR1_HUMAN.H10MO.A,130,3777,1.56446101151295,0.00131857223318344,0.0462366948809725,EGR1
Hsapiens-jaspar2024-PBX1-MA0070.2,3,488,0.209739904445293,0.00132883169270812,0.0463787098730699,PBX1
Hsapiens-jaspar2022-ERF::FOXI1-MA1935.1,13,1021,0.42270556007766,0.00136587784551687,0.0474499610612347,ERF::FOXI1
Hsapiens-jaspar2016-GCM2-MA0767.1,13,171,2.83226927070221,0.00146119182237842,0.0478668496550194,GCM2
Hsapiens-jaspar2018-GCM2-MA0767.1,13,171,2.83226927070221,0.00146119182237842,0.0478668496550194,GCM2
Hsapiens-jaspar2022-GCM2-MA0767.1,13,171,2.83226927070221,0.00146119182237842,0.0478668496550194,GCM2
Hsapiens-jolma2013-GCM2,13,171,2.83226927070221,0.00146119182237842,0.0478668496550194,GCM2
Hsapiens-SwissRegulon-GCM2.SwissRegulon,13,171,2.83226927070221,0.00146119182237842,0.0478668496550194,GCM2
Hsapiens-HOCOMOCOv13-ZNF395.H13CORE.0.PSGI.A,45,1000,1.76908490680497,0.00145114779523623,0.0478668496550194,ZNF395
Hsapiens-hPDI-PPP5C,109,4768,0.645616467085068,0.00139237722500653,0.0478668496550194,PPP5C
Hsapiens-HOCOMOCOv10-LMX1B_HUMAN.H10MO.D,31,1812,0.550653479695965,0.00143889522487178,0.0478668496550194,LMX1B
Hsapiens-HOCOMOCOv11-secondary-D-LMX1B_HUMAN.H11MO.0.D,31,1812,0.550653479695965,0.00143889522487178,0.0478668496550194,LMX1B
Hsapiens-HOCOMOCOv10-ERG_HUMAN.H10MO.B,15,1097,0.453309648494815,0.00143650408812468,0.0478668496550194,ERG
Hsapiens-jaspar2016-ELK3-MA0759.1,15,1106,0.449031409831714,0.00143435340288398,0.0478668496550194,ELK3
Hsapiens-jaspar2018-ELK3-MA0759.1,15,1106,0.449031409831714,0.00143435340288398,0.0478668496550194,ELK3
Hsapiens-jolma2013-ELK3,15,1106,0.449031409831714,0.00143435340288398,0.0478668496550194,ELK3
Hsapiens-HOCOMOCOv11-core-A-ELK4_HUMAN.H11MO.0.A,21,1372,0.501639303771279,0.00148339895602562,0.0483821257753508,ELK4
Hsapiens-HOCOMOCOv13-ZNF347.H13CORE.0.PSGI.A,54,1265,1.70077006938002,0.00153985098484019,0.0500049869816147,ZNF347
Hsapiens-HOCOMOCOv10-IRX2_HUMAN.H10MO.D,51,1179,1.7149643845493,0.00156231415844801,0.0502970881441731,IRX2
Hsapiens-HOCOMOCOv11-secondary-D-IRX2_HUMAN.H11MO.0.D,51,1179,1.7149643845493,0.00156231415844801,0.0502970881441731,IRX2
Hsapiens-HOCOMOCOv11-core-C-TFDP1_HUMAN.H11MO.0.C,99,2721,1.54937733723423,0.00159460479630573,0.051116322848101,TFDP1
Hsapiens-jaspar2016-ETV3-MA0763.1,14,1057,0.439537315585388,0.00162218025385189,0.0511226342448092,ETV3
Hsapiens-jaspar2018-ETV3-MA0763.1,14,1057,0.439537315585388,0.00162218025385189,0.0511226342448092,ETV3
Hsapiens-jaspar2022-ETV3-MA0763.1,14,1057,0.439537315585388,0.00162218025385189,0.0511226342448092,ETV3
Hsapiens-jolma2013-ETV3,14,1057,0.439537315585388,0.00162218025385189,0.0511226342448092,ETV3
Hsapiens-JASPAR_CORE-NFKB1-MA0105.1,23,401,2.17808231368075,0.0017049410392973,0.0513475992843208,NFKB1
Hsapiens-jaspar2016-NFKB1-MA0105.2,23,401,2.17808231368075,0.0017049410392973,0.0513475992843208,NFKB1
Hsapiens-jaspar2018-NFKB1-MA0105.2,23,401,2.17808231368075,0.0017049410392973,0.0513475992843208,NFKB1
Hsapiens-HOCOMOCOv13-ZN282.H13CORE.0.P.B,82,2157,1.57538596064057,0.00169143363980261,0.0513475992843208,ZN282
Hsapiens-HOCOMOCOv10-KLF16_HUMAN.H10MO.D,131,3835,1.5479485087306,0.00168496180630735,0.0513475992843208,KLF16
Hsapiens-HOCOMOCOv11-secondary-D-KLF16_HUMAN.H11MO.0.D,131,3835,1.5479485087306,0.00168496180630735,0.0513475992843208,KLF16
Hsapiens-jaspar2016-ELF3-MA0640.1,16,1139,0.465100755687649,0.0016771668733153,0.0513475992843208,ELF3
Hsapiens-jaspar2018-ELF3-MA0640.1,16,1139,0.465100755687649,0.0016771668733153,0.0513475992843208,ELF3
Hsapiens-jolma2013-ELF3-2,16,1139,0.465100755687649,0.0016771668733153,0.0513475992843208,ELF3
Hsapiens-HOCOMOCOv13-ELK4.H13CORE.0.PSM.A,16,1149,0.460377335093702,0.00169862532780158,0.0513475992843208,ELK4
Hsapiens-HOCOMOCOv13-ETV4.H13CORE.1.SM.B,16,1149,0.460377335093702,0.00169862532780158,0.0513475992843208,ETV4
Hsapiens-HOCOMOCOv11-secondary-A-EGR2_HUMAN.H11MO.1.A,113,3204,1.53841954183285,0.00176483250320578,0.0528244872189851,EGR2
Hsapiens-HOCOMOCOv10-GABPA_HUMAN.H10MO.A,25,1541,0.528576110365588,0.00177519698647279,0.0528244872189851,GABPA
Hsapiens-SwissRegulon-GABPA.SwissRegulon,25,1541,0.528576110365588,0.00177519698647279,0.0528244872189851,GABPA
Hsapiens-HOCOMOCOv11-core-A-RXRA_HUMAN.H11MO.0.A,88,2365,1.553259403141,0.001793636805047,0.0531614019718098,RXRA
Hsapiens-HOCOMOCOv11-core-B-NR1H4_HUMAN.H11MO.0.B,49,1132,1.70804262717794,0.00183946763323733,0.0543042836073107,NR1H4
Hsapiens-jolma2013-GABPA,15,1091,0.456201018736395,0.00189730943963271,0.0557913551362863,GABPA
Hsapiens-HOCOMOCOv13-GLI3.H13CORE.0.PS.A,4,519,0.263057657324449,0.00198387360202898,0.0581080467982527,GLI3
Hsapiens-hPDI-ASCC1,159,4885,1.58807995220196,0.00201242436686578,0.0584855937592238,ASCC1
Hsapiens-hPDI-PDLIM5,159,4885,1.58807995220196,0.00201242436686578,0.0584855937592238,PDLIM5
Hsapiens-HOCOMOCOv13-PROX1.H13CORE.0.SM.B,0,241,0,0.00203029666983588,0.0587763016550551,PROX1
Hsapiens-SwissRegulon-GTF2I.SwissRegulon,63,1564,1.62000967597439,0.00205893238380865,0.0591114579988337,GTF2I
Hsapiens-HOCOMOCOv13-STAT2.H13CORE.0.P.B,36,2002,0.575916273350833,0.00206873336634124,0.0591114579988337,STAT2
Hsapiens-HOCOMOCOv13-ERG.H13CORE.0.P.B,24,1483,0.52935462724593,0.00207353086031523,0.0591114579988337,ERG
Hsapiens-HOCOMOCOv13-FLI1.H13CORE.0.PSM.A,24,1485,0.528478592506862,0.00206931120417442,0.0591114579988337,FLI1
Hsapiens-HOCOMOCOv13-ZN684.H13CORE.1.M.C,86,2307,1.5491339470123,0.00211450870219424,0.0594524166684054,ZN684
Hsapiens-HOCOMOCOv13-ZN770.H13CORE.1.P.B,130,3812,1.53712859791553,0.00211679932408027,0.0594524166684054,ZN770
Hsapiens-hPDI-ZNF304,109,3082,1.52626798457874,0.00209785538994577,0.0594524166684054,ZNF304
Hsapiens-jaspar2024-ETV4-MA0764.4,14,1033,0.451312394414583,0.00211733067797508,0.0594524166684054,ETV4
Hsapiens-HOCOMOCOv11-core-B-E2F7_HUMAN.H11MO.0.B,111,3144,1.53136106928616,0.00215366968715273,0.0600214884079989,E2F7
Hsapiens-HOCOMOCOv13-ERG.H13CORE.1.SM.B,14,1041,0.44732704516558,0.00214672294907359,0.0600214884079989,ERG
Hsapiens-jaspar2024-NFIC-MA1527.2,20,338,2.23209867670919,0.00217065735696688,0.0602700364281995,NFIC
Hsapiens-HOCOMOCOv11-core-A-VDR_HUMAN.H11MO.0.A,37,795,1.80210103587782,0.00222864415813174,0.0606042985165578,VDR
Hsapiens-jaspar2016-ELF1-MA0473.2,18,1214,0.490273538005076,0.0022313806523033,0.0606042985165578,ELF1
Hsapiens-jaspar2018-ELF1-MA0473.2,18,1214,0.490273538005076,0.0022313806523033,0.0606042985165578,ELF1
Hsapiens-jolma2013-ELF1,18,1214,0.490273538005076,0.0022313806523033,0.0606042985165578,ELF1
Hsapiens-jaspar2022-ELF2-MA1483.2,16,1122,0.47332379997036,0.00220292313874649,0.0606042985165578,ELF2
Hsapiens-jolma2013-ELK1-2,16,1122,0.47332379997036,0.00220292313874649,0.0606042985165578,ELK1
Hsapiens-HOCOMOCOv11-secondary-D-NFIB_HUMAN.H11MO.0.D,35,738,1.83111309757564,0.00229031813115767,0.0619796598609298,NFIB
Hsapiens-HOCOMOCOv13-ZN816.H13CORE.0.P.B,61,1506,1.62334274283153,0.00235318691208965,0.0632228526848833,ZN816
Hsapiens-HOCOMOCOv13-ZN124.H13CORE.0.P.C,83,2208,1.55518499226034,0.00234769814671891,0.0632228526848833,ZN124
Hsapiens-HOCOMOCOv11-core-C-OZF_HUMAN.H11MO.0.C,10,839,0.400328209947566,0.00236940451599202,0.0634304026162881,OZF
Hsapiens-HOCOMOCOv13-ZN460.H13CORE.0.S.C,40,885,1.75660085889174,0.00248065705973483,0.0647524575931856,ZN460
Hsapiens-HOCOMOCOv10-ZFX_HUMAN.H10MO.C,74,1916,1.57688540104564,0.00247455075635701,0.0647524575931856,ZFX
Hsapiens-SwissRegulon-STAT2.SwissRegulon,35,1939,0.581155416055985,0.00246340831361364,0.0647524575931856,STAT2
Hsapiens-HOCOMOCOv10-ELK4_HUMAN.H10MO.A,21,1341,0.515649055173657,0.002489247724038,0.0647524575931856,ELK4
Hsapiens-jaspar2016-FLI1-MA0475.2,15,1070,0.466579948411826,0.00248446930993912,0.0647524575931856,FLI1
Hsapiens-jaspar2018-FLI1-MA0475.2,15,1070,0.466579948411826,0.00248446930993912,0.0647524575931856,FLI1
Hsapiens-jaspar2022-FLI1-MA0475.2,15,1070,0.466579948411826,0.00248446930993912,0.0647524575931856,FLI1
Hsapiens-jolma2013-FLI1-3,15,1070,0.466579948411826,0.00248446930993912,0.0647524575931856,FLI1
Hsapiens-HOCOMOCOv13-ETS1.H13CORE.0.S.B,15,1075,0.464072978837427,0.00249681453833679,0.0647524575931856,ETS1
Hsapiens-jaspar2022-PAX2-MA0067.2,16,244,2.45537741860544,0.0025510540372778,0.0659301820222418,PAX2
Hsapiens-HOCOMOCOv13-GABPA.H13CORE.0.PSM.A,19,1262,0.49671995609729,0.00257034375000675,0.0661996464441395,GABPA
Hsapiens-jaspar2022-BACH2-MA1101.2,17,274,2.3254571803852,0.00263234422315156,0.0675635017275566,BACH2
Hsapiens-HOCOMOCOv13-KLF12.H13CORE.0.P.C,135,4019,1.52113718273591,0.00268458201011034,0.0686682980599799,KLF12
Hsapiens-SwissRegulon-TFAP2D.SwissRegulon,62,1554,1.59702288890432,0.00271706515745306,0.0692619783652455,TFAP2D
Hsapiens-jolma2013-HINFP1-3,31,639,1.85897240461392,0.00277455953883333,0.0700494092887377,HINFP1
Hsapiens-SwissRegulon-HINFP1.SwissRegulon,31,639,1.85897240461392,0.00277455953883333,0.0700494092887377,HINFP1
Hsapiens-jaspar2022-ZNF320-MA1976.1,75,1969,1.55202672627736,0.00277609119687593,0.0700494092887377,ZNF320
Hsapiens-jaspar2024-ELK1-MA0028.3,14,1012,0.462076613134514,0.00279222358298195,0.070219252327583,ELK1
Hsapiens-hPDI-CBFB,121,5130,0.660668605684197,0.00281247149389316,0.0704911059996242,CBFB
Hsapiens-HOCOMOCOv13-TF2LX.H13CORE.1.SM.B,4,512,0.266904872288582,0.00285255044743529,0.0712565193708835,TF2LX
Hsapiens-HOCOMOCOv10-SRBP2_HUMAN.H10MO.B,56,1368,1.6252276284931,0.00293024366394549,0.0722309898548146,SRBP2
Hsapiens-HOCOMOCOv11-core-B-SRBP2_HUMAN.H11MO.0.B,56,1368,1.6252276284931,0.00293024366394549,0.0722309898548146,SRBP2
Hsapiens-HOCOMOCOv13-ELK3.H13CORE.0.PSM.A,18,1206,0.494110674232462,0.00292619354268729,0.0722309898548146,ELK3
Hsapiens-HOCOMOCOv13-FEV.H13CORE.0.S.B,16,1116,0.476285863659726,0.0029164811046062,0.0722309898548146,FEV
Hsapiens-HOCOMOCOv11-core-A-KLF5_HUMAN.H11MO.0.A,115,3311,1.5086532879753,0.00294362073203453,0.0723220501564669,KLF5
Hsapiens-jaspar2024-SPDEF-MA0686.2,5,569,0.299283152284991,0.00296871886677708,0.0726995449703541,SPDEF
Hsapiens-HOCOMOCOv13-HAND2.H13CORE.1.P.B,47,1097,1.67984823621655,0.00306535086771974,0.0745768913061847,HAND2
Hsapiens-jaspar2022-PATZ1-MA1961.1,118,3415,1.50961562109977,0.00305714201821131,0.0745768913061847,PATZ1
Hsapiens-HOCOMOCOv13-ZN263.H13CORE.0.PM.A,64,1620,1.58489549340117,0.00310609745430013,0.0748148044843152,ZN263
Hsapiens-HOCOMOCOv11-core-A-SP4_HUMAN.H11MO.0.A,147,4465,1.53367991123946,0.00309289463470234,0.0748148044843152,SP4
Hsapiens-HOCOMOCOv13-ETV1.H13CORE.0.PSM.A,13,961,0.452979060477338,0.00311337058299356,0.0748148044843152,ETV1
Hsapiens-JASPAR_CORE-SOX9-MA0077.1,2,372,0.185430173421372,0.00311519670566636,0.0748148044843152,SOX9
Hsapiens-jaspar2016-ERG-MA0474.2,13,972,0.44714914570477,0.00317237292157957,0.0754600425199931,ERG
Hsapiens-jaspar2018-ERG-MA0474.2,13,972,0.44714914570477,0.00317237292157957,0.0754600425199931,ERG
Hsapiens-jolma2013-ERG,13,972,0.44714914570477,0.00317237292157957,0.0754600425199931,ERG
Hsapiens-jaspar2022-E2F6-MA0471.2,78,2071,1.5399075775933,0.00320942228405176,0.0760989683796274,E2F6
Hsapiens-HOCOMOCOv10-SP1_HUMAN.H10MO.C,143,4330,1.51699910936329,0.00323410508470166,0.0764415534102428,SP1
Hsapiens-jaspar2024-FEV-MA0156.4,15,1056,0.473725758380112,0.00325982705239058,0.0768064613700481,FEV
Hsapiens-HOCOMOCOv13-ZNF850.H13CORE.0.PSG.A,32,671,1.82906413210871,0.00331355456294998,0.0771946614673938,ZNF850
Hsapiens-HOCOMOCOv10-ETV6_HUMAN.H10MO.D,19,1244,0.505260540861575,0.00331764444116125,0.0771946614673938,ETV6
Hsapiens-jolma2013-ELF5,17,1142,0.495055430881929,0.00330943274152003,0.0771946614673938,ELF5
Hsapiens-SwissRegulon-ELF5.SwissRegulon,17,1142,0.495055430881929,0.00330943274152003,0.0771946614673938,ELF5
Hsapiens-jaspar2022-ZNF281-MA1630.2,108,3087,1.49504450987563,0.00335693956946312,0.077866402622112,ZNF281
Hsapiens-HOCOMOCOv13-ZN132.H13CORE.0.P.C,130,3864,1.49743446302381,0.00338645192794178,0.0783077691944185,ZN132
Hsapiens-jaspar2022-ZNF148-MA1653.1,110,3156,1.49457055558676,0.00346110100819929,0.079786924167409,ZNF148
Hsapiens-SwissRegulon-SP2.SwissRegulon,101,2841,1.50370213309245,0.00355314006976367,0.0816566251725073,SP2
Hsapiens-jolma2013-SOX9,3,434,0.237540135832889,0.00360837754793755,0.0826716929617961,SOX9
Hsapiens-HOCOMOCOv13-MAZ.H13CORE.1.P.B,150,4600,1.52120923557194,0.00370896467121738,0.0830513353522394,MAZ
Hsapiens-jaspar2016-SPI1-MA0080.4,20,1281,0.51618792045295,0.00372502307444105,0.0830513353522394,SPI1
Hsapiens-jaspar2018-SPI1-MA0080.4,20,1281,0.51618792045295,0.00372502307444105,0.0830513353522394,SPI1
Hsapiens-jolma2013-SPI1,20,1281,0.51618792045295,0.00372502307444105,0.0830513353522394,SPI1
Hsapiens-SwissRegulon-ETV3.SwissRegulon,14,1008,0.464177179557162,0.0037062665996457,0.0830513353522394,ETV3
Hsapiens-jaspar2016-ETV5-MA0765.1,14,1009,0.463650476629198,0.00371678455237716,0.0830513353522394,ETV5
Hsapiens-jaspar2018-ETV5-MA0765.1,14,1009,0.463650476629198,0.00371678455237716,0.0830513353522394,ETV5
Hsapiens-jolma2013-ETV5,14,1009,0.463650476629198,0.00371678455237716,0.0830513353522394,ETV5
Hsapiens-SwissRegulon-ETV5.SwissRegulon,14,1009,0.463650476629198,0.00371678455237716,0.0830513353522394,ETV5
Hsapiens-HOCOMOCOv13-ETV2.H13CORE.0.S.B,18,1179,0.507445458601492,0.00376379971904722,0.0834987551721401,ETV2
Hsapiens-jolma2013-ERG-3,16,1095,0.486908713009121,0.0037674495237664,0.0834987551721401,ERG
Hsapiens-jaspar2024-PAX2-MA0067.3,15,231,2.42381653181389,0.0038306376720325,0.0835336715372037,PAX2
Hsapiens-HOCOMOCOv13-ZN506.H13CORE.0.P.C,40,903,1.71721083611813,0.0037814185285848,0.0835336715372037,ZN506
Hsapiens-HOCOMOCOv13-SP3.H13CORE.1.S.B,95,2642,1.50536753745956,0.0038143909615926,0.0835336715372037,SP3
Hsapiens-HOCOMOCOv11-secondary-C-VEZF1_HUMAN.H11MO.1.C,104,2952,1.4947673165379,0.00383612924585096,0.0835336715372037,VEZF1
Hsapiens-HOCOMOCOv13-ZNF48.H13CORE.0.PSG.A,116,3377,1.48472800129483,0.00382687167990675,0.0835336715372037,ZNF48
Hsapiens-jaspar2022-NR4A2-MA0160.2,7,653,0.364302469055648,0.00379625398193462,0.0835336715372037,NR4A2
Hsapiens-HOCOMOCOv13-SPDEF.H13CORE.0.PSM.A,4,489,0.280321204985681,0.00386757161106149,0.0839735243110997,SPDEF
Hsapiens-jolma2013-SPDEF,5,545,0.313476675649103,0.00396476533455407,0.0855862204733652,SPDEF
Hsapiens-SwissRegulon-SPDEF.SwissRegulon,5,545,0.313476675649103,0.00396476533455407,0.0855862204733652,SPDEF
Hsapiens-HOCOMOCOv13-ZNF618.H13CORE.0.G.B,44,2266,0.621059636916562,0.0040371054158991,0.0867122660623759,ZNF618
Hsapiens-HOCOMOCOv13-ZFP37.H13CORE.0.P.C,32,1784,0.583012037501897,0.00404014842545278,0.0867122660623759,ZFP37
Hsapiens-HOCOMOCOv13-ZN557.H13CORE.0.P.C,72,1900,1.53060632593361,0.00413491768106186,0.0870697506990094,ZN557
Hsapiens-HOCOMOCOv11-core-A-KLF6_HUMAN.H11MO.0.A,137,4122,1.50024588637188,0.00413473342121355,0.0870697506990094,KLF6
Hsapiens-JASPAR_2014-ZNF263-MA0528.1,130,3875,1.48917409797705,0.00417196592320934,0.0870697506990094,ZNF263
Hsapiens-jaspar2016-ZNF263-MA0528.1,130,3875,1.48917409797705,0.00417196592320934,0.0870697506990094,ZNF263
Hsapiens-jaspar2018-ZNF263-MA0528.1,130,3875,1.48917409797705,0.00417196592320934,0.0870697506990094,ZNF263
Hsapiens-jaspar2016-ETV2-MA0762.1,10,796,0.424500790929498,0.00417337940155916,0.0870697506990094,ETV2
Hsapiens-jaspar2018-ETV2-MA0762.1,10,796,0.424500790929498,0.00417337940155916,0.0870697506990094,ETV2
Hsapiens-jaspar2022-ETV2-MA0762.1,10,796,0.424500790929498,0.00417337940155916,0.0870697506990094,ETV2
Hsapiens-jolma2013-ETV2,10,796,0.424500790929498,0.00417337940155916,0.0870697506990094,ETV2
Hsapiens-SwissRegulon-ETV2.SwissRegulon,10,796,0.424500790929498,0.00417337940155916,0.0870697506990094,ETV2
Hsapiens-HOCOMOCOv11-core-B-KLF3_HUMAN.H11MO.0.B,132,3957,1.48326641811487,0.00424152775101223,0.0876055082296537,KLF3
Hsapiens-jaspar2016-ETV4-MA0764.1,15,1032,0.486426770834855,0.00425709798858367,0.0876055082296537,ETV4
Hsapiens-jaspar2018-ETV4-MA0764.1,15,1032,0.486426770834855,0.00425709798858367,0.0876055082296537,ETV4
Hsapiens-jolma2013-ETV4,15,1032,0.486426770834855,0.00425709798858367,0.0876055082296537,ETV4
Hsapiens-jaspar2016-FEV-MA0156.2,15,1045,0.479474639695278,0.00429289275834158,0.0876055082296537,FEV
Hsapiens-jaspar2018-FEV-MA0156.2,15,1045,0.479474639695278,0.00429289275834158,0.0876055082296537,FEV
Hsapiens-jolma2013-FEV,15,1045,0.479474639695278,0.00429289275834158,0.0876055082296537,FEV
Hsapiens-SwissRegulon-FEV.SwissRegulon,15,1045,0.479474639695278,0.00429289275834158,0.0876055082296537,FEV
Hsapiens-jaspar2018-ZBTB7A-MA0750.2,24,1447,0.545537423388156,0.00438142872001739,0.0889263345375269,ZBTB7A
Hsapiens-jaspar2022-ZBTB7A-MA0750.2,24,1447,0.545537423388156,0.00438142872001739,0.0889263345375269,ZBTB7A
Hsapiens-HOCOMOCOv11-secondary-A-ZN263_HUMAN.H11MO.1.A,69,1807,1.53528981534929,0.00451710406180112,0.0914315724596005,ZN263
Hsapiens-HOCOMOCOv13-ZNF813.H13CORE.0.SG.A,100,2839,1.47823213582362,0.00453998456572191,0.0916463370848025,ZNF813
Hsapiens-jaspar2024-RBPJ-MA1116.2,72,3350,0.660427072270659,0.00457871510285953,0.0919312449012308,RBPJ
Hsapiens-jolma2013-SPIB,22,1343,0.541929872047751,0.00457526511127114,0.0919312449012308,SPIB
Hsapiens-jaspar2022-ELK3-MA0759.2,20,1262,0.525448919364601,0.00476659333684103,0.0954468783722939,ELK3
Hsapiens-HOCOMOCOv13-ZN880.H13CORE.0.P.C,94,2634,1.48460673914245,0.00479825843850398,0.0955685127391633,ZN880
Hsapiens-HOCOMOCOv13-ETV5.H13CORE.0.PS.A,14,978,0.480479102451959,0.0047950005629549,0.0955685127391633,ETV5
Hsapiens-jolma2013-ELF3,16,1074,0.497946973367318,0.00487526533420078,0.096355788306651,ELF3
Hsapiens-SwissRegulon-ELF3.SwissRegulon,16,1074,0.497946973367318,0.00487526533420078,0.096355788306651,ELF3
Hsapiens-HOCOMOCOv10-ELK1_HUMAN.H10MO.A,16,1075,0.497411562941391,0.00487648788056153,0.096355788306651,ELK1
Hsapiens-cisbp_1.02-M4525_1.02,42,970,1.68106992864053,0.00495141496197971,0.0973213640816485,TFAP2C
Hsapiens-HOCOMOCOv13-MAZ.H13CORE.0.P.B,121,3564,1.47726624855245,0.00494588099837651,0.0973213640816485,MAZ
Hsapiens-cisbp_1.02-M6161_1.02,32,681,1.79978692992128,0.00506013521478855,0.0981666231668978,BHLHE41
Hsapiens-HOCOMOCOv13-ZN223.H13CORE.0.P.C,76,2040,1.51027111879455,0.00504654729788792,0.0981666231668978,ZN223
Hsapiens-HOCOMOCOv13-KLF9.H13CORE.1.P.B,141,4290,1.48868447305591,0.00502067496031982,0.0981666231668978,KLF9
Hsapiens-HOCOMOCOv13-ZNF226.H13CORE.0.PSGI.A,3,415,0.249042254573778,0.00505589978979928,0.0981666231668978,ZNF226
Hsapiens-HOCOMOCOv13-ZBT7B.H13CORE.0.SM.B,1,286,0.121405865429361,0.00502764910213354,0.0981666231668978,ZBT7B
Hsapiens-HOCOMOCOv11-core-A-CTCFL_HUMAN.H11MO.0.A,58,1468,1.5636595060206,0.005085501854152,0.0982018572465219,CTCFL
Hsapiens-jaspar2018-ZNF384-MA1125.1,50,2493,0.637398140858528,0.0051013951816375,0.0982018572465219,ZNF384
Hsapiens-jaspar2022-ZNF384-MA1125.1,50,2493,0.637398140858528,0.0051013951816375,0.0982018572465219,ZNF384
Hsapiens-HOCOMOCOv10-TBX15_HUMAN.H10MO.D,127,3785,1.4741529081044,0.00513543974997638,0.098350255109163,TBX15
Hsapiens-HOCOMOCOv11-secondary-D-TBX15_HUMAN.H11MO.0.D,127,3785,1.4741529081044,0.00513543974997638,0.098350255109163,TBX15
Hsapiens-HOCOMOCOv13-ELF4.H13CORE.1.M.B,29,1635,0.581230955964819,0.00518644033416446,0.0988202113670263,ELF4
Hsapiens-HOCOMOCOv11-core-A-GABPA_HUMAN.H11MO.0.A,29,1641,0.578557003648767,0.00518190024546084,0.0988202113670263,GABPA
Hsapiens-cisbp_1.02-M6488_1.02,52,1273,1.60642993271674,0.00534528046494268,0.0995135021914603,SREBF2
Hsapiens-HOCOMOCOv11-core-C-ZN436_HUMAN.H11MO.0.C,51,1255,1.59306743909023,0.00524334997924453,0.0995135021914603,ZN436
Hsapiens-HOCOMOCOv13-ZN860.H13CORE.0.P.C,72,1907,1.52322725022928,0.00525903016131756,0.0995135021914603,ZN860
Hsapiens-HOCOMOCOv11-secondary-B-WT1_HUMAN.H11MO.1.B,90,2508,1.48183925443646,0.00538362489459075,0.0995135021914603,WT1
Hsapiens-jolma2013-FLI1,13,929,0.470725772569519,0.00536373321697709,0.0995135021914603,FLI1
Hsapiens-JASPAR_CORE-PBX1-MA0070.1,4,470,0.292394625222199,0.00536040286033092,0.0995135021914603,PBX1
Hsapiens-JASPAR_2014-PBX1-MA0070.1,4,470,0.292394625222199,0.00536040286033092,0.0995135021914603,PBX1
Hsapiens-jaspar2016-PBX1-MA0070.1,4,470,0.292394625222199,0.00536040286033092,0.0995135021914603,PBX1
Hsapiens-jaspar2018-PBX1-MA0070.1,4,470,0.292394625222199,0.00536040286033092,0.0995135021914603,PBX1
Hsapiens-jaspar2022-PBX1-MA0070.1,4,470,0.292394625222199,0.00536040286033092,0.0995135021914603,PBX1
Hsapiens-SwissRegulon-PBX1.SwissRegulon,4,470,0.292394625222199,0.00536040286033092,0.0995135021914603,PBX1
Hsapiens-HOCOMOCOv13-NR4A2.H13CORE.0.SM.B,4,474,0.289772419761555,0.0053729210816054,0.0995135021914603,NR4A2
Hsapiens-jolma2013-SOX9-6,4,476,0.288477842909276,0.00539603272024922,0.0995135021914603,SOX9
Hsapiens-HOCOMOCOv10-NRF1_HUMAN.H10MO.A,33,1800,0.597485650474938,0.00542244511390896,0.0997542920093252,NRF1
Hsapiens-jaspar2018-CTCFL-MA1102.1,52,1281,1.59448914893703,0.00548475635068828,0.100255637621853,CTCFL
Hsapiens-HOCOMOCOv13-ZNF800.H13CORE.0.PSG.A,90,2514,1.47667782406243,0.00546956898611348,0.100255637621853,ZNF800
Hsapiens-HOCOMOCOv10-ELF5_HUMAN.H10MO.D,15,1016,0.495227462375196,0.00553023466330212,0.100255637621853,ELF5
Hsapiens-jaspar2016-ETV1-MA0761.1,15,1016,0.495227462375196,0.00553023466330212,0.100255637621853,ETV1
Hsapiens-jaspar2018-ETV1-MA0761.1,15,1016,0.495227462375196,0.00553023466330212,0.100255637621853,ETV1
Hsapiens-jolma2013-ETV1,15,1016,0.495227462375196,0.00553023466330212,0.100255637621853,ETV1
Hsapiens-SwissRegulon-HOXA6.SwissRegulon,144,5840,0.669898710276027,0.0056783108788758,0.102442763174694,HOXA6
Hsapiens-SwissRegulon-HOXB6.SwissRegulon,144,5840,0.669898710276027,0.0056783108788758,0.102442763174694,HOXB6
