comparison,pathway,NES,size,pval,padj,leadingEdge
R3_GSE55235_OA_vs_Healthy,HALLMARK_INFLAMMATORY_RESPONSE,-1.68714344303725,194,3.30752859332447e-05,0.00013781369138852,NFKBIA;MYC;BTG2;CDKN1A;NAMPT;CXCL8;ADM;KLF6;GPR183;IL1R1;LDLR;ACVR1B;IL1B;PDE4B;GCH1;RGS16;IL15RA;GPC3;IL6;CD69;SLC7A1;RGS1;ICAM1;ATP2A2;RIPK2;EDN1;ITGA5;TNFSF9;RELA;RAF1;CCL20;SELE;LIF;IL10;IRF1;P2RY2;CX3CL1;PTGER2;EREG;TNFRSF1B;TPBG;LPAR1;CCL7;HIF1A;ATP2B1;IFITM1;AXL;SPHK1;CSF1;F3;ABCA1;BEST1;PDPN;CALCRL
R3_GSE55235_OA_vs_Healthy,HALLMARK_ALLOGRAFT_REJECTION,1.68937277158067,200,7.31225436163205e-05,0.000281240552370464,HLA-DMB;CSK;THY1;LY86;CD4;CD2;PTPN6;C2;TIMP1;MMP9;CD74;CAPG;PTPRC;HLA-DMA;GALNT1;GPR65;ITGB2;LTB;ST8SIA4;CCR5;CD3D;IL15;CD28;CCR1;CCR2;STAB1;ITGAL;PSMB10;TLR1;CD86;HLA-DRA;LCK;CD47;STAT1;TLR3;CTSS;SPI1;CCND2;MAP4K1;FYB1;MBL2;PRKCB;IRF8;IL18;MAP3K7;IL2RG;IFNGR2;CCL5;LY75;IL12B;HDAC9;PRF1;JAK2
R3_GSE55235_OA_vs_Healthy,HALLMARK_INTERFERON_ALPHA_RESPONSE,1.79350360709077,84,0.000261252216270044,0.000933043629535872,OAS1;CD74;LGALS3BP;SELL;IFI30;RTP4;DDX60;ISG15;IL15;IFI27;IFI44;PSMB9;UBA7;SAMD9;CD47;CASP1;CASP8;TRIM21;LPAR6;BST2;UBE2L6;NMI;CNP;TDRD7;IFIH1;USP18;EIF2AK2;PSME2;PARP12;PSMB8;IFIT3;LY6E;TMEM140
R3_GSE55235_OA_vs_Healthy,HALLMARK_ANDROGEN_RESPONSE,-1.68240866970042,99,0.00052251123691508,0.00174170412305027,ADAMTS1;ARID5B;UAP1;SAT1;ELL2;FKBP5;FADS1;DNAJB9;H1-0;NDRG1;SLC38A2;TSC22D1;INSIG1;ZBTB10;PA2G4;IDI1;UBE2J1;SRF;MYL12A;CCND3;DHCR24;INPP4B;ELOVL5
R3_GSE55235_OA_vs_Healthy,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1.55684167062703,197,0.00123680661409415,0.00386502066904421,MEST;MXRA5;NID2;DAB2;THY1;COL3A1;FUCA1;PCOLCE;LRRC15;FZD8;LGALS1;COL1A1;COL5A1;EFEMP2;MMP1;COL5A2;TIMP1;FAP;BGN;COL1A2;VEGFC;CAPG;EMP3;SPARC;HTRA1;DST;DPYSL3;CDH11;P3H1;IL15;ITGB5;VCAN;PTHLH;SCG2;CXCL12;TNC;COL16A1;VCAM1;CADM1;ECM2;COLGALT1;MMP3;SDC1;LOXL1;ITGAV;CXCL6;SGCB;GPX7;FBN2;FBN1;RGS4;PMEPA1;FBLN5;WNT5A;FSTL1;MATN2
R3_GSE55235_OA_vs_Healthy,HALLMARK_CHOLESTEROL_HOMEOSTASIS,-1.67388631483494,61,0.00215837851172366,0.00634817209330489,NFIL3;ATF3;PNRC1;LDLR;FASN;PDK3;TMEM97;ACAT2;JAG1;TRIB3;PLSCR1;IDI1;ATXN2;PPARG
R3_GSE55235_OA_vs_Healthy,HALLMARK_UV_RESPONSE_DN,-1.50584922540957,142,0.00285379086849413,0.00792719685692813,MYC;RND3;RBPMS;CCN1;MT1E;LDLR;MAGI2;MAP1B;TGFBR3;TGFBR2;PLPP3;DUSP1;SLC7A1;PIK3R3;NIPBL;YTHDC1;CITED2;PTEN;SNAI2;AMPH;INSIG1;IGF1R;SMAD7;BHLHE40;MRPS31;TJP1;TFPI;LAMC1;CDKN1B;PPARG;CDK13;FYN;INPP4B;LPAR1;IRS1;ATP2B1;DYRK1A;F3;PMP22
R3_GSE55235_OA_vs_Healthy,HALLMARK_IL6_JAK_STAT3_SIGNALING,-1.55790370158724,87,0.00533596756151207,0.014042019898716,PIM1;CXCL3;JUN;IL1R1;MAP3K8;SOCS3;ACVR1B;IL1B;IL15RA;IL6;SOCS1;IRF1;TNFRSF1B;PTPN11;IFNGR1;CCL7;CSF1;IL6ST;TNF;IL3RA;STAT3;IL1R2;IL18R1
R3_GSE55235_OA_vs_Healthy,HALLMARK_COAGULATION,1.5360549889177,136,0.00793316428313056,0.0196696940972324,PRSS23;OLR1;LTA4H;CFI;C2;LGMN;MMP1;TIMP1;MMP9;CTSO;SPARC;PLEK;HTRA1;C1QA;PROS1;MMP11;CLU;LAMP2;ADAM9;CTSB;MMP3;CPQ;ACOX2;MSRB2;CTSK;CTSH;FBN1;MBL2;RGN;CRIP2;CAPN2
R3_GSE55235_OA_vs_Healthy,HALLMARK_PEROXISOME,1.57949063016093,97,0.00826127152083759,0.0196696940972324,SLC23A2;CRABP2;IDH2;ATXN1;TOP2A;SEMA3C;CLN6;PEX2;MSH2;CLN8;TSPO;CADM1;FIS1;HMGCL;ABCD3;PEX11A;ABCC5;YWHAH;EHHADH;SCP2;HSD11B2;ITGB1BP1;ACAA1;PEX11B;RDH11;SERPINA6;ECH1;TTR;ALDH1A1;GNPAT;ACOT8;MVP;CEL;DIO1;ACOX1;IDE;RETSAT;CAT;ALDH9A1;CTBP1
R3_GSE55235_OA_vs_Healthy,HALLMARK_INTERFERON_GAMMA_RESPONSE,-1.3795093401965,178,0.0100631213362013,0.0228707303095485,NFKBIA;CDKN1A;MTHFD2;TNFAIP3;BTG1;NAMPT;PIM1;ARID5B;PTGS2;SERPING1;SOCS3;PELI1;ARL4A;PDE4B;GCH1;IL15RA;MT2A;IL6;CD69;SOCS1;NCOA3;ICAM1;RIPK2;SLC25A28
R3_GSE55235_OA_vs_Healthy,HALLMARK_ADIPOGENESIS,-1.36420495715573,177,0.0105958295184322,0.0230344119965917,BCL6;GADD45A;PLIN2;CYP4B1;GBE1;STOM;IDH3A;ARL4A;ACADL;SLC5A6;PFKFB3;C3;CCNG2;GPX3;DNAJB9;TOB1;RIOK3;SORBS1;SLC1A5;HSPB8;BAZ2A;LPCAT3;ACLY;BCL2L13;NMT1;MAP4K3;PPARG;GRPEL1;IFNGR1;DBT;IMMT;SLC25A1;ANGPTL4;MYLK;ABCA1;TANK;CS;ARAF;LEP;GPHN;CHUK;FZD4;VEGFB
R3_GSE55235_OA_vs_Healthy,HALLMARK_TGF_BETA_SIGNALING,-1.55217515753315,53,0.0115027183455964,0.0239639965533258,PPP1R15A;TGIF1;JUNB;ID2;BMP2;SMAD7;UBE2D3;TJP1;KLF10;TRIM33;FURIN;THBS1;ARID4B;SMAD1;SERPINE1;SMAD3;CDK9;SKIL;PPM1A
R3_GSE55235_OA_vs_Healthy,HALLMARK_OXIDATIVE_PHOSPHORYLATION,1.41710159629752,198,0.0133942255832328,0.0267884511664657,IDH2;MGST3;FDX1;NDUFS3;NDUFA3;NDUFC1;NQO2;ATP1B1;NDUFB2;UQCR10;NDUFB7;ATP5MF;ATP5F1E;ACO2;UQCRQ;ECHS1;NDUFA8;ATP6V0B;ETFB;MAOB;TIMM8B;NDUFA1;UQCR11;OGDH;MRPL35;ATP5F1A;GPI;ACAA1;SURF1;GPX4;NDUFB5;COX5B;ATP6V1F;SDHC;MDH1;NDUFA9;ATP6V1H;COX6C;SDHA;UQCRC1;SLC25A20;ECH1;NDUFS8;MRPS11;IDH3G;ETFA;COX4I1;NDUFA2;NDUFC2;ACADVL;SLC25A11;ATP5F1C;ATP5MG;SUCLG1;NDUFS6;COX6A1;BDH2;AIFM1;CYB5R3;COX8A;UQCRB;TCIRG1;MTX2;ATP5MC3;COX15;UQCRH;RETSAT;CPT1A;BAX;ISCU;NDUFB3;PMPCA;NDUFA5;MRPL11;COX7C;ATP5ME;MTRF1;GOT2;POLR2F;IDH1;ATP6V1C1;MRPL34;COX7B;MRPL15;ATP6AP1;NDUFB6
R3_GSE55235_OA_vs_Healthy,HALLMARK_MYOGENESIS,-1.34526310819102,198,0.0180689494124427,0.0347479796393128,GADD45B;CDKN1A;APOD;IFRD1;LAMA2;ABLIM1;LDB3;FOXO4;GPX3;FST;SORBS1;HSPB8;BHLHE40;STC2;TPM2;MYH11;LARGE1;BDKRB2;CASQ2;KLF5;NAV2;SLC6A8;MYL2;TAGLN;TCAP;ACSL1;DES;ACTC1;TEAD4;SVIL;LPIN1;SPHK1;ENO3;TNNC1;MYLK;GSN;PTP4A3;EIF4A2;SMTN;TNNT2;CRYAB;CNN3;ADAM12;CHRNA1;BIN1;SPDEF;CFD;MYH7;HRC
R3_GSE55235_OA_vs_Healthy,HALLMARK_APICAL_JUNCTION,1.37118094250432,182,0.024285343720158,0.0449728587410334,THY1;RAC2;EPB41L2;GAMT;MMP9;ARHGEF6;PTPRC;SDC3;CDH11;THBS3;SYK;VCAN;CD86;TSPAN4;COL16A1;VCAM1;ADAM9;ARPC2;MDK;LDLRAP1;RRAS;EVL;GNAI2;FSCN1;VAV2;TMEM8B;CLDN6;RASA1;FYB1;MPZL1;YWHAH;FBN1;KCNH2;CDH4;MYH10;PALS1;TNFRSF11B;LAMB3;CD99;HADH;NF2;VASP;LIMA1;FLNC;ITGB1;CAP1;MAPK13
R3_GSE55235_OA_vs_Healthy,HALLMARK_PROTEIN_SECRETION,1.40596878666831,96,0.0288299328736507,0.051482022988662,CLTC;DST;PAM;PPT1;MAPK1;CD63;TMED10;CLCN3;LAMP2;BET1;RAB22A;SGMS1;LMAN1;AP2S1;AP2M1;USO1;GALC;ADAM10;ARFIP1;YKT6;KIF1B;DOP1A;AP3B1;ATP6V1H;M6PR;GNAS;TMED2;ICA1;COG2;RER1;SCAMP3;SSPN;VPS45;SNX2;STX7
R3_GSE55235_OA_vs_Healthy,HALLMARK_COMPLEMENT,1.37233865542819,188,0.0355194441265003,0.0612404209077591,DOCK10;OLR1;CD55;LTA4H;ITGAM;C2;LGMN;LIPA;DOCK4;TIMP1;CTSO;TIMP2;PLEK;C1QA;FDX1;PSMB9;ATOX1;PIK3R5;CLU;SH2B3;GRB2;LCK;MMP13;LAMP2;ADAM9;CTSB;APOBEC3F;CPQ;CASP1;GMFB;VCPIP1;GNAI2;APOBEC3G;CTSS;PSEN1;CTSD;CTSH;ERAP2;RASGRP1;HPCAL4;CCL5;PLA2G4A;ME1;JAK2;MSRB1;CD46;CDH13;SPOCK2;CA2;RABIF;GZMA;KLKB1;FCN1;CASP3;GZMB;PRKCD;RNF4;FCER1G;LRP1
R3_GSE55235_OA_vs_Healthy,HALLMARK_PI3K_AKT_MTOR_SIGNALING,-1.26292726854543,102,0.0641770380411647,0.103715771513971,CDKN1A;DDIT3;MKNK2;PIK3R3;SLC2A1;PTEN;EGFR;RAF1;CDK2;PDK1;UBE2D3;TRIB3;MAP2K6;ECSIT;NOD1;CDKN1B;TBK1;PTPN11;MAPK8;PPP2R1B;DUSP3;GSK3B;ARHGDIA;PLCG1;RIPK1;SQSTM1;SLA;ADCY2;MAP2K3
R3_GSE55235_OA_vs_Healthy,HALLMARK_NOTCH_SIGNALING,1.47984966540561,29,0.0643037783386619,0.103715771513971,ARRB1;PRKCA;CCND1;ST3GAL6;FZD1;FZD7;PSEN2;LFNG;WNT5A;DTX4;PSENEN;APH1A;RBX1;NOTCH2
R3_GSE55235_OA_vs_Healthy,HALLMARK_GLYCOLYSIS,-1.19151800055179,190,0.0677000321321045,0.105781300206413,DDIT4;VEGFA;IRS2;GLRX;SAP30;MXI1;STC1;NASP;GPC3;DPYSL4;CTH;IER3;AK4;EGLN3;PDK3;CITED2;EGFR;HSPA5;ANG;LDHA;GNE;STC2;HK2;CYB5A;PGK1;ENO2;TPBG;GYS1;ZNF292;SOX9;TPI1;ANGPTL4;TXN
R3_GSE55235_OA_vs_Healthy,HALLMARK_ANGIOGENESIS,1.37735554472502,36,0.0798045602605863,0.120916000394828,OLR1;COL3A1;COL5A2;TIMP1;VCAN;LRPAP1;TNFRSF21;ITGAV;NRP1;VAV2;CCND2;CXCL6;FSTL1;SPP1
R3_GSE55235_OA_vs_Healthy,HALLMARK_KRAS_SIGNALING_UP,-1.2103138788228,198,0.0838482542532695,0.123306256254808,PPP1R15A;KLF4;TNFAIP3;APOD;PTGS2;SPRY2;GLRX;EMP1;HSD11B1;TRIB1;IL1B;RGS16;ID2;GPRC5B;PTBP2;BMP2;GADD45G;CCL20;F13A1;RBM4;YRDC;LIF;SERPINA3;TFPI;IL33;EREG;TNFRSF1B;SLPI;ALDH1A2;HOXD11;PLVAP;SOX9;ADAM17;ANGPTL4;DUSP6;RELN;ADGRL4;TNNT2;GFPT2;CDADC1;SCG3;H2BC3
R3_GSE55235_OA_vs_Healthy,HALLMARK_FATTY_ACID_METABOLISM,1.19379978273032,145,0.14002828854314,0.200040412204486,LTC4S;LGALS1;TDO2;CBR3;S100A10;HIBCH;CBR1;FMO1;ALDH3A2;GAD2;HMGCL;ACO2;XIST;ECHS1;GSTZ1;UROS;ERP29;ALAD;CRYZ;UBE2L6;YWHAH;EHHADH;NTHL1;ACAA1;UROD;EPHX1;ME1;RDH11;SDHC;MDH1;CA2;SDHA;HADH;ECH1;BPHL;IDH3G;ACADS;ACADVL;PSME1;GRHPR;HMGCS2;ALDH1A1;NCAPH2;SUCLG1;CA6;ACSM3;ACOT8;PCBD1;BLVRA;CEL;ACOX1;CPT2;RETSAT;NBN;ALDH9A1;CPT1A
R3_GSE55235_OA_vs_Healthy,HALLMARK_ESTROGEN_RESPONSE_LATE,-1.13199354701647,200,0.148698884758364,0.206526228831062,KLF4;DUSP2;ZFP36;BTG3;SIAH2;OLFM1;ASS1;FKBP5;AREG;ID2;NXT1;SLC7A5;CYP26B1;TOB1;AFF1;DCXR;TRIM29;PERP;FOS;HSPB8;DYNLT3;LARGE1;BATF;SERPINA3;TFAP2C;JAK1;KCNK5;TPBG;RBBP8;CA12;UGDH;ELOVL5;FOXC1;TNNC1;CISH;LTF;PLXNB1;IL6ST;SERPINA1;LSR;HPRT1;XBP1;TSPAN13;CHPT1;PPIF;LLGL2;ISG20;BAG1;DHCR7;CXCL14;HR;EGR3
R3_GSE55235_OA_vs_Healthy,HALLMARK_MITOTIC_SPINDLE,1.11942172479154,179,0.210599721059972,0.284594217648611,MARCKS;EPB41L2;DOCK4;SMC4;TOP2A;FLNB;KIF4A;DST;DOCK2;CDC42BPA;SPTAN1;NDC80;CEP57;KIF11;PAFAH1B1;TPX2;CCDC88A;CAPZB;NUSAP1;CDK1;FSCN1;ARHGAP4;RASA1;DLGAP5;ABR;ESPL1;TIAM1;KIF22;MYH10;RFC1;KIF1B;ECT2;FARP1;CSNK1D;CENPF;RACGAP1;BUB1;AURKA
R3_GSE55235_OA_vs_Healthy,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-1.1587560102503,44,0.232323232323232,0.3056884635832,GLRX;JUNB;GPX3;OXSR1;CDKN2D;PDLIM1;NDUFS2;SCAF4;SBNO2;TXN
R3_GSE55235_OA_vs_Healthy,HALLMARK_E2F_TARGETS,-1.08835957789115,189,0.254681647940075,0.320631970260223,MYC;CDKN1A;MTHFD2;HMGB2;NAP1L1;NUP153;TFRC;WEE1;NASP;NOLC1;SSRP1;EXOSC8;NOP56;PA2G4;CDKN1B;DEK;CTPS1;HNRNPD;TRA2B;ANP32E;SYNCRIP;DDX39A;SMC3;ORC2;DONSON;RAD21;PAICS;RFC3;ING3;RAN;UBE2S;SNRPB;TP53
R3_GSE55235_OA_vs_Healthy,HALLMARK_G2M_CHECKPOINT,-1.08333690759325,200,0.256505576208178,0.320631970260223,MYC;SAP30;SLC38A1;NASP;NUP98;MT2A;SLC7A1;NOLC1;ODC1;SLC7A5;YTHDC1;UCK2;HNRNPU;DKC1;TOP1;SFPQ;CDC7;SNRPD1;CDKN1B;ABL1;HNRNPD;TRA2B;SYNCRIP;AMD1;DDX39A;HIF1A;WRN;NCL;RAD21;RPS6KA5;PRMT5;FBXO5;MNAT1;H2BC12;UBE2S;ODF2;CCNT1;ARID4A;E2F3;H2AZ1;SMAD3;SRSF10;DBF4;ILF3;CKS1B;BCL3;MAP3K20
R3_GSE55235_OA_vs_Healthy,HALLMARK_WNT_BETA_CATENIN_SIGNALING,1.12958004579816,37,0.274111675126904,0.334282530642565,WNT5B;FZD8;SKP2;FZD1;PSEN2;CCND2;LEF1
R3_GSE55235_OA_vs_Healthy,HALLMARK_XENOBIOTIC_METABOLISM,-1.06081333291772,188,0.319702602230483,0.380598335988671,GABARAPL1;IL1R1;HSD11B1;ETS2;ADH5;MAOA;AOX1;GCH1;MT2A;FBLN1;ID2;ATP2A2;CDO1;DCXR;TMEM97;SLC1A5;MAN1A1;ADH1C;CYB5A;AKR1C2;CCL25;CDA;PDK4;KARS1;NMT1
R3_GSE55235_OA_vs_Healthy,HALLMARK_BILE_ACID_METABOLISM,1.04922293231424,101,0.368731563421829,0.428757631885848,SLC23A2;IDH2;ATXN1;FDXR;LCK;SLC67A1;ABCA3;ABCD3;ABCA2;PEX11A;CROT;SCP2;CYP46A1;DIO2;SERPINA6;CYP27A1;TTR;PIPOX;BCAR3;ALDH1A1;GNPAT;AQP9;SLC27A5;DIO1;RETSAT;CAT;ALDH9A1;CYP7A1;HSD17B6;CYP39A1;GNMT;KLF1;IDH1;LIPE;PEX1;GSTK1;MLYCD;NR0B2;BMP6;PECR;EFHC1;SLC29A1;HSD17B4;SOAT2
R3_GSE55235_OA_vs_Healthy,HALLMARK_HEDGEHOG_SIGNALING,0.998479894010137,36,0.447882736156352,0.508957654723127,THY1;CELSR1;RTN1;SCG2;NRP1;RASA1;NRP2;SHH;AMOT
R3_GSE55235_OA_vs_Healthy,HALLMARK_APICAL_SURFACE,0.90792192227785,34,0.589285714285714,0.654761904761905,THY1;CRYBG1;TMEM8B;ADAM10;IL2RG;NTNG1
R3_GSE55235_OA_vs_Healthy,HALLMARK_HEME_METABOLISM,0.925403317123484,199,0.654843110504775,0.711785989679103,UCP2;MGST3;MARCHF2;BMP2K;NCOA4;ANK1;CLCN3;LAMP2;CTSB;LMO2;PPOX;FECH;HBBP1;AGPAT4;UROS;ALAD;CROCCP2;IGSF3;ACP5;SLC30A1;DCUN1D1;ERMAP;GDE1;ARL2BP;P4HA2;MPP1;RHCE;UROD;MYL4;UBAC1;HEBP1;RHD;FBXO9;GYPB;CA2;FN3K;ABCB6;EPB41;BSG;MINPP1;ADD1;XPO7;LPIN2;SIDT2;TMEM9B;KAT2B;HBB;OSBP2;KLF3;PRDX2;SLC6A9;SELENBP1;BLVRA;SPTA1;DCAF11;PDZK1IP1;CAT;MARCHF8;NFE2L1;SNCA;KHNYN;DAAM1;GYPA;E2F2;SYNJ1;CPOX;BPGM;NFE2;AHSP;KLF1;ATP6V0A1;NEK7;NR3C1;MBOAT2
R3_GSE55235_OA_vs_Healthy,HALLMARK_PANCREAS_BETA_CELLS,-0.803385579959388,40,0.798994974874372,0.849994654121672,PAX4;NEUROG3;FOXO1;DPP4;STXBP1
R3_GSE55235_OA_vs_Healthy,HALLMARK_DNA_REPAIR,-0.813868266241988,137,0.900990099009901,0.938531353135314,EIF1B;PDE4B;REV3L;POLR1D;RNMT;SSRP1;POLR2A;POLR2D;TAF1C;CDA;PNP;IMPDH2;ELL;ADA;GTF2B;BCAM;RFC3;HPRT1;TP53;SMAD5
R3_GSE55235_OA_vs_Healthy,HALLMARK_KRAS_SIGNALING_DN,0.708773639987469,194,0.989026063100137,1,COPZ2;GAMT;RYR2;CDKAL1;NUDT11;MAST3;SLC29A3;FGGY;ZNF112;CALCB;PTPRJ;LFNG;PDK2;HSD11B2;CAPN9;CHST2;KCNN1;RIBC2;IL12B;IGFBP2;KCND1;CCDC106;STAG3;GPRC5C;UPK3B;VPREB1;IFI44L;PCDHB1;MFSD6;EGF;SIDT1;TGFB2;MX1;IDUA;RSAD2;LYPD3;OXT;SPRR3;CELSR2;THNSL2;KCNMB1;THRB;SERPINB2;CYP39A1;SLC25A23;FGF16;TLX1;MAGIX;EDAR;CCNA1
R3_GSE55235_OA_vs_Healthy,HALLMARK_SPERMATOGENESIS,0.495166625166851,123,1,1,CDK1;STAM2;ADCYAP1;TKTL1;BUB1;TSSK2;AURKA;SCG5;PEBP1;NF2;ZPBP;CHFR;RAD17;IFT88;CLGN;TSN;TALDO1;PHKG2;IDE;PAPOLB;ADAM2;TNP2;RPL39L;DDX4;EZH2;TOPBP1;CCNA1;CDKN3;SNAP91
R4_GSE82107_OA_vs_Healthy,HALLMARK_TNFA_SIGNALING_VIA_NFKB,3.04123642408901,199,1.30540551682871e-25,6.52702758414354e-24,CCN1;IER2;FOS;EGR2;FOSB;CDKN1A;RELA;DUSP1;TNFAIP2;SLC2A3;SOCS3;IL18;LITAF;NFKBIE;IER3;GEM;YRDC;PTGS2;EGR1;DUSP5;SGK1;ID2;JUNB;MARCKS;GCH1;B4GALT1;INHBA;PLAU;CCND1;FUT4;KLF2;SDC4;CXCL2;EGR3;TNFAIP6;NR4A2;ZFP36;CSF1;TNFAIP8;NFAT5;CCL4;TRAF1;MXD1;NINJ1;SLC16A6;TUBB2A;PHLDA2;IRF1;KLF6;CCRL2;PTPRE;DUSP2;CXCL10;PDE4B;PTX3;GADD45B;CEBPB;TNFAIP3;CCL5;PHLDA1;BTG3;NFIL3;CD69;BHLHE40;NAMPT;MYC;SERPINB8;RCAN1;TLR2;GFPT2;PLAUR;TGIF1;CXCL6;IFIT2;PLPP3;FJX1;ATF3;CD44;BIRC3;CEBPD;NR4A1;JUN;TNIP2;GADD45A;KLF4;DRAM1;IL7R;SPHK1;IL6;TAP1;MAP3K8;PTGER4;BTG2;RHOB;MCL1;BCL3;EHD1;NFE2L2;LIF;CXCL3;EFNA1;BTG1
R4_GSE82107_OA_vs_Healthy,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,3.00106107671281,200,3.87587180151557e-24,9.68967950378892e-23,CCN1;EDIL3;COL6A2;BGN;PDLIM4;RGS4;QSOX1;DPYSL3;ECM1;LRRC15;PCOLCE;EFEMP2;MMP2;TIMP1;GEM;FAS;SDC1;ID2;THBS2;FZD8;INHBA;SDC4;BASP1;SPP1;SPOCK1;COL8A2;VEGFC;BMP1;GJA1;TNFRSF12A;COL5A1;ANPEP;SNAI2;THY1;COL5A2;NNMT;MAGEE1;PLOD2;MMP1;FMOD;PTX3;GADD45B;TNFAIP3;MMP3;COLGALT1;CDH11;ITGAV;LRP1;NID2;COL6A3;COL12A1;CXCL8;PLOD3;TGM2;ITGA5;FAP;ITGB5;FLNA;LAMC2;MXRA5;GREM1;CRLF1;IGFBP2;IGFBP4;WIPF1;NT5E;PLAUR;CADM1;VCAN;MATN2;POSTN;LOX;COL4A2;CXCL6;CAPG;SGCB;SERPINE2;CD44;MSX1;JUN;GADD45A;PTHLH;PLOD1;SFRP1;IL6;COMP;ENO2;CALU;SERPINH1;ADAM12;RHOB;MGP;FBLN1;COL11A1;PDGFRB;COL16A1;HTRA1;PRRX1;CXCL1;TNC;TGFBI;LAMA1;P3H1;SCG2;GAS1;CTHRC1;VCAM1;SPARC;IGFBP3;FUCA1;CCN2;PPIB;DAB2;TPM4;SFRP4;PMEPA1;PMP22;MATN3
R4_GSE82107_OA_vs_Healthy,HALLMARK_APOPTOSIS,2.63410802326476,161,1.1017314163632e-15,1.836219027272e-14,CDKN1A;RELA;SPTAN1;BGN;SMAD7;IL18;IER3;PSEN1;MMP2;TIMP1;BCL10;FAS;TSPO;GCH1;CASP8;TNFSF10;CCND1;CCND2;EGR3;CASP2;TNFRSF12A;IRF1;SLC20A1;BCL2L11;BCL2L1;PLCB2;CLU;GSR;LMNA;GADD45B;IFNGR1;HMGB2;GNA15;APP;BTG3;CD69;ROCK1;DNAJC3;H1-0;IFITM3;HGF;BRCA1;DNAJA1;PDCD4;ATF3;CD44;EREG;BIRC3;LGALS3;JUN;GADD45A;PPT1;ISG20;GPX1;IL6;TAP1;RHOT2;ENO2;XIAP;DNM1L;DAP;BTG2;RHOB;LEF1;MCL1;ANKH;DDIT3;PDGFRB;DPYD;RARA;CASP6;ADD1;CD14;NEFH;CDC25B;EMP1;BCAP31
R4_GSE82107_OA_vs_Healthy,HALLMARK_INTERFERON_GAMMA_RESPONSE,2.36458975811443,198,3.45316604835231e-13,4.04123833567451e-12,CDKN1A;C1R;TNFAIP2;LY6E;SOCS3;MVP;STAT2;PTGS2;FAS;OGFR;GCH1;HLA-A;CASP8;SRI;TNFSF10;HIF1A;UPP1;TRIM26;TNFAIP6;TOR1B;HLA-B;IRF1;IFITM2;SERPING1;CSF2RB;HELZ2;CXCL10;PNP;TAPBP;CIITA;ADAR;CD74;MYD88;ST8SIA4;PDE4B;TNFAIP3;IL10RA;CCL5;SECTM1;EIF2AK2;CD69;PSMB8;TRAFD1;ZNFX1;FPR1;NAMPT;PSMB9;GPR18;IFIT3;IFITM3;MT2A;HLA-G;SLC25A28;IL4R;LATS2;ITGB7;IFNAR2;IFIT2;HLA-DMA;RNF31;EPSTI1;ISG15;TRIM14;CFH;ISG20;IL6;LYSMD2;TAP1;LCP2;TMT1B;LGALS3BP;STAT1;PARP12;CFB;SAMHD1;BTG1;SELP;SSPN;C1S;IFI44L;PTPN1;BANK1;IFI30;PELI1;RTP4;VCAM1;NCOA3;IFI44
R4_GSE82107_OA_vs_Healthy,HALLMARK_HYPOXIA,2.37921960336885,199,4.04123833567451e-13,4.04123833567451e-12,CCN1;FOS;CDKN1A;SAP30;DUSP1;BGN;SLC2A3;TES;IER3;TPST2;CXCR4;CCN5;LXN;KDELR3;TMEM45A;NDST1;IDS;ERO1A;SDC4;SLC2A1;NDST2;PRKCA;SLC6A6;TPBG;ZFP36;P4HA2;COL5A1;CA12;KLF6;HAS1;NAGK;HDLBP;ETS1;SDC3;TNFAIP3;CHST3;MIF;WSB1;NFIL3;JMJD6;FBP1;BHLHE40;PRDX5;TGM2;CDKN1C;MT2A;ATP7A;MT1E;PDK3;ENO1;PLAUR;LOX;CAVIN3;ANGPTL4;B3GALT6;ADORA2B;HEXA;ATF3;STC2;JUN;CITED2;ISG20;MYH9;IL6;SRPX;ENO2;CCNG2;PGM2;GAA;DDIT3;ALDOC;EFNA1;SLC37A4;EXT1;TGFB3;BTG1;AK4;CP;TGFBI;CASP6;NDRG1;FAM162A;KLF7;IGFBP3;F3;HK1;CCN2;ACKR3;P4HA1
R4_GSE82107_OA_vs_Healthy,HALLMARK_INFLAMMATORY_RESPONSE,2.23716358925802,200,1.03223055982843e-10,8.60192133190356e-10,CDKN1A;RELA;LY6E;IL18;PSEN1;TIMP1;SLC31A1;RGS1;SELE;GCH1;RGS16;RHOG;INHBA;SRI;TNFSF10;MARCO;TNFSF15;HIF1A;TNFAIP6;TPBG;LAMP3;CSF1;OSMR;C5AR1;SEMA4D;MXD1;ITGB8;IRF1;SELL;KLF6;CCRL2;AQP9;PTPRE;CXCL10;TAPBP;ACVR1B;PDE4B;IL10RA;GNA15;SGMS2;CCL5;AHR;EIF2AK2;CLEC5A;GNAI3;CD69;CXCL8;HRH1;FPR1;NAMPT;ITGA5;IL1R1;MYC;TLR2;LYN;IL4R;PLAUR;TNFRSF1B;IFNAR1;CXCL6;ADORA2B;EREG;SLC31A2;IL7R;SPHK1;IFITM1;TLR1;IL6;TLR3;LCP2;PTGER4;IL10;BTG2;PROK2;SCARF1;LIF;PIK3R5;PTGER2;TACR1;P2RX7;LPAR1;CD82;ABI1;RTP4;CD14;PTAFR;ACVR2A;BDKRB1;P2RX4;MSR1;F3;GABBR1
