tf,rho,p,fdr
ZNF599,-0.0704829925397534,0.00697804324704922,0.0196139593971113
ZNF696,-0.070423878992175,0.00702573532984738,0.019699610826827
ZFHX2,-0.0703145774597987,0.00711468926305771,0.0199002555426357
EBF4,0.0699550865188997,0.00741442537223159,0.0206880551849584
SPZ1,0.0698840559652899,0.00747497074853883,0.0207712953486932
ZNF786,-0.0698775114700611,0.00748057140180208,0.0207712953486932
RFX1,0.0696360773536519,0.007689831556698,0.0213006472175848
FOXN1,0.0694458704688441,0.00785836576991868,0.0217149044463453
NFX1,0.0692235725718209,0.00805951772267882,0.0222170801801074
ZHX3,0.0691857508901594,0.00809419636136796,0.0222590399937619
ZNF444,-0.0690242942008374,0.00824374113658361,0.0225662502591692
ZNF808,-0.0690225600415749,0.0082453606716195,0.0225662502591692
SOX12,-0.0686946627559901,0.00855674390610929,0.0233625657006898
ZFY,0.0685579991022983,0.00868959617931152,0.0236688048312676
ZNF383,-0.0684982814242854,0.00874822434182235,0.0237718970238593
KLF1,0.0684721643215781,0.00877397574830238,0.0237853750143553
HOXB8,0.0683948339331862,0.00885062056153691,0.0239081789595617
ZBTB32,-0.0683843340278912,0.0088610733206767,0.0239081789595617
MEF2A,0.068142713638384,0.00910467213761708,0.0245076351186681
NR6A1,0.0680004535640706,0.00925087425757621,0.0247880343936055
PRDM14,0.0679991948163783,0.0092521771731377,0.0247880343936055
FOXP4,0.0678544173860678,0.00940313055859929,0.0250419769680022
NME2,0.0678511138499509,0.00940660048145862,0.0250419769680022
ZNF426,-0.067825682134364,0.0094333513232288,0.0250419769680022
ETV2,-0.0678245715623922,0.00943452104301483,0.0250419769680022
ZNF790,-0.0676544972295223,0.00961518600359243,0.0254224840337497
ZNF518A,-0.0676478387998274,0.00962232131696995,0.0254224840337497
ZNF112,-0.067318525991242,0.00998115736800569,0.0263097788686602
ZBTB7B,-0.0672906642854078,0.0100120564256037,0.0263305575882544
TBX2,0.0672070402495702,0.0101053084528104,0.0264813891802104
DUXA,0.0671977592642389,0.0101157054823006,0.0264813891802104
ZNF526,-0.0671749352507237,0.0101413145815829,0.0264878170806641
GATA5,-0.0670103491317203,0.0103276977241414,0.0269131804018628
TP73,0.066845178073827,0.0105177987814158,0.0273462768316811
ZNF692,-0.0668120152629529,0.0105563397090275,0.0273842463200169
MLXIP,0.0666680553361028,0.0107251046908751,0.0277590944940297
ZNF653,-0.0666221524153315,0.0107794185526073,0.0278366926053786
PAX5,0.0664484830369198,0.0109871268393716,0.0283091736582007
SMAD9,0.0663996073197363,0.0110462191458944,0.0283974712424791
IRF6,0.0662172047982946,0.0112692478750741,0.0288953903215431
NKX6-1,0.0662000569000292,0.0112904191203932,0.0288953903215431
EGR4,0.0659667081075207,0.0115820442649387,0.0295408289618272
FOXH1,0.0659570484714468,0.0115942589194584,0.0295408289618272
ZNF275,0.0658987149010081,0.0116682649626665,0.0296633224828677
FEZF1,0.0657968843734099,0.0117984580189609,0.0299277959505349
PKNOX2,0.0657487733050187,0.0118604157778962,0.0300183974555602
ESRRB,-0.0656157690085926,0.0120332019496356,0.0303884835107794
ZNF805,0.0654459922122326,0.0122569957948238,0.0308854695799084
IKZF5,0.06535133039004,0.0123833686555501,0.0311353269053832
ZNF628,-0.065285161072693,0.0124723874758242,0.0312549560890313
GRHL2,0.0652753830150021,0.0124855899761253,0.0312549560890313
BHLHE23,-0.0652144379607852,0.0125681580432885,0.0313929537151136
ZNF556,-0.0651594355585425,0.0126430892539443,0.0315113161361923
ZNF2,-0.0650571076893203,0.0127835449675662,0.0317921205280341
ZNF671,0.0650057780154641,0.0128545184713117,0.0318417966036567
ZNF714,-0.0650024103514083,0.0128591870899383,0.0318417966036567
HOXA2,0.0649404527590567,0.0129453472161177,0.0319859119119626
FOXN3,0.0649135225759174,0.0129829559514068,0.0320097017422616
IRF5,-0.0648429013921243,0.0130820393159832,0.0321846300591072
RBPJL,-0.0647954518847024,0.013148986881334,0.0322799162923735
ZNF736,-0.064598065052042,0.013430743444942,0.0329010074968173
ZSCAN4,0.0644887490627999,0.013589067018432,0.0332177193783894
ZNF436,0.0644568576537462,0.0136355649965813,0.0332603120598913
YY2,0.0644144769336253,0.0136975737247743,0.0333404773215782
SATB1,0.0642903249685982,0.0138806591892189,0.0337143824043874
THAP5,-0.0640002863542386,0.0143168102215103,0.0347000654521351
ZEB2,0.0639548010918977,0.0143862939834037,0.0347947575412554
ZNF678,-0.0638488501505362,0.014549299022456,0.0351147638854212
HOXB4,0.0637742449041512,0.0146650527859734,0.0353196218676917
TCF21,0.063607509399726,0.014926686965886,0.0358097116717524
ZNF837,-0.0636046892928328,0.0149311472617359,0.0358097116717524
SOX17,0.0635753232253647,0.0149776625373991,0.0358461212192146
ZNF766,0.0635018170595614,0.0150946544038934,0.036050698618067
ZNF501,-0.0632439460173274,0.0155114622372126,0.0369689849986901
ZSCAN2,-0.0631926730395222,0.0155955324391663,0.0370920771526117
THRB,0.0631533950159035,0.0156602056647491,0.0371686209138444
DLX3,0.0628137247116369,0.016229393328862,0.0384398053172218
POU5F1B,-0.0626668777965659,0.0164810365396725,0.0389551772755895
ZNF268,-0.0626091388936401,0.016580914284775,0.0390819757675486
RARA,0.062596408305759,0.0166030071879621,0.0390819757675486
ZFP41,-0.062406974039433,0.0169348193269139,0.0397622645712171
ZNF74,-0.0623918692041617,0.0169615254464633,0.0397622645712171
FEZF2,0.0618546036807175,0.017935763314678,0.041893748171164
TBX6,-0.0618501711354672,0.0179440005278587,0.041893748171164
ATF3,0.0615976832828266,0.0184187095152598,0.0429144677911553
SNAI3,-0.0615467995102576,0.0185156958932573,0.0430527563046471
NR4A1,0.0614685762408712,0.0186656631064011,0.0433134251393973
NEUROD1,0.0613932377066312,0.0188111022868171,0.0434673232107927
ZNF189,0.0613842602933616,0.0188284988142208,0.0434673232107927
ELF4,0.0613752504579032,0.0188459723011828,0.0434673232107927
ARID2,0.061054851870376,0.0194766263476174,0.0448315101442138
SIX1,0.060965002644338,0.0196567546450093,0.0450596958449555
DMRTA1,-0.060945267991972,0.0196965124808853,0.0450596958449555
HMGA2,0.060929548237018,0.0197282320017667,0.0450596958449555
ZNF552,-0.0609270332758063,0.0197333108551772,0.0450596958449555
GTF3A,-0.0608259281597975,0.0199384350461337,0.045437389826249
ZNF420,-0.0607997598138623,0.019991827897702,0.0454684912822486
TFEB,-0.0606919558032541,0.0202131038135397,0.0458805372275583
HMG20B,-0.0605915447526474,0.0204211222631442,0.0462609185525485
MYCL,0.0604431469836914,0.0207319682555723,0.0468722760560765
TBX18,0.0603441823613425,0.0209415507083164,0.0472527298033807
ZNF860,-0.0601680507483717,0.0213191186737077,0.0480099837848852
ZNF846,-0.0600338936971145,0.0216106674686625,0.0485709304207268
DMRTB1,-0.0599341540809889,0.0218296618563055,0.0489669277717911
ZNF251,-0.0596100042639447,0.0225547612790926,0.0504944166404735
GMEB1,0.0595593315570196,0.0226699822233433,0.0506097169912218
SOX6,0.0595484717283596,0.0226947419724622,0.0506097169912218
ZNF100,-0.0593293539796048,0.0231993561717569,0.0516343647091242
CXXC1,-0.0592673670764193,0.0233438624154829,0.0518551040841017
HOXD9,0.0590698313782796,0.0238095845324415,0.0527780160801357
NR4A2,0.0590521742388091,0.0238516034208305,0.0527780160801357
ZNF681,-0.0588622165379055,0.024307727090922,0.0536245472793834
ZFP30,-0.0588538787171009,0.0243279196136364,0.0536245472793834
JUN,0.0587857545974211,0.0244934473189698,0.0538855841017336
ZIC2,-0.0586273992182489,0.0248819899978006,0.0546353100911399
PRDM4,0.0585824727537292,0.0249931885021059,0.054774344150209
NOBOX,0.0584468803201107,0.0253314066087707,0.055409424780944
ZSCAN21,-0.05841419582073,0.0254135233283339,0.0554829593275077
ZBTB17,0.0583133535043536,0.0256683319360385,0.0559325175901486
DMBX1,-0.0581826421158664,0.0260018968041189,0.0565516538857643
TET1,-0.0580545784063978,0.0263323290997841,0.0571616403987724
FIGLA,-0.0579747776837594,0.0265400603037127,0.0575034639913776
ZNF701,-0.0578429471801518,0.0268863296022873,0.0581435936956837
ELF2,-0.0576260415130624,0.0274645405498736,0.0591434927063555
ZNF85,-0.0576192133729135,0.0274829151496359,0.0591434927063555
ZNF3,-0.0576114601267665,0.0275037920627457,0.0591434927063555
PHOX2A,-0.0574426024127435,0.0279618714513147,0.0600157240906268
ZNF554,0.0573924203341214,0.0280992661997384,0.0601976788998141
ZNF317,0.0572507279709032,0.0284903511162214,0.0609214236952473
KDM2A,0.0571155851929506,0.0288677135203997,0.0615453984474786
MZF1,-0.057107738897187,0.0288897543411678,0.0615453984474786
ZGLP1,-0.0570357543603402,0.0290926405292328,0.0618624177796325
ZNF35,0.0568570684014288,0.0296015630913047,0.0628278073774631
SOX15,0.0567301889449817,0.0299675606262285,0.0634868321414916
E2F1,0.0566684003594672,0.0301471989986034,0.0637493450173795
ZNF248,-0.0565753184338788,0.0304195617096478,0.0642066025753452
ZNF256,0.0564452458291856,0.030803696547627,0.0648976590248348
HEY1,0.0560333124545257,0.0320478029846948,0.0673946445119318
ZNF7,-0.0558956023718187,0.0324731944320378,0.068163916385782
ARNT2,0.0557121921851107,0.0330472514428728,0.069133245814263
ZNF140,-0.0557094676644012,0.0330558439339177,0.069133245814263
STAT3,0.0554800005503114,0.0337864172894588,0.0705322287940527
ZFP37,-0.05538936395914,0.0340787612069212,0.0710129377426556
ZNF84,-0.0552764091361398,0.0344461124144805,0.0716479138221195
ZIC3,0.0551635071625409,0.0348166637564507,0.0722098387602685
ZNF585A,-0.0551556705895167,0.0348425096115981,0.0722098387602685
ZNF689,-0.0551110784455674,0.0349898910113076,0.0723841506635368
ESR1,0.0550069974965236,0.0353359588290444,0.0729681171487848
UNCX,0.0548458921116397,0.0358773844917532,0.0739526628082265
TFAP4,0.0548261775054113,0.0359441220351462,0.0739569705183584
DMTF1,-0.054751372120512,0.0361983146359605,0.0743462691984538
ZNF813,-0.0544449090834995,0.0372557332031328,0.0763809297211181
ZNF33A,-0.0543802562949035,0.0374821351360327,0.0767076253946716
ZNF829,-0.0541506947150964,0.0382954896331897,0.0782322145363733
GFI1,0.0538365794092567,0.0394326746168159,0.0804117286303696
NFE2L3,-0.0536551134005008,0.0401025901555294,0.0816126791320258
NEUROD6,-0.0536216685879812,0.0402271045786726,0.0816126791320258
ZNF17,-0.0536193841249469,0.0402356215301246,0.0816126791320258
SIX6,-0.053412760230765,0.041012301831162,0.0830408376899989
E2F7,0.0532797987090391,0.0415187727270394,0.0839178021196697
GCM2,-0.05296683107787,0.0427318320439345,0.0862173119193317
ZNF146,0.0527562809300908,0.0435646570997259,0.0877429009191664
ZNF227,-0.0527366247955927,0.0436431006693182,0.0877464097815467
THRA,0.0526103069556291,0.0441500579178578,0.0886099408035603
ZNF775,-0.0524396616271127,0.0448427941991062,0.0898426559785945
MNX1,0.0523929624258681,0.0450339582966898,0.089949747959285
GRHL3,0.0523829512000296,0.04507502867592,0.089949747959285
ZNF513,-0.0523690453614088,0.0451321287837671,0.089949747959285
ZNF660,-0.0523179175703761,0.0453425935896842,0.0902120470723455
CREB1,0.0521642707898066,0.0459800518317864,0.0911858398725392
VAX2,0.0521615375780014,0.045991459446202,0.0911858398725392
ZNF514,-0.0518162529012078,0.0474518517315327,0.0939185439115457
PTF1A,0.0517767839804029,0.0476212407522932,0.0940910179976226
ONECUT1,0.0514100056710158,0.0492197667494271,0.0970817468299044
KLF12,0.0512622629653859,0.0498762607163756,0.0982073016515209
ATF5,0.0510323094455132,0.0509126407665543,0.100075706249035
ZBTB37,-0.0509539857249158,0.0512697270551988,0.100604747429069
ZNF669,0.0509313939482225,0.0513731137700625,0.100635003686561
ZNF749,0.0508026889424673,0.0519654373690087,0.101511487753057
CEBPB,0.050795645340942,0.0519980173280518,0.101511487753057
ZNF528,0.0507393102154688,0.0522592083782729,0.101847588389683
ZBTB24,-0.0506302085556287,0.0527681622587044,0.102396490722736
ZNF557,-0.0506269795948647,0.0527832880337092,0.102396490722736
ZNF613,-0.0506025614940329,0.0528977896551856,0.102396490722736
ZFP69B,0.0506023278251589,0.0528988863786164,0.102396490722736
FOXJ3,0.0505321404527697,0.0532291706167681,0.102803716330473
TSHZ2,0.0505194675165839,0.0532889893216525,0.102803716330473
ZNF726,-0.0503721122256803,0.0539886620779971,0.103924231729941
KLF14,0.0503537642690198,0.05407631574078,0.103924231729941
ZNF197,-0.0503399592757829,0.0541423445026614,0.103924231729941
ATOH1,0.0503035051081325,0.0543170265538399,0.104084888404678
BRF2,-0.0500467936505564,0.0555604900263051,0.106289633093801
ZNF540,-0.049972389314708,0.0559252888461677,0.10680889889819
ZSCAN25,-0.0497595301429816,0.0569799419916353,0.108641756064051
ZNF558,-0.0496759820868422,0.0573983900899164,0.109257501269325
ZNF302,-0.0493959801945584,0.0588194262208356,0.111776451157203
SIM1,0.0492626128443204,0.0595064687960868,0.112894527865213
EGR3,0.0491143717781073,0.060277925303631,0.114168785674427
ZNF441,-0.0488533038086268,0.0616566724332979,0.116587162419327
RFX4,0.0487836115085697,0.06202910857128,0.117097855124661
ZXDB,0.0486280266970099,0.0628672675557707,0.118484603103462
SCX,0.0485467702771925,0.0633087130892729,0.119120341733764
ZNF563,-0.0484677894176153,0.0637402454262509,0.119735370718606
ZNF879,-0.0483946631041627,0.064141951095437,0.12029244598882
PDX1,0.0483702902518482,0.0642763018573685,0.120347118371243
FOXS1,0.0483286040474554,0.0645066270846831,0.120394510575999
ZNF181,-0.0483276161783784,0.064512093516685,0.120394510575999
MEOX2,0.0482112482611148,0.065158699744825,0.121350137505362
ZIM3,0.0481973456438708,0.0652363064386342,0.121350137505362
FOXO1,0.048086955792938,0.0658552274191857,0.122302565207059
POU4F1,0.0480123010184985,0.0662765273064018,0.12288548985174
BACH2,0.0479881370479359,0.0664133662744491,0.122939953103511
NKX2-8,0.0478264386961112,0.0673350477514566,0.12444474091707
NR2E1,0.0475986510138808,0.0686512547507976,0.126672637798246
ZBTB49,-0.0475703655896343,0.0688161585328279,0.126772440195741
NANOG,0.0473469327617013,0.0701302295992464,0.128985502671283
ZNF334,-0.0472975672273891,0.0704233193934712,0.129316657120596
ZFPM1,-0.0472275575594135,0.0708406967316825,0.129874610674751
VSX1,0.0470402645074067,0.07196725341786,0.131728860656051
DMRTC2,-0.0469303603227594,0.0726351175578399,0.132738936878864
INSM1,0.0468099973468799,0.0733723430846769,0.133872345277305
ZNF454,0.0467218685950583,0.0739160014856415,0.134649531368748
ZNF347,-0.0466302513150908,0.0744846634337723,0.135469721730104
ZNF740,0.0464894120473402,0.0753658021110328,0.13685472637305
ZNF230,-0.0464583955555588,0.0755609896243733,0.136884444003786
TFEC,-0.0464487971500542,0.0756214760580356,0.136884444003786
ZNF761,-0.0463038349373089,0.0765397963414089,0.138327846784474
CREBL2,-0.0461816313469399,0.0773209812947572,0.139519247005051
ZNF579,-0.0458490723198173,0.0794797633654624,0.14318873903951
ZBTB20,-0.0457129186519032,0.0803776036311121,0.144578582632063
ZNF397,-0.0454671158098149,0.0820193371707591,0.147300034102588
ZNF43,-0.0453797931893431,0.0826090705766665,0.14802081553983
IKZF2,-0.0453694044325392,0.0826794590296776,0.14802081553983
BHLHA15,0.0452838145608503,0.083261218413178,0.148829427913556
HNF1A,-0.0451464431127712,0.0842018611687788,0.150276020557072
PAX1,0.0449920299281259,0.0852694335137953,0.151944286510563
ZNF69,-0.0449280234993892,0.0857151502512781,0.15250098271767
ZNF710,0.044906500323618,0.0858654514788567,0.152531174676727
SOX1,0.0448294063626484,0.0864055627270268,0.153252656991812
ZNF664,0.044751881080792,0.0869514565274413,0.153982145924757
KLF15,0.0445000224912331,0.088744135576071,0.156913896598184
ZNF610,-0.0441326681770712,0.0914121115703807,0.161381875982277
ZIC1,0.0440529230015797,0.0919996995742581,0.162168961961404
ZNF219,-0.0440070471169577,0.092339098888834,0.16234613974902
ZBED5,-0.044000983234613,0.0923840358187169,0.16234613974902
SP140,-0.0437455683398999,0.0942927963506162,0.165446256173474
GLIS1,0.0437159320535005,0.0945163037842875,0.165584458697128
IRF3,-0.0434489832008769,0.0965487184911229,0.168886443354502
ZNF70,-0.0433566700051292,0.0972596180499823,0.169755447775782
TCF4,0.0433459704144248,0.0973422847385604,0.169755447775782
ZFP92,0.043238051557708,0.098179223089657,0.170954385410301
CSRNP2,0.0428576977470541,0.101174831688599,0.175902746887169
RXRG,0.0428128379118944,0.101532885308091,0.176257391187338
ZNF417,-0.0427552766094412,0.101993792720641,0.176544761628036
ZNF792,0.0427536215890731,0.102007069437178,0.176544761628036
RLF,0.0427288817780415,0.102205698190826,0.176621327387168
ZNF410,0.0426526780004315,0.102819448880739,0.177413951009902
HES1,0.0425961560003973,0.103276569853084,0.177557592364747
RBAK,0.0425860175827773,0.103358734645728,0.177557592364747
ZNF446,-0.0425848354194866,0.103368318631924,0.177557592364747
BARX1,0.0424931255660073,0.104113978565982,0.178570302068191
GBX1,0.0423659333189542,0.105155191376515,0.18008613612984
SPIC,-0.0422747070000277,0.105907053588927,0.181102644702141
OLIG2,-0.0422009516155826,0.106518033708838,0.181872646063462
ZNF670,0.0421820209708551,0.106675302017992,0.181872646063462
HOXA7,-0.0418682924896083,0.109308494967351,0.18601964068472
ZNF570,-0.0418536208217414,0.109432883025189,0.18601964068472
ZNF354A,-0.0417867907748038,0.110000890631145,0.186707743148412
ETV7,-0.041675996203355,0.110947689711143,0.188035788191922
TCF12,0.0414355441669313,0.113024586963903,0.191272377938913
ZIC5,-0.0414085914761794,0.1132592851521,0.191386443447567
ZNF641,-0.0413173187005315,0.114056918473624,0.192399021750083
ZKSCAN1,0.0413015834953971,0.114194873923345,0.192399021750083
ZNF765,-0.0412248185496143,0.114869778608524,0.193251509894341
HOXC10,-0.0409494972998539,0.117316169575691,0.197077383251969
ZNF614,0.040868637396078,0.118042365891509,0.198006549237369
ZNF891,-0.0408371360938089,0.118326228268193,0.198192101228131
ZNF394,0.0407392849491818,0.119211389481896,0.198935481732127
ZNF484,0.0407367122719075,0.119234731660284,0.198935481732127
MYB,-0.0407304316798857,0.119291731178531,0.198935481732127
ALX4,-0.0406004016305067,0.120476617586743,0.200618996388987
NKX2-2,0.0405788789522019,0.120673625634735,0.200654982160082
NFAT5,0.0404994903982635,0.121402488212283,0.201573942692093
ZNF506,-0.0403415645483465,0.122862620637824,0.203702663782131
ZSCAN12,-0.0402163797196124,0.124029747092003,0.205340131220336
GABPA,-0.040153351523167,0.124620635137081,0.205993343470829
NR1I3,0.0401176936879813,0.124955896663616,0.205993343470829
ZNF541,0.0401059474853812,0.125066490308646,0.205993343470829
POU5F1,0.0400976608084157,0.125144557440757,0.205993343470829
ZNF480,-0.0399568664832425,0.126476760164034,0.207887088545482
THAP2,-0.0399123634759852,0.126900136287924,0.208283724409448
ZBTB44,0.0398760694023824,0.127246232427234,0.208367230972267
HOXB6,-0.0398688364792441,0.127315292351062,0.208367230972267
UBP1,0.0397714555019377,0.128247924445311,0.209593750807765
ZNF618,-0.0397116810404076,0.12882301583792,0.210051928716951
ZNF683,-0.0397041616356406,0.128895501712674,0.210051928716951
MAF,0.0395779265420986,0.130117120249614,0.21174108899795
YY1,0.0393837137889729,0.13201408561306,0.214522889121222
ZNF160,-0.0392620652318611,0.133213142086722,0.216164304322283
ZNF764,-0.0392129766340268,0.133699372812942,0.216646009203974
ZNF711,-0.0390374444875237,0.135449275354422,0.21917110467533
NR1I2,0.0389448896571292,0.136379055567517,0.220363897696666
ZSCAN20,-0.0383927677578292,0.142028083311867,0.229168021592067
HOXD3,0.0382545328221517,0.143470151030003,0.231168806730033
ONECUT3,0.0379521532791996,0.146663660690996,0.235804859637313
HSF5,-0.0379431410699028,0.14675966788616,0.235804859637313
ZNF154,0.0378700752628339,0.147539812649626,0.236725870506553
TLX1,0.0377945454476118,0.148349590766344,0.23769178128389
ZNF202,-0.0377531969948817,0.148794334195783,0.237798208646657
ZNF649,0.0377497230677442,0.148831745971159,0.237798208646657
ZNF430,-0.037719663012705,0.149155771513074,0.237983546179855
ZNF200,-0.0376904608432605,0.1494710644831,0.238154453716805
ZNF697,0.0376475804387212,0.149934960398101,0.238561327810053
NFIB,0.0374754339844891,0.151808351442577,0.24120660284765
ZNF568,-0.037349972856425,0.15318486695814,0.243056155062569
ZNF654,0.0372644092864354,0.154129065969054,0.24421558375152
SCRT1,0.0371983200087415,0.154861384358624,0.245036547311571
ZNF341,-0.0371445730256982,0.155458884910075,0.245642215935256
ZNF583,0.037091263490536,0.156053247641843,0.246241262485888
TBX15,0.0369170101693985,0.158008063820929,0.248781880102999
FOXD3,0.036909008163778,0.158098275205315,0.248781880102999
HOXB5,0.0368085710513848,0.159233878913822,0.250224666864577
HOXC4,0.0367578281181883,0.159809948780748,0.250785434026304
ZNF131,0.0366574977693159,0.16095360217984,0.251956468939452
ZNF835,0.0366537309410839,0.160996659785612,0.251956468939452
ZNF155,0.0365983200089998,0.161631052156272,0.25260372085625
ZNF117,-0.0365314698359047,0.162398918172289,0.253457520312549
CDC5L,0.0362678340106747,0.165453955277086,0.257715413051053
CIC,0.0362488720935354,0.165675342084726,0.257715413051053
DLX1,-0.0362379533506307,0.165802923081796,0.257715413051053
TFCP2L1,0.0360789094438815,0.167669664683422,0.260263360105611
E2F4,-0.0360452050063239,0.168067280067062,0.260527057448128
FOXK1,-0.0359744069311675,0.168904796030027,0.261471023894928
EVX2,-0.0357446146890254,0.171644710643775,0.265077899672253
ZSCAN29,-0.0357401572740904,0.171698185014982,0.265077899672253
ZNF322,-0.0356409402236813,0.172891691001239,0.266541506497754
ZNF566,-0.0356226664543329,0.173112184727125,0.266541506497754
GZF1,0.0355895661494248,0.17351211196638,0.266798193668734
MEF2C,-0.0354687134676206,0.174978145096211,0.268689604532777
ZNF787,-0.0354495114656173,0.175211927431339,0.268689604532777
ZNF433,0.0353832627354485,0.176020286053322,0.26956788118474
POU4F3,0.0353014093064047,0.177022883773825,0.270740881065849
ZNF449,0.0352293350482606,0.177909212808667,0.271733163488805
ZNF419,-0.0351769777663544,0.178555139935568,0.27235610678172
MAZ,0.0349769512199868,0.181038902303333,0.275501233920584
DMRT1,-0.0349721596082259,0.181098713206537,0.275501233920584
LHX4,-0.0349513651980929,0.181358447532956,0.275529965441835
SP8,0.0348914986676565,0.182107757534104,0.276095002089931
HBP1,0.0348831010876573,0.182213047707952,0.276095002089931
ETV5,0.0347294622759544,0.184147363639455,0.278656857147535
NKX3-2,0.0346852439624344,0.18470687776209,0.279134304042049
GBX2,0.0346266643810375,0.185450045462384,0.279887667558004
ZBTB42,0.034583113428412,0.186003983047548,0.280353829520942
THAP11,-0.0345086545058258,0.18695387699277,0.281414783262801
DEAF1,-0.034425426727897,0.188019868654115,0.282647476662691
ZNF646,-0.0342919713721138,0.189738523058374,0.284856785273989
HOXA13,0.0342621719439369,0.190123858056689,0.285061197400855
ZNF655,0.0341768033273076,0.191230942737033,0.286345809543411
ZNF440,-0.0341046545779859,0.192170277217642,0.287376205407821
ZNF768,-0.0340268381975956,0.193187194894294,0.288519779319937
ZNF699,0.0339429090843601,0.194288415241786,0.289786110869105
STAT1,0.0337502586333153,0.19683354245075,0.293199964275597
NPAS3,0.0336331078669243,0.19839311180853,0.2951387775149
KAT7,-0.0334964894035145,0.200223223585517,0.297474503612768
ZBTB4,0.0334140434085045,0.201333593033696,0.298412647637761
OTX2,0.0334108740284332,0.201376367112195,0.298412647637761
ZNF260,-0.033177837045293,0.204539610073541,0.302379609489326
ZNF571,-0.0331747313976418,0.204582008518128,0.302379609489326
ZNF687,-0.0330616167475963,0.206130609339044,0.304275376882408
HOXD13,-0.0330116197081965,0.206817799809593,0.304678995178974
ZBED4,0.0330029816224207,0.206936695152153,0.304678995178974
ZSCAN22,0.0326588483684073,0.211713763563095,0.311311755162186
CUX2,-0.0325605616435863,0.213092630581034,0.312815199625409
ZNF316,0.0325470215952174,0.213283090653688,0.312815199625409
ZNF587,-0.0323816393938618,0.215619338423275,0.315836777408741
NR1D2,-0.0322976415827761,0.216812947941325,0.317179044047157
ZNF677,-0.032272346430286,0.217173320985924,0.317300484301273
SHOX2,0.0322294040380357,0.217786094591184,0.317789913536116
ZFP2,-0.0321909353511402,0.218336083475974,0.318186598084732
PROP1,-0.0320234771126741,0.220741859041912,0.321283316468126
ZNF107,-0.0317020245698383,0.22541306704154,0.327665246118833
HES4,0.0316309232113481,0.226455735386524,0.328763148835258
ZNF672,-0.0315681959235521,0.227378451844727,0.329684345894003
HOXC6,0.031546351656489,0.227700407992848,0.329733249042808
ZNF236,-0.0313357393709457,0.230821216740876,0.333829926613858
ZNF48,-0.0313098622783936,0.231206742688074,0.333965294993884
ZNF366,-0.0312019384414515,0.232819556432992,0.335870835509891
ZNF816,-0.0311750612334988,0.233222446445351,0.336028310747458
ZNF490,0.0310233844810757,0.235505343418063,0.33837193957947
MYRF,0.0310201844146883,0.235553677404373,0.33837193957947
ZBED2,0.0310080913566671,0.235736394969263,0.33837193957947
TSHZ1,-0.0309806217650085,0.23615181326973,0.338543451604725
PROX2,-0.0306778530620304,0.240764827584793,0.344724609207764
FOXA1,0.0305366836878789,0.242937233899801,0.347400244476715
ZNF521,0.0303632821480731,0.245624440538153,0.350804444414041
HESX1,0.0302813964195479,0.246900637444787,0.352187442938698
SP5,0.0301420420510399,0.249083141551562,0.354858174265239
ZNF575,0.0300009495599637,0.251306557683833,0.357524363592631
ZNF577,-0.0299836802874391,0.251579643961597,0.357524363592631
BARHL1,0.0299275790277167,0.252468223531148,0.358184690220258
ZNF333,0.0299148277280433,0.252670493887892,0.358184690220258
SOX13,0.0298554910675956,0.253613218718014,0.359076141353228
EVX1,0.0297572032704074,0.255180165659205,0.360848095814747
EBF1,0.0296679839115842,0.256608350540205,0.362419695083944
FOXD1,0.0296185037552682,0.257402793131952,0.363093459115848
SIX4,0.0295523051019451,0.258468327987815,0.364147496573966
ZNF34,-0.0295298044559375,0.258831193366071,0.364210190911175
ZKSCAN2,-0.0293953898379864,0.261006227596012,0.366819563107908
LYL1,-0.0292109934807435,0.264010535574737,0.370586567726992
TFAP2E,-0.0290972907982005,0.265874885282609,0.372746162700129
PURG,-0.0289764955588029,0.267865427554018,0.375077171507707
BCL11A,0.0289232355423512,0.268746322376094,0.375748429557302
ZNF285,-0.0289078164840038,0.269001716614886,0.375748429557302
HIF3A,0.0287133918354414,0.272236361239509,0.379802923485364
FOXN2,0.0285427484890737,0.275097185963932,0.383326651330984
GATA3,-0.0284930630894495,0.275933998251609,0.384024931873285
TBX1,0.0284282437516864,0.277028304596421,0.385079441626131
BHLHE40,0.0283500305795851,0.27835265906781,0.386450779094144
BATF,-0.0282944027257693,0.279297200029838,0.386944806926396
SOX18,0.0282892398411591,0.279384974231821,0.386944806926396
ZNF611,-0.0281800511676372,0.281245679430301,0.388854550638964
ZNF467,-0.0281684612098369,0.28144367825967,0.388854550638964
KMT2B,-0.0279552646541076,0.285102713186158,0.393434865964976
SATB2,0.0279188886617293,0.285730219634805,0.393825748508695
ZNF451,0.0278256758248349,0.287342447522721,0.39557131163176
ZSCAN32,-0.0278013350552225,0.287764458211854,0.395676130041299
PBX1,0.0276895589414802,0.289707749511763,0.397869946508351
ZNF782,-0.0276588426457559,0.290243312379233,0.398127517220434
NKX2-3,-0.0275597995003976,0.29197473892694,0.400022875847209
OLIG3,-0.0274940193855465,0.293128500097696,0.400884313843171
TRERF1,-0.0274737659987492,0.293484352361123,0.400884313843171
CTCFL,0.0274458094962278,0.293976023954928,0.400884313843171
ZNF470,-0.0274441519991643,0.294005191708409,0.400884313843171
IRX6,-0.0274106671251653,0.294594855949819,0.401210137150705
ZNF844,0.0273586220748407,0.295512933270986,0.401981921120105
