gene,rho,is_TF
DEFB136,-0.530756302521009,FALSE
ROMO1,-0.530660264105642,FALSE
CNPY2,-0.53046818727491,FALSE
C9orf5,0.530372148859544,FALSE
NCOR2,0.530180072028812,FALSE
C19orf79,-0.530084033613445,FALSE
UBE2Q2,-0.530084033613445,FALSE
SAC3D1,-0.530084033613445,FALSE
TSN,-0.529795918367347,FALSE
LOC729799,0.529699879951981,FALSE
HIST1H4C,-0.529507803121248,FALSE
NRBP2,0.529027611044418,FALSE
RNF123,0.528931572629052,FALSE
ACBD4,-0.528643457382953,FALSE
NR1H2,0.528643457382953,TRUE
SMC2,-0.528163265306123,FALSE
NEK3,0.52797118847539,FALSE
NIP7,-0.527779111644658,FALSE
P2RX3,-0.527683073229292,FALSE
UBN1,0.527394957983193,FALSE
SOLH,0.527298919567827,FALSE
CRK,0.527298919567827,FALSE
BCL2L12,-0.527010804321729,FALSE
MRPL52,-0.526818727490996,FALSE
HIST1H4J,-0.52672268907563,FALSE
BTAF1,0.526626650660264,FALSE
ZCCHC24,0.526146458583433,FALSE
JAM3,0.526050420168067,FALSE
LOC654433,0.526050420168067,FALSE
GDPD5,0.525858343337335,FALSE
TTC1,-0.525762304921969,FALSE
OCIAD2,-0.525762304921969,FALSE
STXBP1,0.525762304921969,FALSE
LRRC41,0.525762304921969,FALSE
CNPPD1,0.525762304921969,FALSE
GGH,-0.525666266506603,FALSE
DNAJC11,0.525378151260504,FALSE
SBF1P1,0.525378151260504,FALSE
CEP55,-0.525186074429772,FALSE
NCAM1,0.525186074429772,FALSE
LSM3,-0.52499399759904,FALSE
PRPF18,-0.52499399759904,FALSE
CYP2E1,0.52499399759904,FALSE
LOC100009676,0.524609843937575,FALSE
WASF2,0.524513805522209,FALSE
MRPL48,-0.52422569027611,FALSE
ZC3H18,0.52422569027611,FALSE
PTOV1,0.523937575030012,FALSE
MYL9,0.523841536614646,FALSE
MRPS14,-0.52374549819928,FALSE
MDC1,0.52374549819928,FALSE
GGA3,0.523649459783914,FALSE
SYTL4,0.523553421368547,FALSE
ARRDC2,0.523361344537815,FALSE
NR2C2AP,0.523361344537815,FALSE
LRP12,-0.523265306122449,FALSE
IAH1,-0.523169267707083,FALSE
ZMIZ1,0.523169267707083,FALSE
CHD3,0.522881152460984,FALSE
DTX4,0.522400960384154,FALSE
ABHD14A,-0.522400960384154,FALSE
LRSAM1,0.522112845138055,FALSE
SNORA73A,-0.522016806722689,FALSE
FLJ43315,0.521824729891957,FALSE
ZNF843,-0.521344537815126,FALSE
LDB2,0.521152460984394,FALSE
DHRS4L1,-0.520960384153661,FALSE
PER1,0.520864345738295,FALSE
SENP8,-0.520768307322929,FALSE
KAT2A,0.520768307322929,FALSE
C20orf107,0.520576230492197,FALSE
SNRNP200,0.520480192076831,FALSE
APOPT1,-0.520288115246098,FALSE
HSD11B2,-0.520096038415366,FALSE
LSM2,-0.519903961584634,FALSE
ATG4A,-0.519903961584634,FALSE
CPSF4,0.519711884753902,FALSE
MED22,0.519711884753902,FALSE
RAD18,-0.519423769507803,FALSE
FOXP4,-0.519039615846339,TRUE
PTBP1,0.518943577430972,FALSE
FPGT,-0.518847539015606,FALSE
SERINC3,0.518655462184874,FALSE
LOC100129399,0.518559423769508,FALSE
MMS19,0.518559423769508,FALSE
EP300,0.518463385354142,FALSE
NAGA,-0.518367346938776,FALSE
RNF40,0.518367346938776,FALSE
ADAM9,-0.518079231692677,FALSE
PXK,-0.517983193277311,FALSE
C3orf39,-0.517983193277311,FALSE
MEAF6,-0.517983193277311,FALSE
PCDH12,0.517983193277311,FALSE
NOS1AP,0.517983193277311,FALSE
LOC100133039,0.517983193277311,FALSE
C11orf2,0.517887154861945,FALSE
C1orf145,0.517695078031213,FALSE
ZNF771,-0.51750300120048,TRUE
LCE1A,-0.517406962785114,FALSE
ATXN2,0.517214885954382,FALSE
ZNF23,0.517118847539016,TRUE
SFT2D2,-0.517118847539016,FALSE
MCAM,0.51702280912365,FALSE
PPP1R3D,-0.516830732292917,FALSE
DGKA,0.516830732292917,FALSE
GABRE,0.516734693877551,FALSE
MED8,-0.516734693877551,FALSE
UBLCP1,-0.516638655462185,FALSE
CCDC84,0.516542617046819,FALSE
NRXN3,0.516542617046819,FALSE
COA5,-0.516446578631453,FALSE
TMEM110,-0.516350540216087,FALSE
PNPO,-0.516350540216087,FALSE
NFAT5,0.516350540216087,TRUE
C3orf36,-0.51625450180072,FALSE
KDM4A,-0.516158463385354,FALSE
C10orf114,-0.515966386554622,FALSE
ATAT1,0.515966386554622,FALSE
PCNT,0.515870348139256,FALSE
CEP68,0.51577430972389,FALSE
CD72,-0.515678271308523,FALSE
INHBB,0.515582232893157,FALSE
CAMK2N2,-0.515198079231693,FALSE
