logFC,AveExpr,t,P.Value,adj.P.Val,B,tf
-0.770583535028879,-0.00366459221066183,-5.58531527853703,9.28265670455749e-07,1.16208353273092e-05,5.35239240183287,FLI1
0.379105908696164,0.0309737468533875,5.57010857940465,9.79829604163954e-07,1.21049438810827e-05,5.29974047278027,ZNF229
0.413659048326538,0.0122337279001424,5.5685763254569,9.85180059651039e-07,1.21049438810827e-05,5.29443697144434,ZNF780B
0.394898180454059,0.00835427407696054,5.54077307217085,1.08744971163976e-06,1.32389519939997e-05,5.19826121448159,ZKSCAN3
-0.267293275932945,0.0175066732089913,-5.53058418686171,1.12750364701051e-06,1.36017939962086e-05,5.16304414859777,TGIF1
0.459078597627951,0.0229809874649212,5.51272523192994,1.20126469356473e-06,1.43610653005441e-05,5.10135276058777,ZNF541
0.349754039004854,0.00114735178860049,5.510022791415,1.21283491363192e-06,1.43699279499067e-05,5.09202164224364,SIM2
0.364448611301807,0.0250843453540763,5.48997145207609,1.30219891472024e-06,1.52921943348121e-05,5.02282149517411,ZNF532
0.496606489084248,-0.00857989873059846,5.48598844730348,1.32071113153702e-06,1.53735409785054e-05,5.00908276417041,ZNF676
-0.650007540555328,0.0473819720999887,-5.43273475184046,1.59473367764601e-06,1.84018399150978e-05,4.82562745934695,MYB
0.471234261247206,0.0374285050008226,5.40632714686172,1.75077513518831e-06,2.00282638309904e-05,4.73482095210439,ZNF665
0.254420272381385,0.028484336805679,5.38596249067945,1.88133776257298e-06,2.13379077857636e-05,4.66487125163018,FOXC2
-0.288577613408452,-0.0245888139408803,-5.36144375810122,2.05135793958529e-06,2.30690846256752e-05,4.58074387006743,USF1
0.377380710997525,0.0730268584086331,5.32498861882955,2.3325949051442e-06,2.60113734380366e-05,4.45584878220821,TEAD1
0.204416394969887,0.0258680616349014,5.31643524139419,2.40391338366266e-06,2.65832755010029e-05,4.42657810935112,TCF7L1
0.24680301941832,0.0238067190557086,5.2816306574909,2.71701258084485e-06,2.97973197915794e-05,4.30760539176499,HOXB3
0.424453391330444,0.0145807161196272,5.27396411073659,2.79121651847622e-06,3.03601993444093e-05,4.28142780592881,ZNF235
0.488247707374377,0.0246202503421766,5.27162799757366,2.81422286695378e-06,3.03615751581111e-05,4.27345320491837,ZSCAN30
0.454855642553565,0.00268238512683093,5.16653918126244,4.06760115497088e-06,4.35298930052125e-05,3.91576831141819,ZNF415
0.334035848107726,0.034378656237924,5.14532392115941,4.38066179160261e-06,4.64903598665136e-05,3.84381613057027,RFX2
-0.386989637373087,-0.00462003662088313,-5.14313351241386,4.41430696547153e-06,4.64903598665136e-05,3.83639236976348,ZBED4
0.413977478030411,0.0199144416219355,5.13229651412213,4.58455093731234e-06,4.79031424709722e-05,3.79967757161969,ZNF585B
0.417422418035162,0.0173929948852474,5.12944813657228,4.63036158968138e-06,4.80038267930249e-05,3.79003142485199,ZNF471
0.457496353574101,0.0371610662174436,5.12093391156517,4.77000400879177e-06,4.87228414194959e-05,3.76120740102651,MKX
0.274960863601687,0.0444211394371455,5.11864351754192,4.80827224168063e-06,4.87228414194959e-05,3.75345601147236,TBX2
0.456934395024293,0.00348229675914594,5.11854851765972,4.80986603312281e-06,4.87228414194959e-05,3.75313452596084,GATAD2A
0.304079331306088,0.0596479833698219,5.1065138030275,5.01603845640196e-06,5.04263866033743e-05,3.71242314822779,POU5F1
0.119345228348248,-0.0023802864641339,5.08249118779731,5.45396911883006e-06,5.44166693284774e-05,3.63124761114782,HOXB8
0.130509212161842,0.00570386776799144,5.06454455703421,5.80551832866386e-06,5.74919613592309e-05,3.57068187894527,SHOX2
0.229918291396763,0.0203124991998492,5.04406657145683,6.23397232637961e-06,6.12776390896722e-05,3.50165638406796,FOXL1
-0.72256200455299,-0.0349260860943635,-5.04116838420722,6.29707326027736e-06,6.1442766296971e-05,3.49189462855828,ATF6
0.537979156950842,-0.022675175307962,5.01220650797722,6.96322265924492e-06,6.74466895534161e-05,3.3944438788961,HOXC8
-0.438952573206927,-0.000927474818415223,-4.98652551522535,7.61162640887018e-06,7.31929582939908e-05,3.30818590039595,ZNF749
0.435104027237307,0.018994983180236,4.97557873304019,7.9057515850817e-06,7.54743334777224e-05,3.27146202426298,ZNF585A
0.413707927649397,0.0243601301024694,4.96983801964476,8.06443802144615e-06,7.64393518175646e-05,3.25221400751302,ZNF491
0.473923942466213,0.0114812105364878,4.95446099999858,8.50509584448517e-06,8.00444126640555e-05,3.200693073389,ZNF493
0.15920974198213,0.0253317064598852,4.94010967053532,8.93768495231757e-06,8.3523295293841e-05,3.15265722616251,HOXB4
0.40953935576281,0.0280750363408926,4.9366787242111,9.04426661555547e-06,8.39282643275672e-05,3.1411803700119,ZNF90
0.340471404345458,0.0387838585509072,4.90967569340446,9.92789832377854e-06,9.14883408031537e-05,3.05094760805062,SMAD9
0.32932283317718,-0.000732240677850983,4.89458746899221,1.04580433745146e-05,9.57091279860747e-05,3.00060331783271,ZNF782
0.163331212760572,0.0191523958657403,4.88404273498394,1.08449659302523e-05,9.81309108259654e-05,2.96545106464872,FOXF2
0.173072546493012,0.00985270107393763,4.8833581042751,1.0870568117119e-05,9.81309108259654e-05,2.96316967243274,HOXB2
-0.540216281631606,-0.00260684144840504,-4.85807529345169,1.18587820314649e-05,0.000106328403755094,2.87899853936215,SREBF1
