donor,predicted_state,gene,mean_log_expression,z
118,RegC,TNFAIP6,0.0340939882941901,-0.516037155345329
118,RegC,FAM159B,0.00116164269837019,-0.456196477451815
118,RegC,PRG4,0.950951321464664,0.758000294288068
118,RegC,F5,0.0515478715946216,-0.344749072691205
118,RegC,SOX11,0.00342910593622831,-0.403878660536586
118,RegC,AMTN,0.0722233782041328,-0.0102333678031516
118,RegC,DEFB1,0.00102856382157543,-0.576094904166609
118,preHTC,CCDC160,0.00113413157330284,-0.0458551719722605
118,preHTC,ANKRD1,0,-0.304245898766611
118,preHTC,SPINK1,0,-0.52514464239922
118,preHTC,CLDN4,0.00279961266624117,-0.35780517393182
118,preHTC,TMEM156,0.00109324491344145,-0.316435211866581
118,preHTC,FAM170B,6.30388328860288e-05,-0.175966773698691
118,preHTC,MTBP,0.00345270745594044,-0.332013257429165
118,preHTC,ROBO4,0,-0.309096904528277
118,preHTC,TEK,0.000235698033034422,-0.235816212471892
118,preHTC,EBF2,0,-0.248236114555004
118,preHTC,NR2F2-AS1,0,-0.237416964681221
118,preHTC,CRYBB1,0,-0.312980642444085
118,preHTC,CRIP3,0.000272757900047707,-0.17530586739848
118,preHTC,ADAD2,0.00113515929186034,-0.0242731636575296
118,preHTC,ARHGEF15,0.000145872660265907,-0.28249615452151
118,preHTC,ROPN1,0.000701893446580021,0.147595172458737
118,preHTC,PLA2G10,0,-0.393328994646316
118,preHTC,HIST1H2AH,0.00129871923025756,-0.309865655155927
118,preHTC,HIST1H2BE,0.000189690332782891,0.00574287215518584
118,preHTC,RAPGEF4-AS1,0,-0.218217890235992
118,preHTC,DRAXIN,0.000429428301980359,-0.515836435279359
118,preHTC,DHH,0,-0.276740729461188
118,preHTC,CCL18,0.000109911592824375,-0.227502573626202
118,preHTC,LCK,0.000120877637315879,-0.0670897025468684
118,preHTC,HBA2,0.000954256658524002,-0.13839390597248
118,preHTC,HBA1,0.000936278951632875,0.145355203424027
118,preHTC,DMP1,0,-0.344328454429059
118,preHTC,BNC1,5.13607442206328e-05,0.00722235907512618
118,preHTC,SLA2,0.000211717404423007,-0.0265016661073844
118,preHTC,LCE1E,0,0
118,preHTC,GDNF,0.00265348604229999,0.26518531217073
118,preHTC,MMP1,0.00109594699947318,-0.27455455412332
118,preHTC,S100A2,0.128752924003705,1.16088271451951
118,preHTC,LRRC38,8.5986661111154e-05,-0.250719756157591
118,preHTC,WNT16,0.0726460437138841,1.44824495007209
118,preHTC,KRTAP2-3,0,-0.218217890235992
118,preHTC,TAC1,0.0725870582658863,-0.124047502432619
118,preHTC,GCSAM,0,-0.218217890235992
118,preHTC,DCLK1,0.000759873692840017,-0.326246508974896
118,preHTC,TCN1,0,0
118,preHTC,RETN,0,0
118,preHTC,PGLYRP1,0,0
118,preHTC,PADI4,0,0
118,preHTC,MS4A3,0,0
118,preHTC,MNDA,0,-0.23862544344358
118,preHTC,RNASE6,0,-0.235947057269194
118,preHTC,SPI1,0.00100440401220639,-0.383098543320616
118,preHTC,CLDN10,0.000404698135453178,0.545334508883142
118,preHTC,LY6D,0.0177706759078291,1.14624654035504
118,preHTC,TNFAIP6,0.760803923376571,1.43349640358352
118,preHTC,FAM159B,0.0371250014272412,2.56648351921038
118,preHTC,PRG4,0.897562391730717,0.644133551172342
118,preHTC,F5,0.284817007850697,1.97066256554934
118,preHTC,SOX11,0.170633078302412,3.22031075198178
118,preHTC,AMTN,0.324197877490235,2.54412015134549
118,preHTC,DEFB1,0.140271881526269,1.39887880742192
