gene,logFC,P.Value,adj.P.Val,status,is_piezo
LOC100131289,-0.35376430355,0.177734392836356,0.294940380910621,Not highlighted,FALSE
RPL30,0.13847904435,0.17779261531138,0.29501449143742,Not highlighted,FALSE
SEC14L6,0.2707315405,0.177986289095665,0.295313330313418,Not highlighted,FALSE
SYT16,0.1943442558,0.178020177176426,0.295338208992908,Not highlighted,FALSE
GANAB,0.11507739815,0.178028438594842,0.295338208992908,Not highlighted,FALSE
FAM40A,0.2402896063,0.178069936711082,0.295369021067498,Not highlighted,FALSE
ZMYND11,0.3396486411,0.178074169836298,0.295369021067498,Not highlighted,FALSE
FEZ2,-0.1587756373,0.17809466236537,0.295380487668435,Not highlighted,FALSE
KIAA0907,0.2950175074,0.178118966398648,0.295398273643138,Not highlighted,FALSE
LOC100131792,0.23940553355,0.17814363635246,0.295416663714166,Not highlighted,FALSE
LOC730441,0.36112560725,0.178167567512744,0.295433825929045,Not highlighted,FALSE
PIGH,0.1582442742,0.17818724913266,0.295443939563505,Not highlighted,FALSE
KRTAP21-1,0.2101718413,0.178277409378486,0.295570900061038,Not highlighted,FALSE
RIMS1,0.19298257805,0.178302148043037,0.295589385277963,Not highlighted,FALSE
ANP32B,-0.11519193735,0.178363523461396,0.295667761732306,Not highlighted,FALSE
TWF2,0.16976866945,0.178376610758232,0.295667761732306,Not highlighted,FALSE
DCLRE1B,0.24727237135,0.17843949679659,0.295749461621413,Not highlighted,FALSE
CD99P1,-0.1605949873,0.178464436062313,0.295752305523277,Not highlighted,FALSE
LOC644246,0.2037495611,0.178468822508862,0.295752305523277,Not highlighted,FALSE
TAF6L,0.16936564475,0.17848200232641,0.295752305523277,Not highlighted,FALSE
CXorf30,-0.22960400155,0.178536084978412,0.295819387602865,Not highlighted,FALSE
BVES,0.22869418305,0.178579008493484,0.295867971113586,Not highlighted,FALSE
CEP63,0.13164067395,0.178646959764033,0.295958009808626,Not highlighted,FALSE
C14orf48,-0.31281049705,0.178704336297686,0.296008293353015,Not highlighted,FALSE
C19orf56,0.1015311251,0.178704528701351,0.296008293353015,Not highlighted,FALSE
HPYR1,0.49647879355,0.17876504914209,0.296085993218514,Not highlighted,FALSE
GLOD5,0.32104651705,0.178842644960361,0.296191960802328,Not highlighted,FALSE
ATP6V1C2,0.19799418485,0.178915464017268,0.296269900150603,Not highlighted,FALSE
NPCDR1,-0.3415677528,0.178916945953399,0.296269900150603,Not highlighted,FALSE
UBAP1,-0.1200396327,0.179195012541214,0.296707765303835,Not highlighted,FALSE
TTTY1,0.4170717271,0.179237755204116,0.296755948485305,Not highlighted,FALSE
GLIS1,0.13734764975,0.17929697721113,0.296831406370082,Not highlighted,FALSE
ASGR1,0.16557810075,0.179382950463596,0.296951136870939,Not highlighted,FALSE
HAUS5,-0.14180359715,0.17943533947651,0.297015257917437,Not highlighted,FALSE
SCD,-0.31557367035,0.179505498493836,0.297108781253837,Not highlighted,FALSE
TMEM100,0.2775464041,0.179542988359572,0.297131145780936,Not highlighted,FALSE
AKR1D1,0.2988628413,0.179546330459021,0.297131145780936,Not highlighted,FALSE
ATP4A,-0.38482412865,0.17956005530278,0.297131253172009,Not highlighted,FALSE
MCHR2,0.3416050135,0.179793555460067,0.297495011286124,Not highlighted,FALSE
KRTAP4-12,0.21618745015,0.179896055630378,0.297641971710046,Not highlighted,FALSE
CALML6,0.2321094989,0.179948883406319,0.297706731963359,Not highlighted,FALSE
OR4F4,0.2901409289,0.179964419128372,0.297709791229777,Not highlighted,FALSE
ANKRD49,-0.10292105785,0.179985287090739,0.297721670326826,Not highlighted,FALSE
WWC2,0.23684854565,0.180106251006909,0.297899108197269,Not highlighted,FALSE
RBMS2,0.1462232117,0.180188289171978,0.298012140059981,Not highlighted,FALSE
C14orf182,0.30464236865,0.180237718580818,0.298071227443925,Not highlighted,FALSE
SLC25A46,0.1442869917,0.180284051622256,0.298125185562363,Not highlighted,FALSE
IFT88,-0.10160083715,0.180331230789786,0.298166427522219,Not highlighted,FALSE
RNASEK,0.21370839625,0.180336406789367,0.298166427522219,Not highlighted,FALSE
FAM83E,0.2823153495,0.180397796923484,0.298245259457294,Not highlighted,FALSE
TPCN2,-0.1518903524,0.180454716119846,0.298316688329449,Not highlighted,FALSE
FAM71F1,0.3069630832,0.18049699377434,0.298363903684128,Not highlighted,FALSE
LOC201651,0.3501867753,0.180532605049967,0.298400093088669,Not highlighted,FALSE
LOC284191,-0.3100978904,0.180610345437956,0.29850590638754,Not highlighted,FALSE
UPP2,0.2405300659,0.180633044010926,0.298520739502025,Not highlighted,FALSE
RNASE9,0.36825234575,0.180702873335409,0.298613454439856,Not highlighted,FALSE
GLYATL2,0.2607565346,0.180765095831148,0.298693585879606,Not highlighted,FALSE
FBXO28,0.1274519205,0.180939376529139,0.298940132697118,Not highlighted,FALSE
TAF1B,0.2924116862,0.180941788667261,0.298940132697118,Not highlighted,FALSE
STEAP1,-0.2668778141,0.181032952948419,0.299068033153642,Not highlighted,FALSE
ZBTB26,0.12148272945,0.181061426035995,0.299092355645122,Not highlighted,FALSE
CBWD7,0.26950602075,0.181084555516612,0.299107848097603,Not highlighted,FALSE
TBC1D3,0.2132327998,0.181106193718887,0.299120875153625,Not highlighted,FALSE
ANKRD56,0.3796512538,0.181161440650365,0.299189405286367,Not highlighted,FALSE
TARDBP,-0.1430561365,0.181307395822505,0.299395244818214,Not highlighted,FALSE
GPR137C,0.22679989145,0.181313606104741,0.299395244818214,Not highlighted,FALSE
SRPX2,0.23247933185,0.18141455991957,0.299539206571313,Not highlighted,FALSE
KNDC1,0.25810682545,0.181453476221897,0.299580722184341,Not highlighted,FALSE
CCR5,-0.23280656625,0.181516806246036,0.299653432704475,Not highlighted,FALSE
LGALS9,-0.18224625835,0.181529641896245,0.299653432704475,Not highlighted,FALSE
LOC440131,0.33485434835,0.181538844068571,0.299653432704475,Not highlighted,FALSE
GNPDA2,0.1749541059,0.18160742090894,0.299743881903881,Not highlighted,FALSE
FOXD4L2,0.21642368035,0.181678106960642,0.299837798376926,Not highlighted,FALSE
C15orf61,0.1399796495,0.181719270131658,0.299882980343208,Not highlighted,FALSE
FOXI3,0.3080208053,0.181735254248477,0.299886606767779,Not highlighted,FALSE
GPR55,0.2623540804,0.181756902699869,0.299899578815714,Not highlighted,FALSE
LOC400236,-0.1502362244,0.181791716430122,0.299934270008193,Not highlighted,FALSE
RPL22,0.13003063515,0.181808362079685,0.299938983083603,Not highlighted,FALSE
MTMR9,-0.1054433579,0.181850768992607,0.299986191955649,Not highlighted,FALSE
LPHN2,-0.10369596465,0.181937091165871,0.300105832034581,Not highlighted,FALSE
VWA5B2,0.43071014,0.181983438653056,0.30014735462362,Not highlighted,FALSE
FAM167A,0.18226032,0.181989861168211,0.30014735462362,Not highlighted,FALSE
ORC3,-0.09064908135,0.18201847498679,0.300171786801565,Not highlighted,FALSE
LDHAL6A,0.27640161195,0.1821481784189,0.300362912362059,Not highlighted,FALSE
AQP12A,0.3880457181,0.182219633021666,0.300457963727052,Not highlighted,FALSE
OSGIN2,0.16120769905,0.182258027673477,0.30049849298518,Not highlighted,FALSE
LOC100506459,-0.1838971832,0.18228290362373,0.300516728787584,Not highlighted,FALSE
CHCHD6,-0.12832615275,0.182344758089607,0.300578870032413,Not highlighted,FALSE
ENTHD1,0.19461844435,0.182357713971414,0.300578870032413,Not highlighted,FALSE
TRIM77P,0.2383871809,0.182363279774552,0.300578870032413,Not highlighted,FALSE
CEP112,-0.08974711545,0.182375870112531,0.300578870032413,Not highlighted,FALSE
CSNK2A1,0.13468523105,0.182405049708535,0.300604185261008,Not highlighted,FALSE
C12orf61,0.30018520415,0.182449966935858,0.300655430362787,Not highlighted,FALSE
KRTAP6-3,0.2395040809,0.182523887468667,0.300754458012155,Not highlighted,FALSE
PBRM1,-0.13300078135,0.18254651731066,0.300760762974748,Not highlighted,FALSE
ZBTB1,0.2596455575,0.182555367486006,0.300760762974748,Not highlighted,FALSE
MYH14,0.11606814355,0.18262551901636,0.300853551169635,Not highlighted,FALSE
PCDH8,0.348453586,0.182643033576938,0.300859618808449,Not highlighted,FALSE
ZC3H7A,-0.14871749745,0.182656966273432,0.30085978573222,Not highlighted,FALSE
TTC5,-0.09598002475,0.182727349449364,0.300952926873822,Not highlighted,FALSE
PCGEM1,0.4076909974,0.182748051300797,0.300964234698284,Not highlighted,FALSE
STOML3,0.4582310042,0.182846149906482,0.301063691951908,Not highlighted,FALSE
TRMT11,-0.1306723366,0.182849933873308,0.301063691951908,Not highlighted,FALSE
CAMK4,0.1871122299,0.182849964802163,0.301063691951908,Not highlighted,FALSE
LOC339807,0.2019886001,0.182932209823224,0.301147113771622,Not highlighted,FALSE
CBS,0.15894394365,0.182936832715623,0.301147113771622,Not highlighted,FALSE
OR9G4,0.2952447147,0.182942164462036,0.301147113771622,Not highlighted,FALSE
TPRX1,0.24164905525,0.182985077283477,0.3011949603534,Not highlighted,FALSE
FIG4,-0.1738618163,0.183097630654709,0.301357419945613,Not highlighted,FALSE
CLC,-0.71624172825,0.183133253994841,0.301362871208527,Not highlighted,FALSE
LOC401490,0.48183338725,0.183135216715663,0.301362871208527,Not highlighted,FALSE
MC3R,0.26923792475,0.183142506183593,0.301362871208527,Not highlighted,FALSE
UBR7,0.12064847975,0.183283393689392,0.301566066322335,Not highlighted,FALSE
GBAP1,0.1382763156,0.183300316419113,0.301566066322335,Not highlighted,FALSE
ETV5,-0.1472651259,0.183307582241353,0.301566066322335,Not highlighted,FALSE
C9orf139,-0.20240394675,0.183352836391975,0.301617703788719,Not highlighted,FALSE
ST3GAL6,-0.1506143546,0.183428427745923,0.301719234749646,Not highlighted,FALSE
EIF4G1,-0.1316747668,0.183497896041064,0.301810679371283,Not highlighted,FALSE
DMRTC2,0.4436325136,0.183645812689868,0.302013953016166,Not highlighted,FALSE
TUBGCP2,-0.12371916485,0.183649253243142,0.302013953016166,Not highlighted,FALSE
UBFD1,0.1528112192,0.183810928047869,0.302256978144636,Not highlighted,FALSE
TBK1,0.1880118379,0.183846058109311,0.302291893264324,Not highlighted,FALSE
NACC1,0.1342709106,0.183872750929737,0.302312931082663,Not highlighted,FALSE
MRPL20,0.12995543,0.183934885533767,0.302384515731416,Not highlighted,FALSE
DIP2B,-0.2107556595,0.183944093056183,0.302384515731416,Not highlighted,FALSE
UBAC1,-0.109415016,0.184010882300818,0.302471451054741,Not highlighted,FALSE
ZZZ3,0.15774297745,0.184097458504437,0.302590895979184,Not highlighted,FALSE
FLJ32756,0.26488713605,0.184134209736373,0.302613975101371,Not highlighted,FALSE
OR52M1,0.30265681885,0.184152501310361,0.302613975101371,Not highlighted,FALSE
MEF2B,-0.152264835,0.184166946381824,0.302613975101371,Not highlighted,FALSE
SLC22A2,0.3087096725,0.184175916946326,0.302613975101371,Not highlighted,FALSE
FANCL,-0.12702999005,0.184181059965385,0.302613975101371,Not highlighted,FALSE
SS18L2,0.11924738765,0.184227470685761,0.302667367247483,Not highlighted,FALSE
PCOLCE2,-0.237072853,0.184324517888258,0.30280393573789,Not highlighted,FALSE
C18orf34,0.2645245928,0.184458873715555,0.302978889204818,Not highlighted,FALSE
TREX2,0.24640386135,0.184458874114537,0.302978889204818,Not highlighted,FALSE
KIF18B,0.38376773285,0.184554021510112,0.303112282987614,Not highlighted,FALSE
NEU2,0.3978833621,0.184607583162038,0.303177361188423,Not highlighted,FALSE
SNORA53,0.1990257249,0.184644523794972,0.303215135255038,Not highlighted,FALSE
TSPY3,0.3541943546,0.184695360171565,0.303265755484157,Not highlighted,FALSE
OSBPL9,-0.12897203175,0.184703233204032,0.303265755484157,Not highlighted,FALSE
RRM2B,0.20898576575,0.184761750959568,0.303327124982428,Not highlighted,FALSE
DACH1,-0.14827118195,0.184768499724953,0.303327124982428,Not highlighted,FALSE
WDFY1,0.2091062987,0.184789296693991,0.303338373080348,Not highlighted,FALSE
STXBP2,-0.1451857562,0.184809648997887,0.303348889601723,Not highlighted,FALSE
TIPARP,0.2100144409,0.184837532765191,0.303371765842332,Not highlighted,FALSE
FAM118B,0.1545010796,0.185001627389065,0.303618183112037,Not highlighted,FALSE
MRPS23,0.16598990085,0.185072767924468,0.30371202171958,Not highlighted,FALSE
ZNHIT3,0.1413472184,0.185105291886934,0.303742479565827,Not highlighted,FALSE
ZNF446,-0.11067314075,0.185140119355059,0.30377006197709,Not highlighted,FALSE
KRT73,0.15023946555,0.185150031339291,0.30377006197709,Not highlighted,FALSE
LIPK,0.4605767519,0.185176247349698,0.30379016006868,Not highlighted,FALSE
POLD3,0.1051031104,0.185232472135744,0.303859482194321,Not highlighted,FALSE
LANCL1,-0.2603101464,0.185260726179803,0.303882913495444,Not highlighted,FALSE
PPP2R2D,-0.1054815287,0.185371728850657,0.304042063486616,Not highlighted,FALSE
PADI4,-0.647996883500001,0.185412623612364,0.304086208913228,Not highlighted,FALSE
SUCLG2,-0.1595016536,0.185455907559998,0.304134265775413,Not highlighted,FALSE
C17orf66,0.335597709,0.185516862030821,0.304211291586462,Not highlighted,FALSE
NAA25,0.1324669611,0.185549187739883,0.304241363765863,Not highlighted,FALSE
LOC100306975,-0.19894461795,0.185590362104551,0.304285939285308,Not highlighted,FALSE
LONRF1,-0.2680519824,0.185662993339299,0.304382079523397,Not highlighted,FALSE
VPREB3,0.28084592615,0.185703629693503,0.304425755753492,Not highlighted,FALSE
SMAD1,-0.1296687632,0.185732668242672,0.304448452546242,Not highlighted,FALSE
LOC100130815,0.28369541615,0.185745467715207,0.304448452546242,Not highlighted,FALSE
TUFM,0.11551399445,0.1857742203071,0.304472637139846,Not highlighted,FALSE
DDX26B,-0.1522444982,0.185792904809865,0.304480318347335,Not highlighted,FALSE
SNX17,0.1153853441,0.18590317201856,0.304638074261543,Not highlighted,FALSE
KRT37,0.3380133431,0.185931835201263,0.304655927099146,Not highlighted,FALSE
C1orf64,0.23656277315,0.18594207834536,0.304655927099146,Not highlighted,FALSE
OR6C4,0.28921554085,0.185981540597083,0.304697632828783,Not highlighted,FALSE
FUT7,0.36196186575,0.186007946256695,0.304717942986567,Not highlighted,FALSE
GATC,0.15803727605,0.186041265232723,0.304738175677944,Not highlighted,FALSE
THAP6,-0.1170878186,0.186048316154978,0.304738175677944,Not highlighted,FALSE
ZNF750,0.30486519135,0.186128065621954,0.304828523891144,Not highlighted,FALSE
SEPT10,-0.14997744285,0.186131503049015,0.304828523891144,Not highlighted,FALSE
GLRX,0.1472965725,0.186219499804372,0.304949677011571,Not highlighted,FALSE
GGCX,0.12829327775,0.18626532196033,0.305001752731187,Not highlighted,FALSE
NPTX1,0.2770173604,0.186302294768151,0.305039331260581,Not highlighted,FALSE
LOC729313,0.14784188125,0.186334851400275,0.305069673916814,Not highlighted,FALSE
LOC340017,-0.12995950915,0.186522797562316,0.305354398477873,Not highlighted,FALSE
LINC00239,0.2330544445,0.18654975599527,0.305355761205755,Not highlighted,FALSE
NOXO1,0.38926476555,0.186551706080511,0.305355761205755,Not highlighted,FALSE
PRR25,0.1769889282,0.186589412854197,0.305394500256169,Not highlighted,FALSE
FAM155B,0.23795747505,0.186635807843725,0.30544745257819,Not highlighted,FALSE
DBF4B,-0.18910358155,0.186728747058316,0.305565339498975,Not highlighted,FALSE
ATP6,-0.20596317925,0.186735934992638,0.305565339498975,Not highlighted,FALSE
INTS9,-0.09076027855,0.186764256796164,0.305588695188067,Not highlighted,FALSE
FMO9P,0.27106287085,0.186799438126807,0.30560743306,Not highlighted,FALSE
DEFA6,0.437620125,0.186803807924134,0.30560743306,Not highlighted,FALSE
WRN,0.105027484,0.186923548016349,0.305761241255852,Not highlighted,FALSE
PPIG,-0.1265939712,0.186929642132547,0.305761241255852,Not highlighted,FALSE
C1orf63,-0.1308144585,0.186939993906839,0.305761241255852,Not highlighted,FALSE
UBE2CBP,0.2708617016,0.186987096906083,0.305815288112865,Not highlighted,FALSE
FERMT1,0.17971904335,0.187054510034445,0.305902541332927,Not highlighted,FALSE
LOC401400,0.39109638435,0.187100761458736,0.305955176909519,Not highlighted,FALSE
FOXR2,0.383827206,0.187137222478491,0.305991796087509,Not highlighted,FALSE
ZEB2,0.19395504165,0.187207695952639,0.306084020021181,Not highlighted,FALSE
ATP13A3,-0.136994317,0.18737833016021,0.30633637284781,Not highlighted,FALSE
PRPS2,0.1384839794,0.187390206744803,0.30633637284781,Not highlighted,FALSE
CYP4F22,0.24944412375,0.187413094692382,0.306350765442901,Not highlighted,FALSE
CCDC53,0.1382823588,0.187456228386092,0.306398247659624,Not highlighted,FALSE
NEUROD6,0.48308098525,0.187527296329661,0.306491377997054,Not highlighted,FALSE
FLJ31715,0.1561765679,0.187801137544266,0.306915878577226,Not highlighted,FALSE
LINC00305,0.19012909415,0.187953776130761,0.307139733182628,Not highlighted,FALSE
GPR133,0.18413212645,0.187966353812392,0.307139733182628,Not highlighted,FALSE
ABCB11,0.27213702345,0.187987969382483,0.307151980020114,Not highlighted,FALSE
CENPC1,-0.193943451,0.18805008993896,0.30723040080759,Not highlighted,FALSE
CLUL1,0.285551079,0.188144158450104,0.307355206837798,Not highlighted,FALSE
ZYG11A,0.1656272171,0.188154741368707,0.307355206837798,Not highlighted,FALSE
FUS,-0.19501561945,0.188192315694202,0.307393500862077,Not highlighted,FALSE
KIAA1522,-0.1403083799,0.188362459981032,0.307648312772744,Not highlighted,FALSE
LOC100652791,0.24688482,0.188428323627286,0.307732779903952,Not highlighted,FALSE
TBC1D10B,0.1002138849,0.188447763516199,0.307741422823151,Not highlighted,FALSE
VAX1,0.3601686394,0.188660250172716,0.308065292527357,Not highlighted,FALSE
DDX4,0.34683075615,0.188707757873759,0.308101066608701,Not highlighted,FALSE
PAX8,-0.1881970886,0.188710486871447,0.308101066608701,Not highlighted,FALSE
PCSK2,-0.3517894915,0.188743167217649,0.308110025553291,Not highlighted,FALSE
TH1L,-0.110134977,0.188744303535197,0.308110025553291,Not highlighted,FALSE
ATP5E,0.459624221,0.188828389920381,0.308219121282588,Not highlighted,FALSE
CYP2U1,0.19184968385,0.188839473580961,0.308219121282588,Not highlighted,FALSE
PPP6R2,0.0895541191500001,0.188858937491737,0.308227761728711,Not highlighted,FALSE
CBL,-0.1766212967,0.188901680522422,0.308274390781284,Not highlighted,FALSE
tAKR,0.4325990669,0.188962212378562,0.308350040784582,Not highlighted,FALSE
DPF1,0.17767880085,0.189002764277401,0.308393078430878,Not highlighted,FALSE
LZIC,0.1162958412,0.189026985059472,0.30840946437246,Not highlighted,FALSE
SACS,0.13613743975,0.189060005080783,0.308440203293871,Not highlighted,FALSE
KMO,0.2473306186,0.189192801281925,0.308633704326116,Not highlighted,FALSE
DBX2,0.50290317715,0.189280322778188,0.308753324414784,Not highlighted,FALSE
RDH8,0.2974797937,0.189381540345838,0.308895265867027,Not highlighted,FALSE
ODF3L2,0.31779389425,0.189448017378408,0.308980525906511,Not highlighted,FALSE
HSPBP1,0.09600272265,0.189576711521537,0.309167238642711,Not highlighted,FALSE
ANXA7,-0.1357158207,0.189692685703127,0.309333180854218,Not highlighted,FALSE
BTBD19,0.29502884845,0.189761502511336,0.309422204094946,Not highlighted,FALSE
MGC39372,0.19034320655,0.189895822381615,0.309602761964657,Not highlighted,FALSE
CLEC2B,-0.21836399865,0.189911115758335,0.309602761964657,Not highlighted,FALSE
SULT1C3,0.3998291422,0.189914934391983,0.309602761964657,Not highlighted,FALSE
CBX6,-0.11104464615,0.189942351045286,0.309622780857294,Not highlighted,FALSE
DDAH1,-0.13451809715,0.18995840493914,0.309622780857294,Not highlighted,FALSE
NFE2,-0.598955725,0.189969916941957,0.309622780857294,Not highlighted,FALSE
SYNGR2,-0.1153575689,0.189993487156124,0.3096379960006,Not highlighted,FALSE
BSND,0.277277735,0.190200145764087,0.309942395951056,Not highlighted,FALSE
QTRTD1,0.13976459265,0.190224988026856,0.309942395951056,Not highlighted,FALSE
TMEM125,-0.259695819,0.190226789492488,0.309942395951056,Not highlighted,FALSE
LOC100128264,0.3667777508,0.19024792732811,0.309942395951056,Not highlighted,FALSE
ZNF107,-0.1305385587,0.190251511159364,0.309942395951056,Not highlighted,FALSE
ZNF99,-0.11206989205,0.190443630689235,0.310218774057424,Not highlighted,FALSE
RASSF5,-0.20383751735,0.190449683190642,0.310218774057424,Not highlighted,FALSE
NECAP1,0.16495010725,0.190465252884241,0.310220904585399,Not highlighted,FALSE
ADAM28,-0.19257561905,0.190577123548627,0.310379873572157,Not highlighted,FALSE
CCDC56,0.1442608359,0.190669359861795,0.310505523304564,Not highlighted,FALSE
TGFA,0.14546627965,0.190682823662301,0.310505523304564,Not highlighted,FALSE
VAMP8,0.15911121175,0.190703357931443,0.310515715377255,Not highlighted,FALSE
ABCC13,0.260024927,0.190756313409615,0.310578692311822,Not highlighted,FALSE
NEU4,-0.17435166545,0.190838403832216,0.310689092145675,Not highlighted,FALSE
GNL3L,-0.2234928626,0.190918785628542,0.310796693982342,Not highlighted,FALSE
PLEKHG4B,0.2635882906,0.190935959179502,0.310801390711108,Not highlighted,FALSE
FBXO48,0.22076410935,0.190973215727941,0.310838774956164,Not highlighted,FALSE
LUZP4,0.3220421113,0.191080221310277,0.310989672573225,Not highlighted,FALSE
AMOT,-0.3892866562,0.191129261907881,0.311023013087751,Not highlighted,FALSE
KCNA7,0.3403515006,0.191129303785581,0.311023013087751,Not highlighted,FALSE
LOC100216001,0.3373843453,0.191163138949724,0.311054802396349,Not highlighted,FALSE
PAH,0.4224916639,0.191203493185952,0.311097193790173,Not highlighted,FALSE
EIF2B3,-0.1529024598,0.191242583591112,0.311137522683162,Not highlighted,FALSE
POU3F1,0.1197391914,0.191374945246539,0.311312126233794,Not highlighted,FALSE
SS18,0.15291610005,0.191378528503047,0.311312126233794,Not highlighted,FALSE
RXFP3,0.2355650643,0.191508178368131,0.311499730491556,Not highlighted,FALSE
CLSTN3,0.28294870795,0.191533854711913,0.31151820006681,Not highlighted,FALSE
STRA8,0.2472341525,0.191592021833215,0.31158950720868,Not highlighted,FALSE
SH3RF3,0.181274221,0.191650019395373,0.311658129887327,Not highlighted,FALSE
ITIH4,-0.23929532175,0.191671179871681,0.311658129887327,Not highlighted,FALSE
SEC22C,-0.1673139559,0.191677200332505,0.311658129887327,Not highlighted,FALSE
ZSCAN12,0.2387981665,0.191732571961555,0.311712364472474,Not highlighted,FALSE
HAB1,-0.2628759398,0.191739216469368,0.311712364472474,Not highlighted,FALSE
KBTBD3,-0.161013674,0.1918197562797,0.311819993916451,Not highlighted,FALSE
FKBP3,0.1226755618,0.191842912310065,0.311834331831455,Not highlighted,FALSE
SCAP,-0.1037287696,0.1919510166327,0.311977477617262,Not highlighted,FALSE
TMEM176B,0.19252190525,0.191962371165261,0.311977477617262,Not highlighted,FALSE
AFAP1,0.1331136202,0.191974004133277,0.311977477617262,Not highlighted,FALSE
KRTAP5-9,0.2654949607,0.192028862937044,0.312043315897698,Not highlighted,FALSE
TBC1D16,0.18478011965,0.192148342572289,0.312195431113111,Not highlighted,FALSE
IKBKE,0.2238467926,0.192151178362556,0.312195431113111,Not highlighted,FALSE
ZNF582,0.15911514255,0.192212336662421,0.312251152067837,Not highlighted,FALSE
INTS8,0.1408366918,0.192232876066886,0.312251152067837,Not highlighted,FALSE
ANKRD9,0.15236077135,0.192233489455764,0.312251152067837,Not highlighted,FALSE
SCYL1,0.0889416702500001,0.192242893917454,0.312251152067837,Not highlighted,FALSE
PDPR,-0.29567922,0.192275667967886,0.312281066948215,Not highlighted,FALSE
SEMA4C,-0.1120155805,0.192336939538702,0.312339229225052,Not highlighted,FALSE
B3GALT5,0.3813045301,0.192361490620459,0.312339229225052,Not highlighted,FALSE
ST3GAL5,0.1533293475,0.19236261978977,0.312339229225052,Not highlighted,FALSE
LOC100129960,0.1311556849,0.192368915682605,0.312339229225052,Not highlighted,FALSE
FZD2,0.1358428729,0.192465628494094,0.312472932602145,Not highlighted,FALSE
SNAPC3,0.12535879695,0.192668049205251,0.312767365578904,Not highlighted,FALSE
MOB2,-0.1256929415,0.192682376037519,0.312767365578904,Not highlighted,FALSE
TREML2P1,0.3357131724,0.192690118891269,0.312767365578904,Not highlighted,FALSE
LOC339685,0.2572809469,0.192857486679666,0.313015673052984,Not highlighted,FALSE
PSMA3,0.17026195365,0.1928962053802,0.31305515626577,Not highlighted,FALSE
LOC285389,-0.41352159135,0.192952263473064,0.313114274842798,Not highlighted,FALSE
CNBD1,0.347998474,0.192961422134411,0.313114274842798,Not highlighted,FALSE
TRIM9,-0.287697148,0.192984085818407,0.313127691684468,Not highlighted,FALSE
TSC22D2,-0.2128940594,0.193078224927692,0.313257070830697,Not highlighted,FALSE
VENTXP1,0.46578947315,0.193110933606834,0.31328677116765,Not highlighted,FALSE
LOC100130342,0.27279248565,0.193314956946133,0.313568001283644,Not highlighted,FALSE
ZFYVE26,-0.32261514945,0.1933265395983,0.313568001283644,Not highlighted,FALSE
FCN2,-0.2913053506,0.193327531501239,0.313568001283644,Not highlighted,FALSE
ACAD10,-0.20847776515,0.193554599615855,0.313912887775431,Not highlighted,FALSE
CCNT1,-0.1595332881,0.193580878287194,0.31393210053702,Not highlighted,FALSE
RINL,-0.12089624345,0.193597306441614,0.31393533694036,Not highlighted,FALSE
NOL11,0.15458714725,0.193705054495981,0.31407030248747,Not highlighted,FALSE
OR2A25,0.2985583073,0.193709414222687,0.31407030248747,Not highlighted,FALSE
LINC00303,-0.24434962365,0.193769076526089,0.314124507460933,Not highlighted,FALSE
TERF1,0.23513362495,0.193771728627749,0.314124507460933,Not highlighted,FALSE
BPI,-0.7632117743,0.193856266372373,0.314197479069103,Not highlighted,FALSE
C1orf195,-0.2668679795,0.193865491530108,0.314197479069103,Not highlighted,FALSE
ROS1,0.3765153138,0.193866934074975,0.314197479069103,Not highlighted,FALSE
XPNPEP1,0.1195359718,0.193883747571496,0.314197479069103,Not highlighted,FALSE
ZC3H12D,-0.56171001245,0.193896693607042,0.314197479069103,Not highlighted,FALSE
MAGEF1,0.1944369477,0.193903409296784,0.314197479069103,Not highlighted,FALSE
SLC30A8,0.27961621175,0.19411173645606,0.314493521636477,Not highlighted,FALSE
TPK1,0.1280870924,0.194115024893864,0.314493521636477,Not highlighted,FALSE
C5orf27,0.22605175665,0.194344313744563,0.314841551543289,Not highlighted,FALSE
NKAIN1,0.2250999905,0.19445603025499,0.314999074330246,Not highlighted,FALSE
IFIT1B,-0.5993801372,0.194508950437367,0.315061336653035,Not highlighted,FALSE
MOV10,-0.1990793977,0.194614226669877,0.31520838857209,Not highlighted,FALSE
NBEAL1,-0.18687846505,0.194634330895325,0.31521747938613,Not highlighted,FALSE
RRAGC,-0.2260346349,0.194689032749289,0.315270762543976,Not highlighted,FALSE
PTMS,0.15919041145,0.194696218888067,0.315270762543976,Not highlighted,FALSE
OCA2,0.2644969505,0.194721239730667,0.315287807549611,Not highlighted,FALSE
MUTYH,-0.10866213025,0.19479020182928,0.315375993315258,Not highlighted,FALSE
OR4A5,0.41992103285,0.194829344013888,0.315415889475297,Not highlighted,FALSE
CCDC144A,0.377301886,0.194930782146546,0.315556625232692,Not highlighted,FALSE
OR10Z1,0.4242991253,0.195016592060521,0.315672042751932,Not highlighted,FALSE
ZDHHC4,0.10150981035,0.19507543904132,0.315743801624138,Not highlighted,FALSE
UBE2U,0.2832295716,0.195153322345768,0.315846359201276,Not highlighted,FALSE
STMN4,0.34383616985,0.195251296324545,0.315981414898557,Not highlighted,FALSE
HIST3H3,0.10810995035,0.195329368480638,0.31608424514141,Not highlighted,FALSE
CACNG5,0.21997871655,0.195368082097498,0.316101764686013,Not highlighted,FALSE
ETF1,-0.1983302537,0.195382751636994,0.316101764686013,Not highlighted,FALSE
SSBP2,-0.1161940576,0.195383791200967,0.316101764686013,Not highlighted,FALSE
