gene,logFC,P.Value,adj.P.Val,status,is_piezo
VAV3,-0.0568527679,0.623513894748273,0.72257331510344,Not highlighted,FALSE
VASH1,0.0511230972000001,0.623515130769197,0.72257331510344,Not highlighted,FALSE
KLHL15,-0.0841958036499998,0.623639833037685,0.72266632013563,Not highlighted,FALSE
SNX27,-0.0428791046499999,0.623661831628634,0.72266632013563,Not highlighted,FALSE
FAF2,-0.0648237694000002,0.623841434322954,0.722835928162409,Not highlighted,FALSE
DDI2,0.07848274805,0.624347156845983,0.723383368260031,Not highlighted,FALSE
PSMD1,0.04101662535,0.624384233345032,0.723387794605653,Not highlighted,FALSE
LOC389676,0.1286357325,0.624420204593762,0.723390940047055,Not highlighted,FALSE
C16orf74,0.04812395365,0.624519684185171,0.723467655663622,Not highlighted,FALSE
LOC729706,0.128930736,0.624711965296843,0.723651862239692,Not highlighted,FALSE
SUZ12,0.040722084,0.624858528744099,0.723783093734578,Not highlighted,FALSE
WASL,-0.0398920056499999,0.624914020088244,0.723808826675159,Not highlighted,FALSE
FUT5,-0.11086756715,0.624980858647293,0.72384769912656,Not highlighted,FALSE
IFI35,-0.04873829035,0.625121222857845,0.723943518247646,Not highlighted,FALSE
ACRV1,-0.1162458467,0.625133691639405,0.723943518247646,Not highlighted,FALSE
BTF3P11,0.0635854230999999,0.625163435397379,0.723943518247646,Not highlighted,FALSE
LINC00246A,-0.0777431725,0.625238848317222,0.723992303891201,Not highlighted,FALSE
C7orf25,0.0564143246999999,0.625365876542652,0.724063671778873,Not highlighted,FALSE
CTSE,0.0867258757000002,0.625387952250879,0.724063671778873,Not highlighted,FALSE
KRT81,0.0405619612,0.62540034320437,0.724063671778873,Not highlighted,FALSE
LOC100128697,0.10455126355,0.625618486491509,0.724252269277072,Not highlighted,FALSE
SCARNA16,-0.10598678095,0.625629833565474,0.724252269277072,Not highlighted,FALSE
KCTD1,0.0452889679999999,0.625807802250989,0.724409979158006,Not highlighted,FALSE
TBRG1,0.0545181492999998,0.625860185988732,0.724409979158006,Not highlighted,FALSE
LOC100128184,0.0589139925,0.625895011855105,0.724409979158006,Not highlighted,FALSE
LINC00461,0.10795691385,0.625899280447571,0.724409979158006,Not highlighted,FALSE
KNCN,0.14285290365,0.625978972655157,0.724455219592038,Not highlighted,FALSE
CXorf40B,0.0336549763,0.626004979195106,0.724455219592038,Not highlighted,FALSE
C10orf131,0.1200433988,0.626109131489178,0.724537204242837,Not highlighted,FALSE
AQP2,0.1011994609,0.626262974581075,0.724667920089032,Not highlighted,FALSE
LOC646482,-0.0977209508499999,0.62628871964664,0.724667920089032,Not highlighted,FALSE
NANOS2,-0.10545868805,0.626366573817907,0.724683538100296,Not highlighted,FALSE
PSTK,0.04824424975,0.626368848833379,0.724683538100296,Not highlighted,FALSE
LRRC37A3,0.0816432527500001,0.62647276317736,0.724765213521643,Not highlighted,FALSE
DEFA10P,0.1173529123,0.626655511315869,0.724938078080242,Not highlighted,FALSE
LOC255654,-0.1010169488,0.626946230968023,0.725235823017253,Not highlighted,FALSE
ZNF250,0.05065767835,0.627137215370314,0.725372812690935,Not highlighted,FALSE
HPX,0.0837898955499999,0.627189796853278,0.725372812690935,Not highlighted,FALSE
HSFY1P1,-0.14272765815,0.627236214219458,0.725372812690935,Not highlighted,FALSE
OBFC2B,0.0540995572499999,0.627236302435178,0.725372812690935,Not highlighted,FALSE
EDC4,-0.05722973435,0.627255929736912,0.725372812690935,Not highlighted,FALSE
LINGO2,-0.0864535668499999,0.627264739183362,0.725372812690935,Not highlighted,FALSE
DNAJC25,0.0519775866499999,0.627513104304735,0.725621447282791,Not highlighted,FALSE
LOC286083,0.1378156639,0.627567067772191,0.725645272069992,Not highlighted,FALSE
BPIFA3,0.10548661255,0.627640267650602,0.725668940185687,Not highlighted,FALSE
POMGNT1,-0.03912663455,0.627654258948764,0.725668940185687,Not highlighted,FALSE
FIGLA,-0.10139924875,0.627812409118824,0.725813208777712,Not highlighted,FALSE
CLEC4F,-0.0638595601999999,0.627900240062474,0.725876170378345,Not highlighted,FALSE
DPCR1,-0.0816334917999999,0.628081994954011,0.726047699114612,Not highlighted,FALSE
SLC25A35,-0.0601245659999999,0.628118607573985,0.726049663871228,Not highlighted,FALSE
LOC339862,0.12088061105,0.628150451654682,0.726049663871228,Not highlighted,FALSE
STC1,-0.09225761675,0.628336528942044,0.726226151835672,Not highlighted,FALSE
CCDC113,0.0590867734999999,0.628609568239039,0.726500067832558,Not highlighted,FALSE
SLC9A6,0.04544096135,0.628663941348783,0.726500067832558,Not highlighted,FALSE
SNX9,-0.04563324375,0.628673720890595,0.726500067832558,Not highlighted,FALSE
FLJ40194,-0.1091256432,0.628740094190526,0.726538170889944,Not highlighted,FALSE
OR5B12,0.0919946230000001,0.628790288001061,0.726557574746299,Not highlighted,FALSE
LOC100130476,0.0784314598000001,0.628917022430852,0.726665413360029,Not highlighted,FALSE
ACTL8,0.0744123197500002,0.629041688291158,0.726733684701218,Not highlighted,FALSE
CWC22,0.0430791633,0.629042930100889,0.726733684701218,Not highlighted,FALSE
KRT82,-0.10311350605,0.629183932914123,0.726857980176748,Not highlighted,FALSE
ACER2,0.10517628515,0.629308231684929,0.726962966309642,Not highlighted,FALSE
CMIP,-0.0761160081000001,0.629453472556345,0.727077717367018,Not highlighted,FALSE
MRFAP1,0.0631982813499998,0.629499281038819,0.727077717367018,Not highlighted,FALSE
FLJ20444,-0.1389606693,0.629507845309537,0.727077717367018,Not highlighted,FALSE
FLJ13744,-0.0962426927999998,0.629624200591404,0.727173495341628,Not highlighted,FALSE
SUMF1,0.09586864065,0.6296637587755,0.727180572385701,Not highlighted,FALSE
CSTT,0.1072654905,0.629752492651261,0.727244437255799,Not highlighted,FALSE
REG1P,0.0603382550000001,0.629833434396598,0.727290984850906,Not highlighted,FALSE
DBX1,0.18197334095,0.629916430539225,0.727290984850906,Not highlighted,FALSE
HMX3,0.0963846146000001,0.629917480206515,0.727290984850906,Not highlighted,FALSE
DNAJA1,0.0934569304999999,0.629926542597971,0.727290984850906,Not highlighted,FALSE
PRSS36,0.0982613076500001,0.629960121949701,0.727291150822668,Not highlighted,FALSE
C6orf108,0.0498327284,0.629995864229085,0.727293813751781,Not highlighted,FALSE
CHAF1A,-0.0436344158,0.63012855043263,0.727378908983499,Not highlighted,FALSE
ATP5B,-0.0598568025000002,0.63016788833208,0.727378908983499,Not highlighted,FALSE
LOC100506128,0.11681723675,0.630169894253128,0.727378908983499,Not highlighted,FALSE
MED1,-0.0511089319999999,0.630461100683488,0.727676422692733,Not highlighted,FALSE
ZNF524,0.0383945931000001,0.630549914194301,0.727740315888706,Not highlighted,FALSE
POLR3G,0.0655477287500001,0.630617548566127,0.727779759996307,Not highlighted,FALSE
HTR2C,0.05712117515,0.630695324799651,0.72778267028687,Not highlighted,FALSE
GBA3,0.09288146655,0.630725394184397,0.72778267028687,Not highlighted,FALSE
TFDP2,-0.0504855670499999,0.630749172821542,0.72778267028687,Not highlighted,FALSE
C1orf55,0.0362416763000001,0.630781520227361,0.72778267028687,Not highlighted,FALSE
CLECL1,-0.11745361885,0.630787361296357,0.72778267028687,Not highlighted,FALSE
NTRK3,0.0643430715000001,0.630871926158912,0.72784163242859,Not highlighted,FALSE
LOC149773,0.0817432651500001,0.630926642181535,0.727866153313855,Not highlighted,FALSE
FAM83F,0.07716388185,0.630980880507338,0.727890120534345,Not highlighted,FALSE
ATAT1,-0.05028381745,0.631049504437647,0.72789970921994,Not highlighted,FALSE
SGK494,-0.0638609644499999,0.631057189303342,0.72789970921994,Not highlighted,FALSE
SEMA4B,-0.0599967921500002,0.631089583310907,0.72789970921994,Not highlighted,FALSE
LDOC1L,-0.0418374532500001,0.631196154359448,0.727984027021565,Not highlighted,FALSE
RFPL3-AS1,0.0693548191000001,0.631441945118696,0.728194120619385,Not highlighted,FALSE
BOLL,0.1329511129,0.631445269544081,0.728194120619385,Not highlighted,FALSE
EXOC2,-0.0629275371500002,0.631711422976553,0.728462432942055,Not highlighted,FALSE
VCP,0.0364866728,0.631843181092471,0.728532774686813,Not highlighted,FALSE
LILRB4,-0.1017628176,0.631864509342102,0.728532774686813,Not highlighted,FALSE
SDCCAG8,0.0475820768,0.63187290029613,0.728532774686813,Not highlighted,FALSE
GPR83,-0.1289284675,0.63204681312333,0.728650457417125,Not highlighted,FALSE
PLK5,0.0842784603,0.63206581203976,0.728650457417125,Not highlighted,FALSE
SNW1,0.0416492472,0.632096857000942,0.728650457417125,Not highlighted,FALSE
ABLIM1,0.06668715325,0.63210896154198,0.728650457417125,Not highlighted,FALSE
ANKRD20A1,-0.1117281974,0.632332613756572,0.728869642013298,Not highlighted,FALSE
PABPC1L2B,0.0752677975000001,0.63240035288537,0.728909096861094,Not highlighted,FALSE
RGL1,-0.0511051187,0.632473840127025,0.728955172492081,Not highlighted,FALSE
LOC652586,0.0583575932500001,0.632541019611555,0.728993973645785,Not highlighted,FALSE
HIST1H3C,-0.0454853176,0.632595639183282,0.729018296345152,Not highlighted,FALSE
DAOA,0.0632204662000001,0.632817326613842,0.729219327681406,Not highlighted,FALSE
C12orf63,-0.0723161449499999,0.632837129856653,0.729219327681406,Not highlighted,FALSE
MICALL1,0.0551266919499999,0.632880473472352,0.729230641962634,Not highlighted,FALSE
FAM198B,0.0637273328,0.632922666873032,0.729240629790889,Not highlighted,FALSE
C18orf62,0.0879549260499999,0.632973096953081,0.729249418878234,Not highlighted,FALSE
LOC284551,0.0967762984000002,0.632997346351597,0.729249418878234,Not highlighted,FALSE
ADH6,0.0547403366500002,0.633108555493429,0.729311402593265,Not highlighted,FALSE
DALRD3,0.0391360786999999,0.633118205919852,0.729311402593265,Not highlighted,FALSE
SYN3,-0.1024234253,0.633188187357553,0.729345365974163,Not highlighted,FALSE
REPS2,0.0559298033500001,0.633214749743567,0.729345365974163,Not highlighted,FALSE
PCDHAC1,0.13843997135,0.633302385991367,0.729407682944203,Not highlighted,FALSE
GRK7,0.0516401359500001,0.633710371821996,0.729838937251658,Not highlighted,FALSE
MTR,0.143156347800001,0.633905470370851,0.730024978372869,Not highlighted,FALSE
HHAT,-0.0696283134,0.634245983837843,0.730378455208892,Not highlighted,FALSE
TIFAB,-0.10430367675,0.634504449356442,0.730599205038421,Not highlighted,FALSE
DEFB119,0.13193678605,0.634511558587827,0.730599205038421,Not highlighted,FALSE
DEPDC5,-0.10245690035,0.634538441595525,0.730599205038421,Not highlighted,FALSE
CHMP1A,-0.03832569015,0.63469275130364,0.730738195435175,Not highlighted,FALSE
LINC00277,0.0987687544500002,0.634850823772584,0.730838236116937,Not highlighted,FALSE
LOC391766,0.1197536469,0.634855882960856,0.730838236116937,Not highlighted,FALSE
HOXB13,0.1422806308,0.634952536329004,0.730838236116937,Not highlighted,FALSE
PTGDR2,-0.1321635274,0.634958988447994,0.730838236116937,Not highlighted,FALSE
VWA3A,0.0841702207999999,0.634996313310213,0.730838236116937,Not highlighted,FALSE
IL18R1,0.0896538894000001,0.635011460822257,0.730838236116937,Not highlighted,FALSE
TOR1B,-0.0326713321,0.635014833698516,0.730838236116937,Not highlighted,FALSE
MMAA,-0.0414395095500001,0.635129608721241,0.730931656997218,Not highlighted,FALSE
ITPRIP,0.0689395964,0.63537952401314,0.731180584400266,Not highlighted,FALSE
PCDHB11,0.0296365732,0.635571005618215,0.731359014368741,Not highlighted,FALSE
C16orf72,0.03410840035,0.63560182087287,0.731359014368741,Not highlighted,FALSE
LOC389300,-0.0970669203499999,0.63577971310774,0.731525010289318,Not highlighted,FALSE
DEDD,-0.08472514355,0.635897242646539,0.731567892992912,Not highlighted,FALSE
RAD17,-0.0797354665000002,0.635908660078348,0.731567892992912,Not highlighted,FALSE
KEAP1,0.04214554285,0.635917879767836,0.731567892992912,Not highlighted,FALSE
CLDN17,0.10676851,0.635974484949679,0.731594319986536,Not highlighted,FALSE
MLNR,0.0748822468999998,0.636111149170323,0.731712835365038,Not highlighted,FALSE
LAP3,-0.074861768,0.636196172657875,0.731771939487816,Not highlighted,FALSE
OR5AR1,0.06875026605,0.636263608904664,0.731810809057438,Not highlighted,FALSE
CDC40,-0.0614538899000001,0.636468267453816,0.732007495038091,Not highlighted,FALSE
LINC00272,0.15579791525,0.636578431427108,0.732095486962168,Not highlighted,FALSE
CD274,0.0797456506,0.636665493992903,0.732156903269026,Not highlighted,FALSE
CDK17,-0.0498787625499999,0.636772389264004,0.732241119225556,Not highlighted,FALSE
EPHA1,0.120203713,0.636953420251672,0.732410572358956,Not highlighted,FALSE
EYA3,0.0535577317,0.637051888286976,0.732461381263032,Not highlighted,FALSE
LOC100131067,0.0536271086,0.637075360868057,0.732461381263032,Not highlighted,FALSE
LOC729176,0.17245599935,0.637098626953685,0.732461381263032,Not highlighted,FALSE
SLC16A12,0.0613101974000001,0.637202327057083,0.732541885637422,Not highlighted,FALSE
GKN1,0.1134905678,0.637269417923218,0.732580296938264,Not highlighted,FALSE
CDKAL1,-0.0658639846499999,0.637356835674336,0.732642069946,Not highlighted,FALSE
LINC00336,-0.0732958568999999,0.637548192840077,0.732823308531883,Not highlighted,FALSE
UQCRC2,-0.0430685979500001,0.63775121182833,0.732990753277004,Not highlighted,FALSE
KCNJ9,0.1137048802,0.637761263172149,0.732990753277004,Not highlighted,FALSE
CFL1P1,0.10380740075,0.637871368734147,0.733006169981514,Not highlighted,FALSE
FLOT1,-0.0384839535000001,0.637882815594743,0.733006169981514,Not highlighted,FALSE
L3MBTL3,-0.0650615931500002,0.63789956782912,0.733006169981514,Not highlighted,FALSE
USP21,-0.0474520965499999,0.637909470290091,0.733006169981514,Not highlighted,FALSE
LOC284080,-0.09881632355,0.637971364187737,0.733038567102195,Not highlighted,FALSE
LOC401134,0.05237691385,0.638137139220915,0.733164019307037,Not highlighted,FALSE
IRF2,-0.0651977327500001,0.638161273077713,0.733164019307037,Not highlighted,FALSE
THSD7A,0.05039150225,0.638181663367021,0.733164019307037,Not highlighted,FALSE
MPP2,0.07458121925,0.638249578319379,0.733203318067237,Not highlighted,FALSE
AFF1,-0.1045874136,0.638556771313833,0.733517474103216,Not highlighted,FALSE
LOC100134365,-0.0725090292999999,0.638590984617665,0.733518038622984,Not highlighted,FALSE
FAM168A,0.0780340411000002,0.63867759915898,0.733578790627634,Not highlighted,FALSE
LOC283692,0.0898235095500001,0.638746396403979,0.733619072526498,Not highlighted,FALSE
C17orf74,-0.05877163455,0.6389780577322,0.733846394497931,Not highlighted,FALSE
KNTC1,-0.0552879785000001,0.639089100237503,0.733921308561842,Not highlighted,FALSE
KCNMB1,0.04662613845,0.639110768057117,0.733921308561842,Not highlighted,FALSE
PRM3,0.11209132815,0.639396937218525,0.734211169211707,Not highlighted,FALSE
KRT5,0.1363818259,0.639598169899522,0.734372034985844,Not highlighted,FALSE
ZNF786,-0.0416874378000001,0.639604551434664,0.734372034985844,Not highlighted,FALSE
LOC100133315,0.0566209272000001,0.639643483663461,0.734377971954376,Not highlighted,FALSE
KIAA0247,-0.0538063985000001,0.639898776506386,0.734627281291156,Not highlighted,FALSE
RNASE3,-0.19872422375,0.639948828954522,0.734627281291156,Not highlighted,FALSE
NPHP3,-0.0891698824499999,0.639961950771705,0.734627281291156,Not highlighted,FALSE
DEFB122,0.0998228531000001,0.640017349890039,0.73465210526692,Not highlighted,FALSE
RNF4,-0.04073290885,0.64028367488775,0.734878382288409,Not highlighted,FALSE
NSDHL,0.03853583385,0.640316445613363,0.734878382288409,Not highlighted,FALSE
POTEA,0.101895405,0.64033125116565,0.734878382288409,Not highlighted,FALSE
IPW,-0.05711426385,0.640363799666609,0.734878382288409,Not highlighted,FALSE
CLDND1,0.047929907,0.640383400895403,0.734878382288409,Not highlighted,FALSE
SGSM1,0.0997823452000001,0.640464984047615,0.734933231325371,Not highlighted,FALSE
EVC2,0.0545642386,0.640526209980545,0.734964715909523,Not highlighted,FALSE
OR2A20P,-0.0704628171500001,0.641167587852541,0.735661850984728,Not highlighted,FALSE
APOB,0.1019806604,0.641239688948093,0.735705771084916,Not highlighted,FALSE
FAM98B,-0.0702275061499999,0.641370444716412,0.735816978558617,Not highlighted,FALSE
OR56A1,0.1194406725,0.641407794192564,0.735821018895451,Not highlighted,FALSE
UBXN7,-0.0695238567499999,0.641580965622315,0.735980865110041,Not highlighted,FALSE
ATPAF1,0.0647950435,0.64170420896675,0.736083423163253,Not highlighted,FALSE
PSMD4,0.0403990970000001,0.641808685037061,0.736164444047994,Not highlighted,FALSE
RALA,0.0643354395999999,0.641973260485444,0.736314387665667,Not highlighted,FALSE
METTL9,-0.0671418444000001,0.64238471476862,0.736747459435148,Not highlighted,FALSE
SLC27A2,-0.0921043843500002,0.642600788891288,0.736943759723679,Not highlighted,FALSE
LOC100506972,0.0607933775500001,0.642623631594278,0.736943759723679,Not highlighted,FALSE
PODN,-0.0889772399500001,0.642714371305489,0.736999707090237,Not highlighted,FALSE
TREML4,0.0927517114999999,0.642740182213212,0.736999707090237,Not highlighted,FALSE
MAPK8,-0.0637881485,0.64289257223732,0.737026447244821,Not highlighted,FALSE
CRYZL1,-0.0648442299499998,0.642894534894973,0.737026447244821,Not highlighted,FALSE
CYTIP,0.0739645967499999,0.64289519869528,0.737026447244821,Not highlighted,FALSE
ANKIB1,-0.0851864808000001,0.642899035032329,0.737026447244821,Not highlighted,FALSE
CBLC,0.164932031,0.642944206368369,0.737039387453215,Not highlighted,FALSE
LOC284669,-0.0547543978999999,0.643226008465691,0.737290576986884,Not highlighted,FALSE
PTPRG,-0.05760438895,0.643255354736164,0.737290576986884,Not highlighted,FALSE
ESR2,0.1943448045,0.643265013334731,0.737290576986884,Not highlighted,FALSE
RLN1,-0.0968531633000001,0.643317319742091,0.737311678119499,Not highlighted,FALSE
PTH2,0.0936274507500001,0.643403141909321,0.737371187713991,Not highlighted,FALSE
NDNL2,-0.0691801097,0.643447972723557,0.737383715435584,Not highlighted,FALSE
ZNF304,-0.0546996589000001,0.643550706498886,0.737462594445463,Not highlighted,FALSE
LOC390705,0.15666754755,0.643815463678432,0.73772712247449,Not highlighted,FALSE
COL4A3,-0.13499109415,0.643953033935092,0.737806759742417,Not highlighted,FALSE
RHCE,0.19003152405,0.643985480369699,0.737806759742417,Not highlighted,FALSE
LOC145783,-0.05728301805,0.643986720323167,0.737806759742417,Not highlighted,FALSE
NUPL2,-0.0505913896499999,0.644113946346032,0.737913654654179,Not highlighted,FALSE
PSMD6,-0.0679776157999999,0.644375287355756,0.738174175824858,Not highlighted,FALSE
THNSL1,0.0486518626999999,0.644504358557068,0.738283153790791,Not highlighted,FALSE
TRIM10,-0.12983182255,0.644592663475722,0.738345424745862,Not highlighted,FALSE
ETV3L,0.09198770365,0.644782898082059,0.738524437843239,Not highlighted,FALSE
RC3H2,0.0873290534000001,0.644942155291283,0.738667952922072,Not highlighted,FALSE
LOC344967,-0.0425262210000001,0.644979174857185,0.738671458510687,Not highlighted,FALSE
