gene,F,P.Value,adj.P.Val
FAM222A,1.8912317953187,0.107014435806322,0.328301748765414
LAX1,1.89102508431512,0.107051415567011,0.328373487451107
PFKFB2,1.89053845337521,0.107138520854042,0.328592148135666
HIST1H2BJ,1.89047485809809,0.107149909274894,0.328592148135666
RAD54L2,1.89038146607918,0.10716663572256,0.328601720529009
CCNB1IP1,1.89029107101491,0.107182827831584,0.328609652274214
CEBPA,1.88956081640953,0.107313722554399,0.328933329327192
PHF13,1.88955012962455,0.107315639262132,0.328933329327192
LHX9,1.88935249835591,0.107351091027463,0.32900024128744
CASP2,1.88900435239085,0.107413570280307,0.32914995724185
CSK,1.8886768933045,0.107472369217734,0.329288358964344
WDR61,1.88857092825071,0.107491403116346,0.329304903534894
LFNG,1.88835779501013,0.10752969693428,0.3293804400829
ZNF708,1.88811829731321,0.107572743473212,0.329456767527856
CCNI2,1.88806738944066,0.10758189564411,0.329456767527856
SLC23A2,1.88781625825093,0.107627054840255,0.329553277834265
ALG6,1.88760679558547,0.107664735142885,0.329625176825099
RPS15AP10,1.8874641096519,0.107690410289365,0.329625176825099
ZBTB33,1.88740076962955,0.10770180970355,0.329625176825099
ITGA7,1.88727379639412,0.107724664824644,0.329625176825099
SORBS2,1.88726771494993,0.107725759599768,0.329625176825099
SERPINB1,1.88723071662406,0.107732420231745,0.329625176825099
ZNF316,1.88697979548948,0.107777602912825,0.329686843800052
ZNF704,1.88696718070625,0.107779874907681,0.329686843800052
ZNF792,1.88651995468046,0.107860452919913,0.329891543544973
C18orf8,1.88608603983246,0.107938688488935,0.330089027991041
ZCCHC14,1.88597074857271,0.107959484952001,0.330110829224671
SSBP2,1.88552820871306,0.108039347266564,0.330313209434093
KLRAP1,1.88510358238291,0.108116030727761,0.330505820803392
CBWD1,1.88475437884337,0.108179133121434,0.330656871966844
GHRLOS,1.88432651245016,0.108256498902186,0.330851476399404
BDH1,1.88407588870005,0.108301841017646,0.330948173848582
ZNF398,1.88390230038213,0.108333256907163,0.331002296531146
HIST1H2BG,1.88375926808439,0.10835914943318,0.331039531527903
LOC100506388,1.88353467693561,0.108399818324392,0.331121893510691
NOD1,1.88341259181278,0.108421931669867,0.331147561408989
ZBTB6,1.88291997785484,0.10851120356709,0.331378315811851
C10orf11,1.88159694521534,0.108751317637142,0.332000601481324
HCK,1.88158400352187,0.108753668937794,0.332000601481324
LDB2,1.88150340231965,0.108768314009008,0.332000601481324
UPK1A,1.88149436325631,0.108769956507337,0.332000601481324
LINC00961,1.88125459986807,0.108813532964127,0.332091642871185
KLK4,1.88115428263749,0.108831770418991,0.332105338083372
SLC13A4,1.88086190006078,0.108884941849889,0.332225619062706
ITGA9,1.88068706585082,0.108916748478834,0.332280690414207
ZNF721,1.88049075692033,0.108952472624498,0.332347697815042
C12orf45,1.88032372435805,0.10898287802696,0.332374834712807
IPO5P1,1.88022258633922,0.109001292461665,0.332374834712807
FAM170B,1.88016102588501,0.109012502394162,0.332374834712807
TNFAIP8L1,1.88013954789298,0.10901641372065,0.332374834712807
PRMT9,1.8799249537943,0.109055500619148,0.332430734547221
CRAMP1L,1.87988776597395,0.109062275516589,0.332430734547221
PCGF1,1.87960442516476,0.109113908103037,0.332494248223481
LOC101929395,1.87959705181881,0.109115252048408,0.332494248223481
SOCS7,1.87953871571668,0.109125885579969,0.332494248223481
CDNF,1.87947128876018,0.109138177448588,0.332494248223481
ZNF382,1.87927507051836,0.10917395548209,0.332557674107992
KBTBD2,1.87917159659361,0.109192827286038,0.332557674107992
MAVS,1.87913061325568,0.109200302792634,0.332557674107992
SCG5,1.87889375319038,0.109243516633654,0.33264733449983
FAM182B,1.8787388752896,0.109271782236532,0.332651478433901
SPATA21,1.87873536539581,0.109272422883061,0.332651478433901
MTR,1.87819002993117,0.109372004982743,0.332912669987171
LOC100505715,1.87786354039258,0.109431666376103,0.333051348893821
ACIN1,1.87776325455318,0.109449998543206,0.333051348893821
HERC2,1.87771438492493,0.109458932949081,0.333051348893821
ZNF559,1.87738130080302,0.109519846635905,0.333194716689384
EVI2B,1.87690412991746,0.109607167856944,0.333418378494806
NEDD4L,1.87668355389938,0.109647555589786,0.33349923311423
ZNF143,1.8763757113494,0.109703946046934,0.333628734433594
LOC100129034,1.87564898871366,0.109837178304872,0.333991862973381
CYP1A2,1.87542839508777,0.109877651422085,0.334072874470999
ERCC6,1.87534161606731,0.109893577047068,0.334079240581225
MARK1,1.87461071166466,0.11002780091838,0.334445189476671
SPATA33,1.87450091102342,0.110047978519353,0.334464429995966
NUDT10,1.87436633304962,0.110072714237832,0.334497517235325
FALEC,1.87425835594987,0.110092564555019,0.334515751880409
LOC101927740,1.87371205146379,0.110193049388703,0.334778958727717
UNC119B,1.87326425290992,0.110275481758996,0.334922514969264
PNLIPRP3,1.87323582209137,0.110280717423461,0.334922514969264
STAT1,1.87322939368396,0.110281901277297,0.334922514969264
GPCPD1,1.87308114946687,0.110309205310639,0.334963318565233
PIH1D1,1.87236328032886,0.110441517143892,0.335299599849075
EMID1,1.87232968364494,0.110447713178456,0.335299599849075
DNM1P41,1.8718589326738,0.110534566384078,0.335521098639518
KLHDC3,1.87151382159483,0.110598281159859,0.335642865938648
ADGRL2,1.87147709425977,0.110605063894296,0.335642865938648
ZNF618,1.87141587216586,0.110616371170109,0.335642865938648
PANK4,1.87130008495108,0.110637759289408,0.33566559478923
LRFN4,1.87113220585528,0.11066877689455,0.335717529305962
FAM86C2P,1.87061078178082,0.110765169755478,0.335967743953792
ECHDC3,1.87008347452786,0.110862732927431,0.336221445052266
TAF1A,1.86998555447714,0.110880859403694,0.336234199268978
ABAT,1.86985809851564,0.110904457722719,0.336263540971232
TERF2,1.86946816144475,0.110976684320963,0.336440298280936
ARMC5,1.86925916978729,0.111015413823982,0.336507782071182
OTUB1,1.86917417774014,0.111031167956899,0.336507782071182
DDOST,1.86912253650907,0.111040741237416,0.336507782071182
MTMR4,1.86860253213922,0.111137184512047,0.336757799212078
VASP,1.86810805077163,0.111228969387129,0.336993639940708
SH3BP5,1.86715471926021,0.111406132587144,0.33746165662497
RWDD4,1.86712646281579,0.111411387816317,0.33746165662497
EPB41L4A-AS2,1.86662839223123,0.111504060091393,0.337700007948265
SCRT2,1.86645366141431,0.111536588634575,0.337756171676392
REC114,1.86582841984416,0.111653061236461,0.338043345991188
ZNF624,1.86576345302853,0.111665170277824,0.338043345991188
HP1BP3,1.865706196045,0.111675843352465,0.338043345991188
CACNA2D1,1.8656441763981,0.111687405333072,0.338043345991188
INPP5J,1.86553200668383,0.111708319458074,0.338064282655163
TMEM106C,1.86520840777713,0.111768675962686,0.338111713092448
PEX3,1.86520606969646,0.111769112167963,0.338111713092448
C14orf93,1.8651195671178,0.111785251726756,0.338111713092448
GCM1,1.86511214820013,0.11178663604556,0.338111713092448
HIST1H2BE,1.86507276009712,0.111793985871581,0.338111713092448
NAA35,1.86446083673755,0.111908230981217,0.338400356146419
LPAR5,1.86441151160071,0.11191744482663,0.338400356146419
THOC7,1.86421251439146,0.111954624601097,0.338470402802639
ST3GAL5,1.86413230259346,0.111969614406419,0.338473353787013
TMEM65,1.86404340103127,0.111986230406142,0.338481219246597
ABHD16A,1.86390580621397,0.112011952045077,0.338516601319412
IFNLR1,1.86369017997368,0.11205227219288,0.338555091634964
GTF2H4,1.86368777310967,0.112052722333868,0.338555091634964
CD68,1.86353577869331,0.112081152462079,0.338598633573058
ARHGEF10,1.86336860191847,0.112112430472145,0.338650767032732
ACTR3BP5,1.86320178977475,0.112143648683764,0.338671470933515
JKAMP,1.8631597955967,0.112151509048556,0.338671470933515
ZNF790-AS1,1.86309825791416,0.112163028480883,0.338671470933515
ELAC2,1.86297176910977,0.112186709914894,0.338671470933515
PHTF1,1.86295413113223,0.112190012509446,0.338671470933515
THSD1,1.86288255220528,0.112203416155757,0.338671470933515
COA6,1.86228870841387,0.112314677284194,0.338964938203817
CDC25C,1.86209848888083,0.112350338930967,0.339001035736241
HLF,1.86202049232121,0.112364964602539,0.339001035736241
MRPS18A,1.86195803187548,0.112376678319337,0.339001035736241
RECQL,1.86192549697397,0.112382780322945,0.339001035736241
ZNF628,1.86183031678187,0.112400633451869,0.339001963951781
SEPT5-GP1BB,1.86176288747654,0.112413282955656,0.339001963951781
ZNF595,1.86169939676878,0.112425194851727,0.339001963951781
SYTL3,1.86155785904407,0.112451754043542,0.339018439233728
FARP1,1.86152068204473,0.112458731219336,0.339018439233728
GPI,1.86105837576794,0.112545529340967,0.339237759911691
RPS6KA5,1.8609116080705,0.11257309857093,0.339278518815032
RNH1,1.86006226812871,0.112732769218021,0.339707667988948
CHST1,1.85991367559164,0.112760726211827,0.339707667988948
SYBU,1.85985861623297,0.112771087077309,0.339707667988948
LOC101929565,1.85985509259758,0.112771750173286,0.339707667988948
BCAP29,1.85970774434641,0.112799482309347,0.339730350501337
NDUFB1,1.85966562064841,0.112807411543938,0.339730350501337
HES4,1.85867503480971,0.11299403191457,0.340230259582309
FADS2,1.85863500694541,0.113001579198,0.340230259582309
UBR5-AS1,1.8583853310402,0.113048666786151,0.34032960848634
LOC101927079,1.8578339724669,0.113152717433006,0.340600396829435
UTP15,1.85757135131235,0.1132023110402,0.340707217265289
DMXL2,1.85745814340161,0.113223695806543,0.340729120958812
C9orf135-AS1,1.85736481067736,0.113241329126017,0.340739731204769
CCDC181,1.8572848179425,0.113256444240274,0.340742762547999
HCG4B,1.8571490866842,0.113282095953837,0.340777489547021
UTP18,1.85664909001348,0.11337663831838,0.341017793218264
C6orf106,1.8565773139719,0.113390216425946,0.341017793218264
KRT78,1.85613039757931,0.113474796454252,0.341229676140381
EYA2,1.85596158066764,0.113506761348985,0.341283307215489
USE1,1.85522041577954,0.113647201434191,0.341634968713932
STX8,1.85513269614021,0.113663834163489,0.341634968713932
PLEK,1.85512046446081,0.113666153628334,0.341634968713932
ZDHHC20,1.85492673997423,0.1137028952561,0.341702877830109
LOC400043,1.85483641755192,0.113720029659136,0.341711853241739
SPI1,1.85464113670998,0.113757083489925,0.341780673906228
PPEF1,1.85454688626307,0.113774971347894,0.341791900866379
GUCY2C,1.85426941144006,0.113827649283515,0.341907625064635
CDIPT,1.85417402508662,0.113845763603833,0.341919513594054
CRYBB2,1.85367831131927,0.113939946898229,0.34215983307633
ATP5D,1.85338666239796,0.11399539403172,0.342283783198425
DRG2,1.85322217436081,0.114026677351155,0.342335156999682
ATP13A2,1.85220449407342,0.114220410534141,0.342844796430553
RFPL4B,1.85218135071167,0.114224819975848,0.342844796430553
RIC3,1.852076851895,0.114244731900495,0.342861954472249
FAM58A,1.85189801932744,0.114278815677271,0.342921634371117
EMC9,1.85171558154917,0.114313596704214,0.342983391453028
EID2B,1.85129647974134,0.114393535542348,0.343148743197196
C9orf43,1.85127768498266,0.114397121691873,0.343148743197196
RLF,1.85112636002449,0.11442599933712,0.343192743324161
TSC22D1-AS1,1.85057024590311,0.114532184265175,0.343468567985692
KIF26B,1.8502419418562,0.114594915648236,0.343549810090329
TTC7A,1.85022069608982,0.114598976371683,0.343549810090329
PPP2R2D,1.85013744294449,0.114614889964816,0.343549810090329
DLGAP1-AS1,1.85000636730826,0.114639949015608,0.343549810090329
TYW3,1.85000063728572,0.114641044602606,0.343549810090329
SMYD2,1.84998194611789,0.114644618446075,0.343549810090329
INO80C,1.84989818662079,0.114660634997805,0.343555181379726
PHKA2-AS1,1.84951046216023,0.114734804136526,0.343732499255662
SUSD1,1.84944005627069,0.11474827729468,0.343732499255662
MYO6,1.84870788587512,0.114888479087642,0.34410980101734
ADORA2A-AS1,1.84857444487123,0.114914049262076,0.344143711323857
BRK1,1.84847420383207,0.114933261225328,0.344151058741569
SERPINA9,1.84835818207413,0.114955501560465,0.344151058741569
ZNF131,1.84833863466158,0.114959249034363,0.344151058741569
ABHD8,1.84772599136752,0.115076759977966,0.344460154139027
RNASEL,1.84756026382882,0.115108568077422,0.344512669736552
KLHL13,1.8474027915504,0.115138799616971,0.344560454361132
PGS1,1.8471822537396,0.115181151381073,0.344644493224363
CLDN2,1.84702580700754,0.1152112043145,0.344691715323686
TMEM51-AS1,1.84692685435578,0.115230216725174,0.344705898509182
LINC01122,1.84655802424774,0.115301109147499,0.34481143369024
ABHD12,1.8464190224974,0.115327837452425,0.34481143369024
AP3M1,1.84639888085393,0.115331710936174,0.34481143369024
WIPF2,1.84633563174717,0.115343875328266,0.34481143369024
CSTF3-AS1,1.84631991179164,0.115346898862977,0.34481143369024
ADAMTSL4,1.84627243830652,0.115356030252576,0.34481143369024
CD53,1.84617491287516,0.115374791183027,0.34481143369024
TBK1,1.84610403377677,0.115388428018558,0.34481143369024
LIN7B,1.84607517478911,0.115393980810591,0.34481143369024
EFHD1,1.84560039610155,0.115485370617041,0.345032680961114
SNTB1,1.84554211659999,0.115496593614483,0.345032680961114
LGALS9,1.84539460974483,0.115525004007182,0.345041416302978
GABPA,1.84537859455603,0.115528089001043,0.345041416302978
LOC100132078,1.84458929346554,0.115680230154552,0.345453090865838
KCND1,1.84424060241262,0.115747503476209,0.345582417548718
SNORA21,1.8441762397629,0.115759925159763,0.345582417548718
MAGEF1,1.84407205256822,0.115780035519858,0.345582417548718
SEC24B,1.84406825094328,0.11578076937872,0.345582417548718
APBA1,1.84395633704278,0.115802375050894,0.345604196787871
SHISA4,1.84363149471978,0.115865109938667,0.345739495818963
LINC01285,1.84357336778024,0.11587633911541,0.345739495818963
DNLZ,1.84338282434059,0.115913156372866,0.345806628689951
LOC101927359,1.8431954872081,0.115949365116996,0.345871929809904
TTC13,1.84287144327121,0.116012022512759,0.346016100240883
VPS41,1.84275362573712,0.116034811912708,0.346038686651133
OR10J3,1.84255191836114,0.116073838132035,0.346038686651133
FAM189B,1.84253337954523,0.11607742564691,0.346038686651133
MIEN1,1.84252203124659,0.116079621751026,0.346038686651133
YY1,1.84245382447242,0.116092821859488,0.346038686651133
LOC100287015,1.84238802769355,0.116105556933747,0.346038686651133
SMARCAL1,1.84202861487199,0.11617514569515,0.346203367547806
GGCX,1.84186746147825,0.116206360959412,0.346231455803352
POLDIP2,1.84183194738331,0.116213241096252,0.346231455803352
BTLA,1.84165577717046,0.116247376325217,0.346290439119754
ZFP64,1.84142508984079,0.116292089585484,0.346363005107212
PDE6G,1.8413017635437,0.116316000272758,0.346363005107212
SCRN3,1.84122613128103,0.116330666318003,0.346363005107212
PML,1.84116898972214,0.116341747968049,0.346363005107212
ADAL,1.84116027516545,0.116343438100228,0.346363005107212
LOC101928227,1.84098760723436,0.116376930824229,0.346420016046045
RNASE1,1.8406672783754,0.116439090280486,0.346538748252671
ABT1,1.84063418819078,0.116445513220663,0.346538748252671
AGA,1.84038958828242,0.116493001677126,0.346637362265324
LOC389906,1.83985842355985,0.116596190385327,0.346901673611332
TCHP,1.83974874014602,0.11661750943806,0.346922367958797
KLB,1.83956936741199,0.116652382044379,0.346983372354419
MYCBP2,1.83934929322675,0.116695181347445,0.347067936840886
ZFP30,1.83902660628208,0.11675796385969,0.347211906070313
ANKS3,1.83894398555021,0.116774043931377,0.347216974402875
DET1,1.83815271454968,0.116928153505592,0.347632409111345
STAG3L5P-PVRIG2P-PILRB,1.83803243048905,0.116951597465347,0.347659314902219
MELK,1.83791424437316,0.116974636945477,0.347685011831666
PIGO,1.83734462388736,0.117085741576123,0.347947454351254
ME2,1.83731386159658,0.117091744668033,0.347947454351254
RAB8B,1.83705142201839,0.117142970390736,0.348056853714779
KRT5,1.8369254019383,0.117167576006096,0.348087141854272
SSH3,1.83684694232216,0.117182897887507,0.348089845366739
SCARNA2,1.83676778519137,0.117198357942234,0.348092958605359
LRRC46,1.8364727399415,0.11725600011499,0.348221341544001
RBM41,1.83613282563055,0.117322442158764,0.348375823144902
OLFM3,1.83586762143056,0.117374306075374,0.348477930763672
SNX30,1.8358094519379,0.117385684788359,0.348477930763672
RNASE6,1.83548129827422,0.117449895882543,0.34862570176368
ASNA1,1.83535272378764,0.117475063791644,0.34864305724706
PPIL6,1.83523717843794,0.117497685743522,0.34864305724706
LINC00339,1.83518768974836,0.117507376132226,0.34864305724706
NUPL2,1.83515650954257,0.117513481929711,0.34864305724706
SMG5,1.83470815389775,0.117601314087134,0.348860788399233
NTRK3,1.8336641948918,0.117806069574873,0.349425273049479
BLOC1S3,1.8330373940244,0.117929171562425,0.349734614191405
FIGNL1,1.83298574147777,0.11793932151654,0.349734614191405
VRK2,1.83286500072652,0.117963050897209,0.349762038831364
USP21,1.83260753599219,0.118013666256585,0.349851729838408
PFKFB1,1.8325637804358,0.118022270306933,0.349851729838408
THAP9,1.83236426594999,0.118061510315652,0.34992510230138
SIPA1L3,1.83213743975116,0.118106137214944,0.350014421123013
C9orf69,1.83180017779456,0.118172521880341,0.350168190525811
CNOT7,1.83154467374994,0.118222837764495,0.350254896373684
KCNT2,1.8315043230751,0.118230785829282,0.350254896373684
STX17,1.83114096400612,0.11830238162472,0.35042401562201
C12orf4,1.83092887157013,0.118344191371872,0.350468870403412
NAPRT,1.83091693305626,0.1183465452329,0.350468870403412
ACTR2,1.83054145354003,0.118420599829104,0.350645181766869
TFR2,1.83014084663628,0.118499659508183,0.350826987579297
SENP6,1.83008315039481,0.118511050041795,0.350826987579297
ZNF607,1.82977015885852,0.118572860007276,0.350963579859406
PBDC1,1.82970235918378,0.118586253270095,0.350963579859406
RPL13P5,1.82953471114061,0.118619377014745,0.35099534645809
NLRP1,1.82949349522744,0.118627521783244,0.35099534645809
MEGF8,1.82942740421507,0.118640583301612,0.35099534645809
NEMP2,1.82898272549663,0.11872850090345,0.351139702890106
MFSD3,1.82896685432609,0.118731639959908,0.351139702890106
ZNF799,1.82895322859983,0.11873433496829,0.351139702890106
TBX6,1.82888651974726,0.118747530046221,0.351139702890106
PCMT1,1.82863862988042,0.118796575304586,0.351201334702928
EYA3,1.82863418998854,0.118797453919717,0.351201334702928
CAB39,1.8282817931413,0.118867210116594,0.351364548518675
MMP21,1.82804267571306,0.118914565391823,0.35143890095414
SETBP1,1.82795496940299,0.118931939478488,0.35143890095414
MACROD2,1.82793439623348,0.118936015252728,0.35143890095414
DNAJC27,1.82771233029007,0.118980017566944,0.35152591612164
SLAMF6,1.82758893334499,0.119004475427934,0.351555173068845
DAP3,1.82746800090032,0.119028449517475,0.351582993909205
ZMYM4,1.82701031364324,0.119119225288416,0.35179466313497
EDA,1.82691839956418,0.119137463189329,0.35179466313497
PDZRN4,1.8268864370879,0.119143805922413,0.35179466313497
FBXL22,1.82672197077312,0.119176448277798,0.35183876646877
ZNF366,1.82659232772848,0.119202185183102,0.35183876646877
UBE2L3,1.82652968201147,0.11921462361261,0.35183876646877
PCGF3,1.82641225015514,0.119237943309135,0.35183876646877
TULP1,1.82639501593273,0.119241366062655,0.35183876646877
BVES-AS1,1.82637095341815,0.119246145088119,0.35183876646877
CCDC80,1.8259984006187,0.119320160896614,0.352014150010494
TIGD1,1.82573838342134,0.119371845277633,0.352123617365739
MOB4,1.82518609788602,0.119481696319082,0.352391460419002
TRIM16L,1.82513519731243,0.119491825480546,0.352391460419002
USH1C,1.82455899532331,0.119606546826347,0.35266645889106
MAN2A2,1.82452018898196,0.119614276952576,0.35266645889106
LYRM7,1.82406917439627,0.119704153265537,0.35288836980624
CDC45,1.82370742943962,0.119776287342505,0.353057928750737
CTB-113P19.1,1.8234878484131,0.119820093528771,0.3531439559488
LOC340512,1.82310565732272,0.119896377089688,0.35332567055237
ZFP1,1.82263214525242,0.119990952821733,0.353561239905247
PABPC1P2,1.82249400625171,0.120018557210572,0.353599440388746
TAF1B,1.82230391757254,0.120056552737505,0.353628628476567
TNFRSF10A,1.82227987327665,0.120061359613379,0.353628628476567
LOC387810,1.82222471318075,0.12007238778356,0.353628628476567
FASTK,1.82212726629438,0.120091872747093,0.35364289227756
ADNP2,1.82203952947041,0.120109418745047,0.35365144349008
TEAD4,1.82177195536168,0.120162944657052,0.353765919344439
DHX34,1.8215734529681,0.120202668215845,0.353837692155577
DPAGT1,1.8215037147535,0.120216626971215,0.353837692155577
REXO1,1.82143055072754,0.120231273113933,0.353837692155577
SMARCA5,1.8210333535975,0.120310814960713,0.353992208390927
SPG21,1.82102200174977,0.120313089002655,0.353992208390927
SNAR-C3,1.82092391556033,0.120332739697324,0.353998162748053
ANKRD27,1.8207289949172,0.120371799493314,0.353998162748053
APOL5,1.82066923949371,0.120383776221518,0.353998162748053
MLIP-IT1,1.82063400890256,0.120390837996734,0.353998162748053
CRHR2,1.82052870122318,0.120411948712844,0.353998162748053
GS1-279B7.1,1.82049438809631,0.120418828133439,0.353998162748053
EP400,1.8204405940843,0.120429614028678,0.353998162748053
SBF1,1.82042687628548,0.120432364646245,0.353998162748053
CETN3,1.81944862365708,0.120628674646761,0.354532049007449
LINC00702,1.81891126027353,0.120736640740646,0.354806190997545
HMOX2,1.81882116936724,0.120754750755618,0.354816240267694
TMC7,1.81840310369187,0.120838824300111,0.355006027847426
IRF3,1.81835382675061,0.120848737670746,0.355006027847426
COX7A2,1.81824588044207,0.1208704566871,0.355026649685458
SNORA70,1.81801530396652,0.120916861737436,0.355077219501231
PDPR,1.81801424082223,0.120917075742046,0.355077219501231
MKX,1.81771379851143,0.120977567612161,0.355209324579333
NCF4,1.8176208741875,0.120996283149729,0.355209324579333
GABRA2,1.81757172929838,0.121006182364044,0.355209324579333
NAP1L3,1.81743041467916,0.121034651598011,0.355249719291137
FRS2,1.81725498847657,0.121070001925678,0.355271583805188
LSM5,1.81718233304464,0.121084645714296,0.355271583805188
IMPACT,1.81717448034079,0.121086228538248,0.355271583805188
CCDC176,1.81669645416098,0.121182619044794,0.355511210711636
MMP7,1.81655088092293,0.121211987508763,0.35555418196492
PPP1R18,1.81615454191188,0.121291981098281,0.355702673619764
TUSC7,1.81612807497048,0.121297324764311,0.355702673619764
RBM5,1.81608119196616,0.121306790982735,0.355702673619764
LINC00271,1.81538839562038,0.12144675751101,0.356021138098504
POLR3F,1.815302904528,0.121464040162264,0.356021138098504
VAPA,1.81527116712013,0.121470456714854,0.356021138098504
LINC01532,1.81525186525689,0.121474359254328,0.356021138098504
TRMT61A,1.81498725946734,0.121527870644811,0.356112586994002
RDH13,1.81495176882065,0.121535049666358,0.356112586994002
PTOV1-AS1,1.81435095565638,0.121656643699578,0.35642563261474
NDST3,1.81413240769278,0.121700903019439,0.356482142921677
VRK3,1.81410995609664,0.121705450690687,0.356482142921677
ZNF80,1.81403619915257,0.121720391641507,0.356482674829311
MICAL2,1.81370276918127,0.121787956622919,0.356637307991436
COMTD1,1.81362918897888,0.121802871498478,0.3566377446118
LOC100129617,1.8134768993766,0.121833746536903,0.356684906679492
HEXDC,1.81268368986124,0.121994682902458,0.357112783437532
GALNT3,1.81242207896206,0.122047806696707,0.357213213368505
MOBP,1.81229646405614,0.122073322494156,0.357213213368505
LOC100288846,1.81229627962337,0.122073359961232,0.357213213368505
IFT46,1.81213114322767,0.122106911469629,0.357230421755189
DGUOK-AS1,1.81210308855706,0.122112612346093,0.357230421755189
ZNF581,1.81204896322608,0.122123611660357,0.357230421755189
ZNF829,1.81147063411018,0.122241198882369,0.357525978080738
CYP11A1,1.8113443610964,0.122266887498167,0.357525978080738
LINC01568,1.81129274787384,0.122277389038594,0.357525978080738
CDK10,1.81124590893955,0.122286919924768,0.357525978080738
TMLHE,1.81115726927126,0.122304958470584,0.357525978080738
STAMBPL1,1.81111546590257,0.122313466520976,0.357525978080738
DOCK9-AS1,1.81065924527284,0.122406356084593,0.357733879735504
NOC4L,1.81062066588558,0.122414214218273,0.357733879735504
C19orf70,1.81043904245115,0.122451215141172,0.35776372371056
IL17RE,1.81040938066274,0.122457258960678,0.35776372371056
CAPZA2,1.81035243045844,0.12246886381149,0.35776372371056
TNIK,1.81026754599671,0.122486162843457,0.357770986958281
ATXN2,1.80975898051045,0.122589855231715,0.35800688405481
ZNF273,1.80972606529461,0.122596569288177,0.35800688405481
MEX3D,1.80946634208214,0.122649560129057,0.358118330004488
LINC00475,1.80884884405143,0.122775635617567,0.358429489064496
SNORA24,1.80879905361652,0.122785806836403,0.358429489064496
CNPPD1,1.80823627125136,0.122900828739001,0.35868779171681
PPP3CC,1.80822079191492,0.122903993882678,0.35868779171681
DPP6,1.80726158698203,0.123100280802937,0.359217238399583
MAP4K5,1.80668315720808,0.123218793543871,0.359519632817722
RCSD1,1.80655005687056,0.123246079604763,0.359555811172103
CT55,1.80630989475012,0.123295328435281,0.359644454681877
TMEM68,1.80624198454588,0.12330925787061,0.359644454681877
NMT1,1.80614414639871,0.123329328652701,0.359644454681877
DDX25,1.80600304841433,0.123358279409471,0.359644454681877
PACERR,1.80597657949054,0.123363711082575,0.359644454681877
LYZL1,1.80590547781721,0.123378302956525,0.359644454681877
CAMK2N1,1.80584084596327,0.123391568499445,0.359644454681877
RCN3,1.80577871639256,0.12340432174781,0.359644454681877
MOSPD2,1.805748734401,0.123410476562059,0.359644454681877
GDAP1,1.80508649396255,0.123546499052668,0.359997417254082
POLDIP3,1.80492391382946,0.123579914638164,0.360051348402361
INTS10,1.80466173435471,0.123633819491577,0.360136237825191
RHOBTB1,1.80459322022723,0.123647909920101,0.360136237825191
PLBD1,1.80456466493955,0.12365378297869,0.360136237825191
MRPS36,1.80417171431083,0.123734629665093,0.36032825057885
PIAS4,1.8039182568849,0.123786803626497,0.360424873602169
CYTIP,1.80379278073386,0.123812640598405,0.360424873602169
MRPL23-AS1,1.80373873875387,0.123823770056948,0.360424873602169
ARHGAP32,1.8036511921232,0.123841801538152,0.360424873602169
IFNAR2,1.80364817836955,0.123842422308798,0.360424873602169
HAS1,1.80345875888408,0.123881444793721,0.360454111774374
MLLT4-AS1,1.80345452990524,0.12388231614454,0.360454111774374
PGLYRP1,1.80294677806537,0.123986977626607,0.360715185571603
ABCA17P,1.80266561116961,0.124044970357667,0.360828324126982
ELP6,1.80261338734995,0.124055744774995,0.360828324126982
TMEM99,1.80228451979144,0.124123614884334,0.36094650299857
ARHGAP4,1.80215428900385,0.124150501157907,0.36094650299857
NCOA3,1.8021488547609,0.124151623184393,0.36094650299857
GPAT2,1.80212691956728,0.124156152316984,0.36094650299857
LOC100128714,1.80202314019239,0.124177582617921,0.3609653571995
NAGA,1.80183237611208,0.124216984421913,0.361036441003908
LINC01484,1.80175354650358,0.124233269974074,0.361040328442282
FAM219A,1.80137639182958,0.124311215457201,0.361223386301463
ZFP28,1.80113248522123,0.12436164797711,0.361326462599681
LOC100147773,1.80078879902834,0.124432745292618,0.361489547396271
HDDC2,1.80068346717518,0.12445454279487,0.361509389311423
PIANP,1.80049157173941,0.124494263307258,0.36158128206592
FUT3,1.80031825107861,0.124530149494832,0.361633953526869
GPR158-AS1,1.80021389222849,0.124551761878499,0.361633953526869
ZNF439,1.80018707486889,0.124557316250156,0.361633953526869
BAD,1.80002258293814,0.124591390784653,0.361689406444919
FBXW11,1.79978337667368,0.124640958399392,0.361789817115792
FAM222A-AS1,1.79946639875239,0.12470667083251,0.361929031459516
DSG1,1.79940747895853,0.124718889116779,0.361929031459516
VPS33B,1.79917009807822,0.124768126797577,0.36200574156274
CLSTN1,1.79913552717571,0.124775299072985,0.36200574156274
GYLTL1B,1.79905243216051,0.124792540057088,0.362007258091403
AP2A1,1.79896138200887,0.124811434243437,0.362007258091403
ADNP-AS1,1.79891632103228,0.124820786046669,0.362007258091403
GPALPP1,1.7986387361643,0.12487840993089,0.362125871408687
RGS10,1.79857487673125,0.124891670137638,0.362125871408687
TMEM128,1.79833091974469,0.1249423394866,0.3622293032793
PI4K2B,1.79806481406916,0.124997631602233,0.362313744558239
FCER2,1.798046359366,0.125001467039449,0.362313744558239
TMEM151A,1.79776410116294,0.125060142801518,0.362440320264585
MYO10,1.79761159450331,0.12509185686081,0.362488736503797
