gene,F,P.Value,adj.P.Val
MROH1,1.79747234654958,0.125120820496789,0.362529171960045
CWC25,1.7972749319971,0.125161893857182,0.362574820540814
ROR1,1.79723397061074,0.125170417758745,0.362574820540814
TLDC1,1.7971801902287,0.125181610089424,0.362574820540814
RGPD3,1.79682714834934,0.125255106144439,0.362716988698968
KIF5C,1.79679489371263,0.125261822963134,0.362716988698968
RERG-AS1,1.7965956567294,0.125303320444711,0.362716988698968
FOLR2,1.7965537291655,0.125312054884926,0.362716988698968
TMEM147,1.79651742820017,0.12531961765261,0.362716988698968
ATP2C1,1.79651175549943,0.125320799515294,0.362716988698968
HAR1A,1.79625193719667,0.12537494210095,0.362830215260514
THOC6,1.79564028686375,0.125502490433187,0.36315582262283
DCAF6,1.7951001135496,0.12561523722939,0.363249817288308
GKN2,1.79493444673314,0.125649835262234,0.363249817288308
HIST1H2BH,1.79492847935332,0.125651081666956,0.363249817288308
DEFB134,1.79491146659671,0.125654635181218,0.363249817288308
LINC00706,1.79490808857523,0.125655340771925,0.363249817288308
OGFRP1,1.79487208860802,0.1256628605705,0.363249817288308
TLX2,1.79484385530166,0.125668758344407,0.363249817288308
TSGA10IP,1.7948270518783,0.125672268608307,0.363249817288308
HIST1H4C,1.79478236449897,0.12568160433674,0.363249817288308
LOC101929653,1.79446227026924,0.125748495335238,0.363249817288308
FBXO7,1.7943525366356,0.125771434555346,0.363249817288308
LINC01251,1.79433258185918,0.125775606424963,0.363249817288308
LOC646029,1.79433258185918,0.125775606424963,0.363249817288308
LRRC37A6P,1.79433258185918,0.125775606424963,0.363249817288308
LYZL2,1.79433258185918,0.125775606424963,0.363249817288308
SIGLEC7,1.79433258185918,0.125775606424963,0.363249817288308
DCTN6,1.79425005868117,0.125792860645396,0.363256212717389
LINC00476,1.79412142212351,0.125819760939694,0.363278203983704
FBXO21,1.79406980081545,0.125830557468127,0.363278203983704
GPC6-AS1,1.79371347656696,0.125905106492975,0.363449986509479
ZNF160,1.79362418639715,0.125923794145279,0.363460492350733
FURIN,1.79343827624219,0.125962712066079,0.363529380395747
PPP1R11,1.79313740581592,0.126025719935609,0.363625121402012
PUS7,1.79308338874747,0.126037035320775,0.363625121402012
TM2D1,1.79301136839708,0.126052123514694,0.363625121402012
LINC01423,1.79294713635573,0.126065581529106,0.363625121402012
ENOX1,1.79287763014338,0.126080146152278,0.363625121402012
TRMT2A,1.79284687845709,0.126086590505297,0.363625121402012
SDC2,1.79277682688386,0.12610127176182,0.363625121402012
NAA25,1.79226980244006,0.126207581805236,0.363888232462918
LRRC19,1.79212792988735,0.126237344257441,0.363908978741687
TBL1X,1.79209186612803,0.126244910896228,0.363908978741687
SLC39A3,1.79159243557191,0.126349742623488,0.364167700905145
ARMC2-AS1,1.79150118368237,0.126368905655373,0.364179474799453
AKR1C3,1.79093700582057,0.126487445832618,0.364477604294349
PARP9,1.79074808726408,0.126527163628054,0.364541953055977
ZC3HAV1,1.79068721731543,0.12653996333463,0.364541953055977
TECRL,1.79014656516678,0.126653706018447,0.3648261134721
MPP7,1.79005016364007,0.126673997333157,0.364841051465268
MAP3K2,1.78985938429679,0.126714163198999,0.364913220906811
NDUFA10,1.78962855154247,0.126762778088361,0.364968023572262
EFHD2,1.78962553043434,0.126763414472227,0.364968023572262
DNAJB5,1.78927870014851,0.126836493224221,0.365134901173375
GPR65,1.78901449995357,0.126892188573651,0.365251701897199
AMPD3,1.78893724209442,0.126908479536752,0.365255065091894
ZSCAN29,1.78873862457246,0.126950370198583,0.365332097153149
TMIGD2,1.78844951891816,0.12701136954824,0.365464094436341
ZNF610,1.78830035995615,0.127042852089709,0.365511138358872
MGLL,1.78778387161384,0.127151923651943,0.365781373507073
ILVBL,1.78767759915895,0.127174377325951,0.365802397946135
CECR5,1.78750149220367,0.127211594295823,0.365865877235892
MFN2,1.78711071940208,0.127294214290966,0.366037700079454
MVB12B,1.78707557627234,0.127301647028005,0.366037700079454
GSS,1.78678030627204,0.127364112796063,0.366173719362376
HELZ2,1.78656461605677,0.127409761677816,0.366261363223552
ADGRG7,1.78631947888549,0.127461661807565,0.366335740344976
GNA15,1.78629913679018,0.127465969521764,0.366335740344976
RAB12,1.78610700867352,0.127506662145527,0.366358237533066
CDS1,1.78602445845464,0.127524150063287,0.366358237533066
GTF2E1,1.78598067124093,0.127533427135285,0.366358237533066
ENPP6,1.78597574775401,0.127534470300916,0.366358237533066
CD24,1.78557455629668,0.127619500417612,0.366558900414626
CABLES2,1.78500004101894,0.127741360224635,0.366853836741908
GNE,1.78494725776972,0.127752561621173,0.366853836741908
MGC57346,1.7847728148012,0.127789587739052,0.366916537406243
HEBP2,1.78462118807072,0.12782177939767,0.366965343847845
KBTBD3,1.7844706298805,0.12785375189577,0.367013509571967
CBWD6,1.78424425919797,0.12790183835901,0.367107914662527
FAM35A,1.78409738898623,0.127933046332202,0.367153857897062
COBLL1,1.78368216805752,0.128021314808807,0.367363528166463
WDR45,1.783395152244,0.128082363345105,0.367458843475743
CNTD1,1.7833829540856,0.128084958523673,0.367458843475743
AKR1A1,1.78312226817609,0.128140431947779,0.367551028540489
AP1G1,1.78308893586533,0.128147526656707,0.367551028540489
SEMA6A,1.78283010570667,0.128202630912767,0.367648531952183
MAPK8,1.78262552997463,0.1282462006291,0.367648531952183
PSMA2,1.78259918961701,0.128251811524677,0.367648531952183
RAET1E-AS1,1.78256562348953,0.128258961960081,0.367648531952183
MACROD1,1.78247230612286,0.128278842932687,0.367648531952183
PALM,1.78247078108641,0.128279167861477,0.367648531952183
WNK1,1.78242454109785,0.128289020265513,0.367648531952183
FAM19A5,1.78235755357809,0.128303294655941,0.367648531952183
ZZZ3,1.78216045377047,0.128345303550103,0.367725280740881
TNNI2,1.78186006965271,0.128409351338986,0.367865148012162
CSRNP3,1.78152062923784,0.128481763596206,0.367984840086274
TBC1D16,1.78143541013755,0.128499949395275,0.367984840086274
CRCP,1.7814184271736,0.128503573863419,0.367984840086274
ZNF696,1.78131060158105,0.128526588060597,0.367984840086274
MMP25,1.78130722091399,0.128527309691045,0.367984840086274
IKZF4,1.78095947349934,0.128601559924953,0.368153784149271
ZNF512,1.78048256820509,0.128703454560329,0.368401817728803
ANXA7,1.78015185694951,0.128774159130754,0.368560524408709
DOK1,1.77987713449262,0.128832921874745,0.368679084245053
SGMS1-AS1,1.77981548433451,0.128846112288846,0.368679084245053
COA5,1.77965754932094,0.128879909323616,0.3686915247207
EDEM3,1.77961360521227,0.128889314580265,0.3686915247207
ITGA11,1.77950725683896,0.128912078802529,0.3686915247207
ZFYVE1,1.77946999318474,0.128920056123574,0.3686915247207
LOC100505912,1.77943856691144,0.128926784158946,0.3686915247207
INPP5A,1.7793330939099,0.12894936728351,0.368712450337235
PRKACA,1.77891838402525,0.129038198783882,0.368922776423662
PYGO2,1.77877881692933,0.129068107467965,0.368964611157979
CGGBP1,1.77840345969291,0.129148578042889,0.369127606962268
MON1B,1.778370291564,0.129155691071011,0.369127606962268
ATP13A5,1.77773527409105,0.129291945383848,0.369473302988179
DGKG,1.7775349456717,0.129334958005826,0.369552495056752
LEPROTL1,1.77708697755508,0.12943119112646,0.369783718864134
LINC01431,1.77688065392438,0.129475536936555,0.369863772582967
MORC4,1.77676883481599,0.129499576667885,0.369863772582967
ARMCX1,1.77674290661484,0.129505151522964,0.369863772582967
PAGR1,1.77665440955478,0.129524181119813,0.369874384793905
TCTEX1D1,1.77616877427965,0.129628655405763,0.370086804307093
RIPPLY3,1.77608401279202,0.129646898347812,0.370086804307093
MS4A13,1.77604631697986,0.129655012286709,0.370086804307093
CLN6,1.77602380815067,0.129659857493753,0.370086804307093
PCDHB19P,1.77550546686074,0.129771482669761,0.370321357177483
ASCL4,1.77549982718947,0.129772697683526,0.370321357177483
SMIM8,1.77535135015533,0.129804689577222,0.370368891595824
TUBGCP2,1.77479425952237,0.129924791602503,0.370667787807142
RNF114,1.7742178065382,0.130049180040125,0.370978840853802
HCAR1,1.77359709676239,0.130183245927955,0.371317283293937
DNAH7,1.773394763958,0.130226976010457,0.371317283293937
DLX2,1.77339453059684,0.130227026454809,0.371317283293937
BHLHE22,1.77338393182822,0.130229317549909,0.371317283293937
SEC63,1.77320991769823,0.130266939039581,0.371378964003385
FBXO44,1.7731416437759,0.130281702562857,0.371378964003385
MBP,1.77295820903379,0.130321376353081,0.371448218439458
CDC14B,1.77206972711919,0.130513703651729,0.371935621355595
LMNB1,1.77202598991665,0.13052317834679,0.371935621355595
COMMD4,1.77167356017576,0.130599548488768,0.372041338017795
CTSD,1.77161159647823,0.13061298020349,0.372041338017795
FREM1,1.77159448825666,0.130616688942762,0.372041338017795
KAT6B,1.77157048972543,0.130621891541047,0.372041338017795
CDK5,1.7712317788051,0.130695341248917,0.372206647469058
PROX1,1.77096264183572,0.130753732005365,0.372329036680686
RHOQ,1.77079403370054,0.130790325206244,0.372352128088801
BMF,1.77078321293781,0.130792673982751,0.372352128088801
ENTPD1-AS1,1.7703683128032,0.130882763523931,0.372480037837621
NCDN,1.77032900750775,0.130891301180032,0.372480037837621
PKNOX2,1.77032813678704,0.130891490318704,0.372480037837621
SLC31A2,1.77016664972169,0.130926573199786,0.372480037837621
GTPBP1,1.77014377579683,0.130931543262167,0.372480037837621
PDXP,1.7700836902703,0.130944599548264,0.372480037837621
MALSU1,1.77005562823373,0.130950697716491,0.372480037837621
POLD2,1.76994977457953,0.130973703249309,0.372480037837621
DHODH,1.76993737269061,0.130976398847138,0.372480037837621
RBM17,1.76974786016381,0.131017596728348,0.372553333385896
RGS17,1.76940799376653,0.131091510934019,0.372719630793332
ANGPTL6,1.76917071083149,0.131143138944759,0.372822532360261
HNRNPA3P1,1.76883126713975,0.131217028946321,0.372988690142461
MRPS12,1.76874473135543,0.131235872407374,0.372998355643129
MICU2,1.76858244634256,0.131271217508084,0.373054914280828
DLGAP1-AS4,1.76826240679073,0.131340947708039,0.373187347577425
FPR3,1.76819178947299,0.131356338581814,0.373187347577425
FAM53C,1.76815585403244,0.131364171287346,0.373187347577425
CACNA1C,1.76784216544826,0.131432563740999,0.373337729276296
BMP1,1.76687815998481,0.131642956041818,0.373867343653624
SCAMP4,1.76684604171315,0.131649971339961,0.373867343653624
BRF2,1.76671096379278,0.131679479084189,0.373870564684869
CSRP2,1.76669913180076,0.131682064082068,0.373870564684869
GOLGA6L4,1.76644884549004,0.131736756842422,0.373965522033375
KPNA5,1.76637672258248,0.131752521232973,0.373965522033375
ZNF250,1.76633354887127,0.13176195886656,0.373965522033375
MOGS,1.76624477265377,0.131781367094398,0.373976660725061
ABCC6P1,1.76610797664282,0.131811278752348,0.374017600529308
WWC1,1.76519558921602,0.132010946653472,0.37454016146145
HOXC9,1.76508636638314,0.132034868499696,0.374564033224472
LCA5L,1.76488446602484,0.132079099385882,0.374645506455338
TMUB1,1.76451417993309,0.132160255878054,0.374817641492492
CHCHD3,1.76446598887745,0.132170821537348,0.374817641492492
DBIL5P,1.76423211232793,0.132222109341119,0.374919066320268
LOC101927919,1.76368518488462,0.132342121808679,0.375215314948353
MTG2,1.76361154334828,0.13235828895732,0.375217107181474
MT2A,1.76309074393192,0.13247267842078,0.375497312744641
COLQ,1.76289752851676,0.132515140713199,0.375573597001395
FAM84B,1.76272205190385,0.132553715896471,0.375638847829105
CCDC125,1.76262798707272,0.132574398677999,0.375653384710195
LOC101927204,1.76254956563591,0.132591644182887,0.375658179700793
FAM19A3,1.76236914798739,0.132631327626767,0.375711653103678
TP53TG5,1.76232232190551,0.132641629032214,0.375711653103678
C15orf54,1.76188898937648,0.132736995446057,0.375937693598571
ECHDC2,1.76173955472263,0.132769897750959,0.375951919022062
CDC6,1.76167541385825,0.132784022586922,0.375951919022062
ITGAE,1.76165410935731,0.13278871449415,0.375951919022062
COMMD10,1.76145154562292,0.132833333192543,0.376034165096049
AIDA,1.76091294761095,0.132952039928895,0.376325994200404
EZR,1.76084245898967,0.132967583095526,0.376325994200404
OSER1-AS1,1.76011977983976,0.133127038529398,0.376733141370891
TMEM106A,1.7598695386258,0.13318229559461,0.376836417128223
BMPR2,1.75981320733758,0.133194737424901,0.376836417128223
GOSR1,1.75941948043537,0.133281730508899,0.377032604054336
USP27X,1.75935808297112,0.133295301040035,0.377032604054336
ARHGEF16,1.75913570333243,0.133344464131444,0.377091908244748
ZNF608,1.7591220072954,0.133347492581393,0.377091908244748
HMX1,1.75899655425122,0.133375235657502,0.377111983367168
ACAT1,1.75894870571243,0.133385818486553,0.377111983367168
C9orf142,1.7582299956187,0.133544874791483,0.377516283311338
SERGEF,1.75796939320702,0.133602592998227,0.377516283311338
MRAS,1.75792686988176,0.133612013325774,0.377516283311338
LINC00115,1.75792373706913,0.133612707372849,0.377516283311338
GNPDA2,1.75788490091117,0.133621311468294,0.377516283311338
JRKL,1.75781411647737,0.133636995021898,0.377516283311338
ZBP1,1.75780853307401,0.133638232199393,0.377516283311338
SMG1,1.75773087463874,0.133655440988372,0.377520742157894
ALX4,1.75763138301513,0.133677491018848,0.377538872845911
LYRM2,1.75735164962265,0.133739506136937,0.377669857561725
KDM4A,1.75703522298726,0.133809689079267,0.377823874249652
ZSCAN12P1,1.75653609563315,0.133920466363477,0.37809246336377
NBPF25P,1.75646260737796,0.133936783893062,0.378094336298402
SLC16A1-AS1,1.75619313768352,0.133996633936967,0.378219083730229
DPH5,1.75586768672912,0.134068951685104,0.378377637784117
LOC101927604,1.75577860211845,0.134088753487538,0.378377637784117
KLF8,1.75557308902317,0.134134445779637,0.378377637784117
ADAMTS20,1.75556652873358,0.134135904592051,0.378377637784117
CHMP4C,1.75552306552896,0.134145569893487,0.378377637784117
MXRA7,1.75540084085119,0.134172753657419,0.378377637784117
PABPC4,1.75536835385182,0.134179979916691,0.378377637784117
PIAS1,1.75531877723808,0.13419100822871,0.378377637784117
TRIM16,1.7553062288855,0.134193799745735,0.378377637784117
TMEM60,1.75510618891693,0.134238308302984,0.378458954177888
DRAIC,1.75496490166511,0.13426975298392,0.378503424815665
JAKMIP1,1.75477278177776,0.134312522199509,0.378536601168736
KIF27,1.75477123402892,0.134312866808101,0.378536601168736
CHPF2,1.75468963349429,0.134331036486137,0.378543638344377
LINC01187,1.75459908128616,0.134351202149745,0.378556297891132
SESN3,1.75428778833446,0.13442054809193,0.378673198180639
SLC16A6,1.75427208696766,0.13442404675199,0.378673198180639
CDRT4,1.75414846616263,0.134451595622565,0.378706634294089
ARHGEF6,1.75405069601655,0.134473387501506,0.378723848918361
SNORA4,1.75373932116748,0.134542811997045,0.378875193909831
CTTNBP2NL,1.75358157431006,0.134577996492881,0.378882888043444
PTPRC,1.75356417134095,0.134581878660013,0.378882888043444
LACC1,1.75351288798181,0.134593319317306,0.378882888043444
LOC283045,1.75344578109196,0.134608291404827,0.378882888043444
THSD7B,1.75314895837375,0.13467453403973,0.37900015693731
SEL1L3,1.75311848061583,0.134681337597521,0.37900015693731
GSTZ1,1.75294246193268,0.134720636721859,0.37906658186662
POLI,1.75285989566328,0.134739074803226,0.379074300957753
ADGRA3,1.75273103645136,0.134767855497776,0.379111112722779
CHAMP1,1.75238963165278,0.134844136641833,0.379281522337277
SGSH,1.75201150031996,0.134928671874683,0.379475106170146
WDR60,1.75193976077778,0.134944715718403,0.379476041302432
LINC01138,1.7518496798511,0.134964864014579,0.379488516943437
MAT2B,1.75166942288202,0.135005190514366,0.379557719298507
UCA1,1.75153713646422,0.1350347925253,0.379566615350767
MON1A,1.75151482892227,0.135039784942208,0.379566615350767
FRMPD4,1.75114916188431,0.135121646193352,0.379702369944456
LONP2,1.75111989645284,0.135128199844344,0.379702369944456
REV1,1.75108843779408,0.135135244981681,0.379702369944456
LOC101927870,1.75079853298368,0.135200185417689,0.379840651203147
POLR2B,1.75063486332579,0.135236861583277,0.379899501956371
C15orf59,1.75018292153084,0.135338185028131,0.380139921268106
DAB2,1.75002156380883,0.135374378318153,0.380197367385855
ZBTB16,1.7494199504614,0.135509404536545,0.38053233900374
CDC25B,1.74913939462646,0.135572416528996,0.380646729272941
CNIH2,1.74906302865161,0.135589572942323,0.380646729272941
NDUFA12,1.7490281081042,0.135597418898869,0.380646729272941
SMARCA2,1.74869236505949,0.135672875857886,0.380801491136176
CDC14C,1.74864251891271,0.135684082007118,0.380801491136176
RCAN3,1.74769741920891,0.135896721752595,0.38131760657019
SYNJ1,1.7476848350812,0.13589955522528,0.38131760657019
NANOS1,1.74705165126067,0.13604219730234,0.381667745484239
JAZF1-AS1,1.74699065015124,0.136055947030154,0.381667745484239
COMMD2,1.74668297024096,0.136125318706918,0.381818002871698
XRN2,1.74659586243531,0.13614496478054,0.381828766180259
ARHGAP25,1.74642487928621,0.136183535761203,0.381892597148536
ZNF425,1.74603481710383,0.136271566424912,0.382095094481182
WDR70,1.74522204265594,0.136455170961343,0.382565495557668
CMTR1,1.74503880177052,0.136496597423835,0.382594713038608
HIPK4,1.74503581257687,0.136497273309886,0.382594713038608
NPM3,1.74455371197367,0.136606322821825,0.382855942807557
SOGA3,1.74438565020386,0.13664435737071,0.382918106923628
PPHLN1,1.74420701359527,0.136684796227277,0.382986993419653
NUBP2,1.7440999420819,0.136709040014215,0.382998540717298
USP3-AS1,1.74400156288494,0.136731319252761,0.382998540717298
FBXL15,1.74397873724693,0.136736488908428,0.382998540717298
SLX4IP,1.74363247692118,0.136814934432812,0.383145260282057
LCORL,1.74360749127522,0.136820596610473,0.383145260282057
PCDHB13,1.74340068460993,0.136867471152061,0.383232092596305
MARS2,1.74328805478003,0.136893006137217,0.383259160453485
