logFC,AveExpr,t,P.Value,adj.P.Val,B,gene
-2.0471234915,-0.00113008275,-10.2073275564176,7.25279171871449e-10,2.22201021782363e-07,12.7770173887946,SPON1
1.16336517195,-0.025226789475,10.1915744038563,7.46314870510999e-10,2.2410525185431e-07,12.7491798036913,RAB15
2.09526833525,0.708868733875,10.1873224977618,7.52100192412865e-10,2.2410525185431e-07,12.7416607099528,THY1
-1.68105691615,0.527040809925,-10.1704460065067,7.75525089902104e-10,2.27962456156089e-07,12.7117931579572,CYP4Z1
-1.15704703575,0.117893865625,-10.1591612473139,7.9160910018337e-10,2.29587748629182e-07,12.6918011205865,PDXK
1.277369933,0.259780124,10.145992637604,8.10815852780439e-10,2.32064031969475e-07,12.6684507874977,CPT1C
-0.9211506182,-0.1564662114,-10.1190755386226,8.51591714620053e-10,2.40569129563836e-07,12.6206518663966,KIAA0922
-2.3815203045,0.44024352275,-10.1090784479839,8.67271858843612e-10,2.41857659917516e-07,12.6028752280472,CPA1
-1.7939581136,0.2024400803,-10.0757149659498,9.21800668192095e-10,2.48305152717264e-07,12.5434547689704,PPP1R9A
-2.02512458205,0.133002192975,-10.0588120575238,9.50769987174767e-10,2.48305152717264e-07,12.5132952716185,TSPAN8
-3.35824846,-0.5049257385,-10.0570109802463,9.5391188972743e-10,2.48305152717264e-07,12.5100794501664,TUSC5
1.165764551,0.3039559035,10.0562672336193,9.55212459127903e-10,2.48305152717264e-07,12.5087513678613,EPS8L1
-1.00324101025,-0.163786243875,-10.0504615164872,9.65428087079701e-10,2.48305152717264e-07,12.4983818197288,SORL1
2.0049034225,0.49793882625,10.0479332950711,9.69911997573039e-10,2.48305152717264e-07,12.4938648064729,C1QTNF6
-1.883464198,0.059433195,-10.0472556065133,9.71117569153536e-10,2.48305152717264e-07,12.4926538813067,FRZB
-1.20490970475,0.087383268125,-10.0385362085975,9.86768080427547e-10,2.48305152717264e-07,12.4770683062538,SYNM
-2.2240808432,-0.3022306899,-10.0350330386138,9.93129288635619e-10,2.48305152717264e-07,12.4708037320081,MAOA
-0.77367796325,-0.086091682475,-10.025495673512,1.01066374404753e-09,2.49817701824111e-07,12.4537403244526,RXRA
-2.0291594759,-0.1984250137,-10.0061755950802,1.04717321747505e-09,2.55933840747385e-07,12.4191380771192,SLC24A3
-2.0157753425,-0.18417889875,-9.99386814258345,1.07114055220633e-09,2.56576269474427e-07,12.3970699472253,AOC3
-1.8416297815,0.10181112325,-9.99149507037672,1.07582678368992e-09,2.56576269474427e-07,12.3928125783415,MYZAP
1.9536611379,0.62415810595,9.98071747157556,1.09737856339003e-09,2.56576269474427e-07,12.3734679209947,LRRC8E
1.10561222485,0.059834650075,9.97767069188024,1.10355185714241e-09,2.56576269474427e-07,12.3679965086826,CD44
1.60843737115,0.263740452425,9.97440450971143,1.11020964894782e-09,2.56576269474427e-07,12.3621297399612,ADORA2B
1.6217431801,0.27992147495,9.96935966463656,1.12057491725223e-09,2.56576269474427e-07,12.3530653563938,GALNT5
1.50334799215,0.194187389575,9.95843638459586,1.14336299620823e-09,2.59066998890848e-07,12.333427373341,DKK3
0.8136640545,-0.11586031925,9.93449366282647,1.19500650041708e-09,2.64744017991051e-07,12.2903280417504,C19orf48
1.1542592081,0.0892172835,9.92288644480747,1.22090633834986e-09,2.64744017991051e-07,12.2694067227525,FAM176A
2.0429794905,0.4290595869,9.91681383006937,1.23468740959811e-09,2.64744017991051e-07,12.2584541266282,PTGES
-1.594818644,-0.077800966,-9.91608027157493,1.23636300135926e-09,2.64744017991051e-07,12.2571307482214,FZD4
-0.97359998015,0.113465129925,-9.91504065112093,1.23874173255226e-09,2.64744017991051e-07,12.2552550963572,PKNOX2
-2.5590321548,-0.0853060724,-9.91386213560582,1.24144399756745e-09,2.64744017991051e-07,12.2531286819656,MLXIPL
-1.1443669795,0.12445385325,-9.90119730322254,1.27087188064183e-09,2.67594387349156e-07,12.2302657662542,SNX1
1.0884279698,0.20874473845,9.89757780111568,1.2794141359099e-09,2.67594387349156e-07,12.2237278516277,NPAS1
-0.8057681073,0.03016590735,-9.85345246524271,1.38846443051719e-09,2.87636936120095e-07,12.1438850643143,RFTN1
-0.85724549375,0.228846146625,-9.84713901516505,1.40483677362043e-09,2.88283108488601e-07,12.1324401145419,C20orf194
-1.8628115106,-0.24586432245,-9.830961865139,1.44770667819818e-09,2.94303884711839e-07,12.1030902791295,PPARG
2.36535366475,0.739148796475,9.81718891959631,1.4852721311676e-09,2.99144809232941e-07,12.0780750110805,KCNK2
0.96151833875,-0.145160890125,9.79950654611406,1.53498502628386e-09,3.0632104854795e-07,12.0459223174897,BZW2
-1.0266789288,-0.3173617299,-9.78875588414839,1.56604887330345e-09,3.09679046291788e-07,12.0263535941363,PISD
-1.1188994429,-0.02737438745,-9.77714333346432,1.6003351467554e-09,3.11555422551887e-07,12.0051987809753,C9orf150
0.82113489515,0.034336734125,9.77490176337884,1.60704240205186e-09,3.11555422551887e-07,12.0011132045201,CCDC28B
1.3440993746,0.1681666823,9.7710926384807,1.61850693032196e-09,3.11555422551887e-07,11.9941690068309,NXN
