p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
0.702191668451727,-1.50102900411992,0.016,0.019,1,ENPP7P13
0.978820445957476,-1.50218864389622,0.027,0.027,1,CAP2
0.106574677707189,-1.50675384116328,0.003,0.01,1,FAM92B
0.240142891739532,-1.50774712453042,0.013,0.02,1,LOC102723701
0.202650815293714,-1.50999679008364,0.005,0.01,1,CLDN5
0.163737623923146,-1.51010211866559,0.013,0.022,1,TMEM169
0.0220532900950356,-1.51029908687202,0.002,0.012,1,PPP2R2B
0.0105941276785469,-1.5111798457924,0.017,0.039,1,PHF24
0.717770017018725,-1.51415578323612,0.016,0.014,1,LRGUK
0.727597385871893,-1.51437531624161,0.01,0.008,1,CPA4
0.080039500949086,-1.51638032794781,0.032,0.017,1,BCL2L15
0.175756672401373,-1.51689394209698,0.208,0.227,1,SERPINF1
0.75308381128141,-1.51713917367983,0.048,0.051,1,DLX4
0.110661549533794,-1.52790095747727,0.011,0.022,1,NIPAL2
0.89981757883801,-1.52827674454863,0.153,0.149,1,F3
0.244456896424781,-1.52892002343176,0.031,0.042,1,ITGB2
0.132617222044392,-1.52961581738376,0.017,0.029,1,POPDC2
0.457487688801613,-1.53082016307966,0.008,0.012,1,PGCP1
0.316416043408452,-1.53142021152905,0.007,0.012,1,SH3GL1P2
0.113836035024238,-1.53158806958224,0.005,0.012,1,HLA-DOB
0.457487688801613,-1.53385635579837,0.008,0.012,1,SPATA42
0.537514939542274,-1.53424872287356,0.016,0.02,1,IQGAP3
0.724268161596712,-1.53741452213702,0.038,0.034,1,ROR1-AS1
0.733942343899585,-1.53825512077042,0.049,0.052,1,ZNF85
0.599322819317345,-1.53830433113594,0.038,0.032,1,LOC100049716
0.0832924776704874,-1.5395364967773,0.092,0.064,1,ZNF43
0.715817959222205,-1.54177165013856,0.011,0.014,1,NTNG1
0.818756531936887,-1.5427727491185,0.011,0.01,1,L3MBTL4-AS1
0.0231764118827277,-1.54283789456322,0.107,0.069,1,RPS26P11
0.0280822599292014,-1.54287325568877,0.003,0.014,1,LOC653786
0.577559838166514,-1.54428957618346,0.011,0.008,1,LOC284412
0.685072600544445,-1.54791336535506,0.036,0.039,1,MAST3
0.783544708786548,-1.55342599419385,0.085,0.088,1,RNASE1
0.453875362580445,-1.55344557162617,0.008,0.012,1,PROZ
0.342470499328959,-1.55795180296473,0.05,0.039,1,INAFM2
0.566581661610042,-1.56166036528244,0.01,0.014,1,DPYSL4
0.287625198282084,-1.56293789906626,0.009,0.015,1,LOC101928880
0.373211487092061,-1.57003736518831,0.037,0.046,1,DPY19L2
0.833429359526127,-1.57074860901685,0.07,0.071,1,CCDC170
0.233036377717198,-1.57235181573603,0.078,0.095,1,CHST2
0.045423553677064,-1.57451281265259,0.002,0.01,1,NFIA-AS1
0.276836039818389,-1.57713284857965,0.017,0.025,1,CALCRL
0.30228101977413,-1.57777541600574,0.008,0.014,1,LOC101929128
0.585482197489067,-1.58108264294136,0.011,0.008,1,ABCC3
0.873682528394733,-1.58385011678159,0.025,0.024,1,LOC100506804
0.0622120216295894,-1.58463789973515,0.045,0.066,1,FCGR2A
0.203591390711082,-1.58792889097345,0.005,0.01,1,DPYS
0.489543727299913,-1.58859339452065,0.007,0.01,1,ZNF572
0.176061714839148,-1.58860098764904,0.01,0.019,1,LOC101928551
0.346642822051133,-1.58947768015408,0.013,0.019,1,FBXW4P1
0.449881540937589,-1.59113152862505,0.032,0.039,1,COX6A2
0.124583796209034,-1.59133245958337,0.019,0.032,1,C1QA
0.71549471421678,-1.59259588822952,0.027,0.03,1,LINC00265
0.277377147125984,-1.59287503137949,0.03,0.02,1,TCERG1L-AS1
0.269211402299373,-1.59578051149221,0.023,0.032,1,LAX1
0.11325951743568,-1.59666195220497,0.005,0.012,1,LRRC43
0.790963543877832,-1.60054310584289,0.076,0.078,1,ANPEP
0.495320908608564,-1.60096507275717,0.022,0.027,1,FDXACB1
0.667539444795831,-1.60220800410202,0.018,0.015,1,CTNNA3
0.884424834613479,-1.60379716470022,0.025,0.024,1,TRPV2
0.94280085040759,-1.60471331612737,0.015,0.015,1,LOC101929095
0.152464536171659,-1.60514458867755,0.029,0.017,1,TK1
0.288998527093856,-1.60526086967648,0.016,0.024,1,C2orf88
0.497985665775357,-1.60638668417293,0.04,0.047,1,ATXN7L1
0.491295650953755,-1.60872884817113,0.013,0.017,1,PTPRN2
0.0714235403364834,-1.61151222403572,0.008,0.019,1,LPL
0.850612538720352,-1.61353230826492,0.024,0.025,1,STAB1
0.464251975083454,-1.61434286379175,0.013,0.008,1,LINC00954
0.977841567355649,-1.61789121487435,0.048,0.047,1,RCSD1
0.283787080785871,-1.62189144794163,0.027,0.019,1,ECSCR
0.112239538028669,-1.62252714170925,0.011,0.022,1,ZNF48
0.457736464206682,-1.62326867276469,0.061,0.069,1,MIPEP
0.29958060567943,-1.6268355730544,0.008,0.014,1,A1CF
0.968208237654798,-1.62762642575909,0.025,0.025,1,ADAM8
0.456131178402784,-1.63091609114249,0.008,0.012,1,LINC00539
0.53923913820215,-1.63372338420068,0.029,0.034,1,PPP1R42
0.904894383592088,-1.63372806286602,0.013,0.012,1,LOC344967
0.916605516506875,-1.63411245047044,0.016,0.015,1,ZNF607
0.338792753099503,-1.63631320324748,0.034,0.025,1,OIP5
0.490552105413131,-1.63704218770573,0.018,0.014,1,GLYATL1
0.280358290173231,-1.63806507714657,0.01,0.005,1,LKAAEAR1
0.0218917517746834,-1.64003808235559,0.002,0.012,1,LVCAT5
0.78323092806898,-1.64021140741962,0.021,0.019,1,CCDC13
0.315494825101617,-1.64401332565417,0.021,0.029,1,PIK3R5
0.19765093654659,-1.64545590465445,0.007,0.014,1,FRAT1
0.191450855126311,-1.64623101452413,0.008,0.015,1,CD70
0.64451756170847,-1.64644358019418,0.034,0.039,1,BMF
0.508012340311927,-1.64665121789298,0.087,0.096,1,LAPTM5
0.0453214427153003,-1.64865385035706,0.046,0.069,1,IL1RN
0.455679511455471,-1.64973505023493,0.008,0.012,1,LPP-AS2
0.200968391089863,-1.65164673855321,0.006,0.012,1,PTPRO
0.0639580891391674,-1.65239211358533,0.015,0.029,1,ADGRD1
0.80620655690373,-1.65335790191135,0.014,0.015,1,LOC101928100
0.0549561103598518,-1.65499204899162,0.003,0.012,1,TFAP4
0.206988964390729,-1.65523946999129,0.034,0.047,1,MEIS1
0.3478052015511,-1.65957276884494,0.034,0.025,1,NDC80
0.499988978518089,-1.66135373078801,0.026,0.032,1,CALCA
0.0617378468796029,-1.66190467088129,0.005,0.014,1,PPEF1
0.843859119440213,-1.66280292663865,0.009,0.01,1,CDC20B
0.281126679105396,-1.66455589848656,0.05,0.063,1,MKL2
0.747897909659085,-1.6655744632675,0.023,0.025,1,ITGAL
0.713354821950328,-1.66900304635858,0.011,0.014,1,CEMP1
0.126404100434073,-1.67361734499798,0.031,0.046,1,FNDC5
0.128918668329438,-1.67651023719147,0.037,0.052,1,IGDCC4
0.453292111415741,-1.67796790373092,0.014,0.019,1,FDXR
0.849326792194772,-1.67821463282033,0.021,0.022,1,PCNXL2
0.489122577496829,-1.6787390138308,0.069,0.078,1,PRSS35
0.0551799453924332,-1.68112440327361,0.003,0.012,1,ADAM20P1
0.29958060567943,-1.68215239546164,0.008,0.014,1,DLGAP2
